epoch,total_loss,data_loss,pde_loss,tv_loss,l1_data_loss,sparse_eql_loss
0,0.07053296972932939,0.07053296114456388,0.0,0.0,0.0,9.539972218138331e-09
1,0.0008716648271639305,0.0008716549742206157,0.0,0.0,0.0,9.85348034628721e-09
2,0.0003192267266256587,0.0003192169415432554,0.0,0.0,0.0,9.785638306270654e-09
3,0.0003231785777094082,0.00032316882043413006,0.0,0.0,0.0,9.75949126574233e-09
4,0.00031433377537696557,0.0003143240277549381,0.0,0.0,0.0,9.746172019046668e-09
5,0.0002370350329968433,0.00023702530713064947,0.0,0.0,0.0,9.729944612389533e-09
6,0.00011254078031420744,0.00011253107310616236,0.0,0.0,0.0,9.70718963956604e-09
7,0.00022200911780150773,0.0002219994255055738,0.0,0.0,0.0,9.695192820186544e-09
8,0.0005715941476617193,0.0005715844408138701,0.0,0.0,0.0,9.707601244309728e-09
9,0.00036538782195847405,0.0003653781375868504,0.0,0.0,0.0,9.681430689037897e-09
10,0.00023176152193411667,0.00023175186954789084,0.0,0.0,0.0,9.651297407029656e-09
11,0.00045157598918257744,0.0004515663267108658,0.0,0.0,0.0,9.664354860937652e-09
12,0.0005069508958990584,0.000506941234291817,0.0,0.0,0.0,9.657743568566004e-09
13,0.0003998606939198412,0.00039985104801714197,0.0,0.0,0.0,9.64789676532523e-09
14,0.00019514662980696758,0.00019513699960881052,0.0,0.0,0.0,9.630278515232075e-09
15,0.0003115183553925835,0.00031150872173654564,0.0,0.0,0.0,9.631738117747935e-09
16,0.00027398338701603656,0.0002739737536481554,0.0,0.0,0.0,9.635495965466304e-09
17,0.0002656980146225173,0.00026568838514475206,0.0,0.0,0.0,9.629956159228799e-09
18,0.00031595241372349057,0.000315942776321415,0.0,0.0,0.0,9.642941600334032e-09
19,0.0004621100690363362,0.0004621004229895586,0.0,0.0,0.0,9.639407476845126e-09
20,0.0012701602104018526,0.0012701505306407367,0.0,0.0,0.0,9.682753925387873e-09
21,0.0028416446967990975,0.0028416349282857065,0.0,0.0,0.0,9.801807761484364e-09
22,0.0008526144389035457,0.0008526048545223099,0.0,0.0,0.0,9.59294773430134e-09
23,0.0002645181552772087,0.00026450860965305406,0.0,0.0,0.0,9.547602128043533e-09
24,9.634515004333957e-05,9.633562970493856e-05,0.0,0.0,0.0,9.519738502445303e-09
25,2.774911074156269e-05,2.77396077285855e-05,0.0,0.0,0.0,9.5031121453885e-09
26,4.679950089297617e-05,4.679000792946519e-05,0.0,0.0,0.0,9.492792637763838e-09
27,3.678162728746348e-05,3.677213785387253e-05,0.0,0.0,0.0,9.48970727301687e-09
28,2.7635950564307686e-05,2.7626468388664554e-05,0.0,0.0,0.0,9.48198362950993e-09
29,4.434968391116386e-05,4.4340204166843194e-05,0.0,0.0,0.0,9.479554989162794e-09
30,6.379598288740364e-05,6.378650195443643e-05,0.0,0.0,0.0,9.481164975234646e-09
31,0.0001638527144245702,0.00016384322369427393,0.0,0.0,0.0,9.490826061247246e-09
32,0.00019723767202029391,0.00019722815650851825,0.0,0.0,0.0,9.514974568423558e-09
33,0.0003281461298557939,0.00032813659388488986,0.0,0.0,0.0,9.537768515571369e-09
34,0.0026145814987139243,0.002614571693316471,0.0,0.0,0.0,9.819229539476006e-09
35,0.00212041465427247,0.002120404778564773,0.0,0.0,0.0,9.86325518069445e-09
36,0.0010672362450980535,0.0010672265687948184,0.0,0.0,0.0,9.693160966953026e-09
37,0.0005088531630318889,0.000508843502433196,0.0,0.0,0.0,9.666632211962683e-09
38,0.0001544741819160852,0.00015446455589620083,0.0,0.0,0.0,9.6284403904202e-09
