epoch,total_loss,data_loss,pde_loss,tv_loss,param_l1_loss,l1_data_loss,l1_pde_loss,sparse_eql_loss,raw_data_mse,weighted_data_contribution,raw_pde_mse,weighted_pde_contribution,tv_loss_weighted,sparse_eql_loss_weighted
14,0.03196802622978649,0.016038426922427282,0.015929599484753986,0.0,0.0,0.0,0.0,0.0,0.016038426922427282,0.016038426922427282,0.03185919896950797,0.015929599484753986,0.0,0.0
15,0.03244654763312567,0.015925022758661755,0.016521524490108564,0.0,0.0,0.0,0.0,0.0,0.015925022758661755,0.015925022758661755,0.03304304898021713,0.016521524490108564,0.0,0.0
16,0.03213618015722623,0.01613898083035435,0.015997199252957388,0.0,0.0,0.0,0.0,0.0,0.01613898083035435,0.01613898083035435,0.031994398505914776,0.015997199252957388,0.0,0.0
17,0.03067356413082471,0.01609610186682807,0.014577461953555781,0.0,0.0,0.0,0.0,0.0,0.01609610186682807,0.01609610186682807,0.029154923907111562,0.014577461953555781,0.0,0.0
18,0.03085105623754244,0.01572360871507535,0.01512744798073693,0.0,0.0,0.0,0.0,0.0,0.01572360871507535,0.01572360871507535,0.03025489596147386,0.01512744798073693,0.0,0.0
19,0.030506987538602617,0.016054025008564905,0.014452962589169305,0.0,0.0,0.0,0.0,0.0,0.016054025008564905,0.016054025008564905,0.02890592517833861,0.014452962589169305,0.0,0.0
20,0.030894213016071016,0.016027604894978658,0.014866607677605417,0.0,0.0,0.0,0.0,0.0,0.016027604894978658,0.016027604894978658,0.029733215355210833,0.014866607677605417,0.0,0.0
21,0.03081489774206328,0.016024974825245047,0.014789922621160273,0.0,0.0,0.0,0.0,0.0,0.016024974825245047,0.016024974825245047,0.029579845242320546,0.014789922621160273,0.0,0.0
22,0.03021305116514365,0.016197009721682185,0.014016041679987832,0.0,0.0,0.0,0.0,0.0,0.016197009721682185,0.016197009721682185,0.028032083359975663,0.014016041679987832,0.0,0.0
23,0.03016461491111725,0.01582877157581231,0.014335843734443188,0.0,0.0,0.0,0.0,0.0,0.01582877157581231,0.01582877157581231,0.028671687468886375,0.014335843734443188,0.0,0.0
24,0.029600639191884843,0.016303995875493874,0.013296643242476478,0.0,0.0,0.0,0.0,0.0,0.016303995875493874,0.016303995875493874,0.026593286484952957,0.013296643242476478,0.0,0.0
25,0.0298237031887448,0.016172819371734346,0.013650883683964374,0.0,0.0,0.0,0.0,0.0,0.016172819371734346,0.016172819371734346,0.027301767367928748,0.013650883683964374,0.0,0.0
26,0.0295835171072256,0.016067741113522695,0.013515775771959433,0.0,0.0,0.0,0.0,0.0,0.016067741113522695,0.016067741113522695,0.027031551543918866,0.013515775771959433,0.0,0.0
27,0.02899423407183753,0.016031119883770033,0.01296311408458721,0.0,0.0,0.0,0.0,0.0,0.016031119883770033,0.016031119883770033,0.02592622816917442,0.01296311408458721,0.0,0.0
28,0.029301501987945466,0.01619798332334511,0.013103518827212236,0.0,0.0,0.0,0.0,0.0,0.01619798332334511,0.01619798332334511,0.026207037654424472,0.013103518827212236,0.0,0.0
29,0.029137034619611406,0.01604618492817122,0.013090850001881047,0.0,0.0,0.0,0.0,0.0,0.01604618492817122,0.01604618492817122,0.026181700003762094,0.013090850001881047,0.0,0.0
30,0.029123809484262315,0.016133945952687,0.012989863708970092,0.0,0.0,0.0,0.0,0.0,0.016133945952687,0.016133945952687,0.025979727417940184,0.012989863708970092,0.0,0.0
31,0.02931173187163141,0.016285140451694293,0.013026591582548997,0.0,0.0,0.0,0.0,0.0,0.016285140451694293,0.016285140451694293,0.026053183165097995,0.013026591582548997,0.0,0.0
32,0.029406603366609604,0.016240370119847948,0.013166233246761656,0.0,0.0,0.0,0.0,0.0,0.016240370119847948,0.016240370119847948,0.02633246649352331,0.013166233246761656,0.0,0.0
33,0.028743039461828414,0.016283240435378894,0.012459798952535031,0.0,0.0,0.0,0.0,0.0,0.016283240435378894,0.016283240435378894,0.024919597905070062,0.012459798952535031,0.0,0.0
34,0.028144895527807492,0.015957046448001787,0.012187849020674116,0.0,0.0,0.0,0.0,0.0,0.015957046448001787,0.015957046448001787,0.02437569804134823,0.012187849020674116,0.0,0.0
35,0.02885872433109889,0.016566645501861498,0.012292078903151883,0.0,0.0,0.0,0.0,0.0,0.016566645501861498,0.016566645501861498,0.024584157806303766,0.012292078903151883,0.0,0.0
36,0.02880328048079733,0.016002856194972992,0.012800424167561152,0.0,0.0,0.0,0.0,0.0,0.016002856194972992,0.016002856194972992,0.025600848335122304,0.012800424167561152,0.0,0.0
37,0.028971987939070142,0.01610972225252125,0.012862265583068605,0.0,0.0,0.0,0.0,0.0,0.01610972225252125,0.01610972225252125,0.02572453116613721,0.012862265583068605,0.0,0.0
38,0.029124195377031963,0.016252721201569315,0.012871474131113954,0.0,0.0,0.0,0.0,0.0,0.016252721201569315,0.016252721201569315,0.025742948262227908,0.012871474131113954,0.0,0.0
39,0.028666362757720644,0.01618507628639539,0.012481286293930478,0.0,0.0,0.0,0.0,0.0,0.01618507628639539,0.01618507628639539,0.024962572587860957,0.012481286293930478,0.0,0.0
40,0.02833101245027686,0.016006044954771086,0.012324967791163733,0.0,0.0,0.0,0.0,0.0,0.016006044954771086,0.016006044954771086,0.024649935582327465,0.012324967791163733,0.0,0.0
41,0.028124414088707122,0.016181768672097297,0.011942645460958518,0.0,0.0,0.0,0.0,0.0,0.016181768672097297,0.016181768672097297,0.023885290921917036,0.011942645460958518,0.0,0.0
42,0.028510607217275906,0.016279009865626456,0.012231597410781043,0.0,0.0,0.0,0.0,0.0,0.016279009865626456,0.016279009865626456,0.024463194821562086,0.012231597410781043,0.0,0.0
43,0.02816767990589142,0.016053983468621497,0.012113696511184413,0.0,0.0,0.0,0.0,0.0,0.016053983468621497,0.016053983468621497,0.024227393022368825,0.012113696511184413,0.0,0.0
44,0.027787292790081766,0.01612875702243949,0.011658535649379095,0.0,0.0,0.0,0.0,0.0,0.01612875702243949,0.01612875702243949,0.02331707129875819,0.011658535649379095,0.0,0.0
45,0.028210621593253955,0.01616337394253129,0.012047247414196294,0.0,0.0,0.0,0.0,0.0,0.01616337394253129,0.01616337394253129,0.024094494828392588,0.012047247414196294,0.0,0.0
46,0.027973983614217667,0.016218023670334664,0.011755959869968512,0.0,0.0,0.0,0.0,0.0,0.016218023670334664,0.016218023670334664,0.023511919739937024,0.011755959869968512,0.0,0.0
47,0.028285623335885624,0.016172565135454373,0.012113058377826025,0.0,0.0,0.0,0.0,0.0,0.016172565135454373,0.016172565135454373,0.02422611675565205,0.012113058377826025,0.0,0.0
48,0.028134586348656624,0.016310372182892427,0.011824214047501011,0.0,0.0,0.0,0.0,0.0,0.016310372182892427,0.016310372182892427,0.023648428095002023,0.011824214047501011,0.0,0.0
49,0.028262365993762775,0.016332714877549618,0.011929651116213155,0.0,0.0,0.0,0.0,0.0,0.016332714877549618,0.016332714877549618,0.02385930223242631,0.011929651116213155,0.0,0.0
50,0.02830250236013579,0.016267532541874855,0.012034969596517465,0.0,0.0,0.0,0.0,0.0,0.016267532541874855,0.016267532541874855,0.02406993919303493,0.012034969596517465,0.0,0.0
51,0.027745594640099812,0.01620426472453844,0.01154133001904166,0.0,0.0,0.0,0.0,0.0,0.01620426472453844,0.01620426472453844,0.02308266003808332,0.01154133001904166,0.0,0.0
52,0.027925981238247858,0.016206608878241643,0.011719372197394334,0.0,0.0,0.0,0.0,0.0,0.016206608878241643,0.016206608878241643,0.023438744394788668,0.011719372197394334,0.0,0.0
53,0.02820633662243684,0.016000158109125636,0.012206178572442796,0.0,0.0,0.0,0.0,0.0,0.016000158109125636,0.016000158109125636,0.024412357144885592,0.012206178572442796,0.0,0.0
54,0.02767529838260204,0.01629387644962186,0.01138142187384859,0.0,0.0,0.0,0.0,0.0,0.01629387644962186,0.01629387644962186,0.02276284374769718,0.01138142187384859,0.0,0.0
55,0.027541837995014494,0.01609883259331423,0.011443005327785772,0.0,0.0,0.0,0.0,0.0,0.01609883259331423,0.01609883259331423,0.022886010655571543,0.011443005327785772,0.0,0.0
56,0.02756283414505777,0.016478587621970783,0.011084246685698865,0.0,0.0,0.0,0.0,0.0,0.016478587621970783,0.016478587621970783,0.02216849337139773,0.011084246685698865,0.0,0.0
57,0.027551530609055172,0.01615269621095014,0.01139883432419054,0.0,0.0,0.0,0.0,0.0,0.01615269621095014,0.01615269621095014,0.02279766864838108,0.01139883432419054,0.0,0.0
58,0.027933652911867415,0.016055810235677256,0.011877842484012482,0.0,0.0,0.0,0.0,0.0,0.016055810235677256,0.016055810235677256,0.023755684968024965,0.011877842484012482,0.0,0.0
59,0.02789642052754523,0.016185485225703036,0.011710935405322484,0.0,0.0,0.0,0.0,0.0,0.016185485225703036,0.016185485225703036,0.02342187081064497,0.011710935405322484,0.0,0.0
60,0.027463783583943805,0.016370166137459733,0.011093617609095953,0.0,0.0,0.0,0.0,0.0,0.016370166137459733,0.016370166137459733,0.022187235218191905,0.011093617609095953,0.0,0.0
61,0.027196896927697316,0.01625117544262182,0.010945721647687374,0.0,0.0,0.0,0.0,0.0,0.01625117544262182,0.01625117544262182,0.02189144329537475,0.010945721647687374,0.0,0.0
62,0.027287595033172577,0.01600233030815919,0.011285264828493671,0.0,0.0,0.0,0.0,0.0,0.01600233030815919,0.01600233030815919,0.022570529656987342,0.011285264828493671,0.0,0.0
63,0.02716769479096882,0.016394284036424425,0.010773410813675987,0.0,0.0,0.0,0.0,0.0,0.016394284036424425,0.016394284036424425,0.021546821627351973,0.010773410813675987,0.0,0.0
64,0.027499860063904806,0.016006900736736874,0.011492959312385037,0.0,0.0,0.0,0.0,0.0,0.016006900736736874,0.016006900736736874,0.022985918624770073,0.011492959312385037,0.0,0.0
65,0.02747701791425546,0.016034072856344873,0.011442944998778994,0.0,0.0,0.0,0.0,0.0,0.016034072856344873,0.016034072856344873,0.022885889997557987,0.011442944998778994,0.0,0.0
66,0.027844340584817388,0.016302640638535933,0.011541699828018271,0.0,0.0,0.0,0.0,0.0,0.016302640638535933,0.016302640638535933,0.023083399656036542,0.011541699828018271,0.0,0.0
67,0.027487266483524488,0.01606646172761444,0.011420804874173232,0.0,0.0,0.0,0.0,0.0,0.01606646172761444,0.01606646172761444,0.022841609748346463,0.011420804874173232,0.0,0.0
68,0.027126311428017087,0.016262985972894564,0.010863325366425135,0.0,0.0,0.0,0.0,0.0,0.016262985972894564,0.016262985972894564,0.02172665073285027,0.010863325366425135,0.0,0.0
69,0.0269128702699192,0.016152937526977253,0.010759932757724845,0.0,0.0,0.0,0.0,0.0,0.016152937526977253,0.016152937526977253,0.02151986551544969,0.010759932757724845,0.0,0.0
70,0.02661398183258753,0.01618661829048679,0.010427363660363924,0.0,0.0,0.0,0.0,0.0,0.01618661829048679,0.01618661829048679,0.020854727320727847,0.010427363660363924,0.0,0.0
71,0.02744606143188855,0.016184222367074754,0.011261839005682204,0.0,0.0,0.0,0.0,0.0,0.016184222367074754,0.016184222367074754,0.022523678011364408,0.011261839005682204,0.0,0.0
72,0.027179725231632354,0.016105215198227336,0.011074509900358935,0.0,0.0,0.0,0.0,0.0,0.016105215198227336,0.016105215198227336,0.02214901980071787,0.011074509900358935,0.0,0.0
73,0.026478905910773884,0.016197098995603267,0.01028180697430221,0.0,0.0,0.0,0.0,0.0,0.016197098995603267,0.016197098995603267,0.02056361394860442,0.01028180697430221,0.0,0.0
74,0.026674043919358934,0.016052862008412678,0.010621181910946256,0.0,0.0,0.0,0.0,0.0,0.016052862008412678,0.016052862008412678,0.021242363821892513,0.010621181910946256,0.0,0.0
75,0.026913383473006505,0.016105567385989523,0.010807816397457842,0.0,0.0,0.0,0.0,0.0,0.016105567385989523,0.016105567385989523,0.021615632794915685,0.010807816397457842,0.0,0.0
76,0.026995856314897537,0.01623701990123779,0.010758836694534809,0.0,0.0,0.0,0.0,0.0,0.01623701990123779,0.01623701990123779,0.021517673389069618,0.010758836694534809,0.0,0.0
77,0.027260944188114197,0.016005710210828555,0.011255233932936948,0.0,0.0,0.0,0.0,0.0,0.016005710210828555,0.016005710210828555,0.022510467865873896,0.011255233932936948,0.0,0.0
78,0.026596669521596696,0.016137424812075637,0.01045924470952106,0.0,0.0,0.0,0.0,0.0,0.016137424812075637,0.016137424812075637,0.02091848941904212,0.01045924470952106,0.0,0.0
79,0.027185620828753428,0.01587090738827274,0.011314713514395176,0.0,0.0,0.0,0.0,0.0,0.01587090738827274,0.01587090738827274,0.022629427028790353,0.011314713514395176,0.0,0.0
80,0.026842971110627764,0.016220827217376423,0.01062214361237628,0.0,0.0,0.0,0.0,0.0,0.016220827217376423,0.016220827217376423,0.02124428722475256,0.01062214361237628,0.0,0.0
81,0.026677135259859146,0.015995917487002555,0.010681217965034266,0.0,0.0,0.0,0.0,0.0,0.015995917487002555,0.015995917487002555,0.02136243593006853,0.010681217965034266,0.0,0.0
82,0.026793352017800014,0.016080434818471236,0.010712917435855146,0.0,0.0,0.0,0.0,0.0,0.016080434818471236,0.016080434818471236,0.021425834871710292,0.010712917435855146,0.0,0.0
83,0.02680157967621372,0.01622272640584953,0.01057885309296941,0.0,0.0,0.0,0.0,0.0,0.01622272640584953,0.01622272640584953,0.02115770618593882,0.01057885309296941,0.0,0.0
84,0.026302005090410748,0.015905443726787493,0.010396561496669338,0.0,0.0,0.0,0.0,0.0,0.015905443726787493,0.015905443726787493,0.020793122993338676,0.010396561496669338,0.0,0.0
85,0.026565204537104047,0.01616756586978833,0.01039763865253282,0.0,0.0,0.0,0.0,0.0,0.01616756586978833,0.01616756586978833,0.02079527730506564,0.01039763865253282,0.0,0.0
86,0.026560417095583582,0.016005981550921523,0.010554435485530467,0.0,0.0,0.0,0.0,0.0,0.016005981550921523,0.016005981550921523,0.021108870971060935,0.010554435485530467,0.0,0.0
87,0.026949576087414273,0.016225305282407336,0.010724270967618814,0.0,0.0,0.0,0.0,0.0,0.016225305282407336,0.016225305282407336,0.02144854193523763,0.010724270967618814,0.0,0.0
88,0.026424116469801417,0.016046977912386257,0.010377138912204712,0.0,0.0,0.0,0.0,0.0,0.016046977912386257,0.016046977912386257,0.020754277824409424,0.010377138912204712,0.0,0.0
89,0.02622261687758423,0.01583563129875868,0.010386985519693958,0.0,0.0,0.0,0.0,0.0,0.01583563129875868,0.01583563129875868,0.020773971039387915,0.010386985519693958,0.0,0.0
90,0.026670163763420924,0.0162125669922384,0.0104575969337944,0.0,0.0,0.0,0.0,0.0,0.0162125669922384,0.0162125669922384,0.0209151938675888,0.0104575969337944,0.0,0.0
91,0.026451731455467996,0.01606889639700216,0.010382835413255388,0.0,0.0,0.0,0.0,0.0,0.01606889639700216,0.01606889639700216,0.020765670826510776,0.010382835413255388,0.0,0.0
92,0.026046577604517104,0.01613713413595207,0.009909443069426786,0.0,0.0,0.0,0.0,0.0,0.01613713413595207,0.01613713413595207,0.019818886138853572,0.009909443069426786,0.0,0.0
93,0.02632018660623876,0.01583215660814728,0.010488029879828295,0.0,0.0,0.0,0.0,0.0,0.01583215660814728,0.01583215660814728,0.02097605975965659,0.010488029879828295,0.0,0.0
94,0.02652842551469803,0.016104070440171255,0.010424355133658364,0.0,0.0,0.0,0.0,0.0,0.016104070440171255,0.016104070440171255,0.020848710267316727,0.010424355133658364,0.0,0.0
95,0.026972665761907894,0.016005472974881294,0.010967192846158194,0.0,0.0,0.0,0.0,0.0,0.016005472974881294,0.016005472974881294,0.02193438569231639,0.010967192846158194,0.0,0.0
96,0.02677743284711762,0.015994464549871665,0.01078296834159465,0.0,0.0,0.0,0.0,0.0,0.015994464549871665,0.015994464549871665,0.0215659366831893,0.01078296834159465,0.0,0.0
97,0.026556646776577784,0.015641309838328097,0.010915337041729973,0.0,0.0,0.0,0.0,0.0,0.015641309838328097,0.015641309838328097,0.021830674083459945,0.010915337041729973,0.0,0.0
98,0.026217680956636156,0.01623668675384824,0.009980994261919505,0.0,0.0,0.0,0.0,0.0,0.01623668675384824,0.01623668675384824,0.01996198852383901,0.009980994261919505,0.0,0.0
99,0.026362340039913616,0.015948809239835965,0.01041353080007765,0.0,0.0,0.0,0.0,0.0,0.015948809239835965,0.015948809239835965,0.0208270616001553,0.01041353080007765,0.0,0.0
100,0.026268814793891378,0.01615321881596058,0.010115596037062387,0.0,0.0,0.0,0.0,0.0,0.01615321881596058,0.01615321881596058,0.020231192074124774,0.010115596037062387,0.0,0.0
101,0.026272848662402894,0.015894134602849445,0.01037871389694157,0.0,0.0,0.0,0.0,0.0,0.015894134602849445,0.015894134602849445,0.02075742779388314,0.01037871389694157,0.0,0.0
102,0.026035911743603056,0.015760348725413518,0.010275562973840842,0.0,0.0,0.0,0.0,0.0,0.015760348725413518,0.015760348725413518,0.020551125947681683,0.010275562973840842,0.0,0.0
103,0.02598804607987404,0.0157925242942477,0.010195521859540826,0.0,0.0,0.0,0.0,0.0,0.0157925242942477,0.0157925242942477,0.020391043719081653,0.010195521859540826,0.0,0.0
104,0.026335913362720655,0.01597701861626572,0.010358894746454935,0.0,0.0,0.0,0.0,0.0,0.01597701861626572,0.01597701861626572,0.02071778949290987,0.010358894746454935,0.0,0.0
105,0.026608317558254515,0.016121021486700526,0.010487296086336886,0.0,0.0,0.0,0.0,0.0,0.016121021486700526,0.016121021486700526,0.02097459217267377,0.010487296086336886,0.0,0.0
106,0.02661681535934645,0.015932087889975972,0.010684727306758601,0.0,0.0,0.0,0.0,0.0,0.015932087889975972,0.015932087889975972,0.021369454613517202,0.010684727306758601,0.0,0.0
107,0.026210342430406146,0.015692316069607696,0.010518026434712939,0.0,0.0,0.0,0.0,0.0,0.015692316069607696,0.015692316069607696,0.021036052869425878,0.010518026434712939,0.0,0.0
108,0.02607306761164514,0.015877506326115322,0.010195561507273288,0.0,0.0,0.0,0.0,0.0,0.015877506326115322,0.015877506326115322,0.020391123014546576,0.010195561507273288,0.0,0.0
109,0.026024766207214386,0.015813177909761195,0.010211588371367682,0.0,0.0,0.0,0.0,0.0,0.015813177909761195,0.015813177909761195,0.020423176742735364,0.010211588371367682,0.0,0.0
110,0.02611220521586282,0.015942714265769438,0.010169491186619752,0.0,0.0,0.0,0.0,0.0,0.015942714265769438,0.015942714265769438,0.020338982373239504,0.010169491186619752,0.0,0.0
111,0.02636937057924649,0.015850040632935745,0.010519330049791033,0.0,0.0,0.0,0.0,0.0,0.015850040632935745,0.015850040632935745,0.021038660099582066,0.010519330049791033,0.0,0.0
112,0.026018851806247044,0.016038211639083567,0.009980640122814783,0.0,0.0,0.0,0.0,0.0,0.016038211639083567,0.016038211639083567,0.019961280245629567,0.009980640122814783,0.0,0.0
113,0.026019968624625887,0.015784118250603715,0.010235850536634051,0.0,0.0,0.0,0.0,0.0,0.015784118250603715,0.015784118250603715,0.020471701073268102,0.010235850536634051,0.0,0.0
114,0.025600337911219823,0.01577741079150684,0.009822926927535306,0.0,0.0,0.0,0.0,0.0,0.01577741079150684,0.01577741079150684,0.019645853855070613,0.009822926927535306,0.0,0.0
115,0.025736354291439056,0.015818457607002484,0.00991789669921947,0.0,0.0,0.0,0.0,0.0,0.015818457607002484,0.015818457607002484,0.01983579339843894,0.00991789669921947,0.0,0.0
116,0.025754892075109104,0.015979555731136647,0.009775336284840863,0.0,0.0,0.0,0.0,0.0,0.015979555731136647,0.015979555731136647,0.019550672569681727,0.009775336284840863,0.0,0.0
117,0.025679486552401196,0.015714182444508114,0.009965304122675978,0.0,0.0,0.0,0.0,0.0,0.015714182444508114,0.015714182444508114,0.019930608245351956,0.009965304122675978,0.0,0.0
118,0.02557175937626097,0.015624535033508899,0.009947224564495542,0.0,0.0,0.0,0.0,0.0,0.015624535033508899,0.015624535033508899,0.019894449128991083,0.009947224564495542,0.0,0.0
119,0.025250397711282686,0.015769786659687285,0.009480610933332216,0.0,0.0,0.0,0.0,0.0,0.015769786659687285,0.015769786659687285,0.01896122186666443,0.009480610933332216,0.0,0.0
120,0.025240752668607803,0.01573022156362496,0.009510531238028927,0.0,0.0,0.0,0.0,0.0,0.01573022156362496,0.01573022156362496,0.019021062476057855,0.009510531238028927,0.0,0.0
121,0.025669989959588125,0.015584598886706526,0.010085390880703926,0.0,0.0,0.0,0.0,0.0,0.015584598886706526,0.015584598886706526,0.020170781761407852,0.010085390880703926,0.0,0.0
122,0.02564236799639369,0.0156933061689848,0.009949061960454971,0.0,0.0,0.0,0.0,0.0,0.0156933061689848,0.0156933061689848,0.019898123920909942,0.009949061960454971,0.0,0.0
123,0.025983736037261902,0.01572721509174222,0.010256520871605192,0.0,0.0,0.0,0.0,0.0,0.01572721509174222,0.01572721509174222,0.020513041743210385,0.010256520871605192,0.0,0.0
124,0.025793133687878413,0.01565934472259075,0.010133789260945623,0.0,0.0,0.0,0.0,0.0,0.01565934472259075,0.01565934472259075,0.020267578521891247,0.010133789260945623,0.0,0.0
125,0.02549459205733405,0.015638546663380805,0.009856045231341369,0.0,0.0,0.0,0.0,0.0,0.015638546663380805,0.015638546663380805,0.019712090462682737,0.009856045231341369,0.0,0.0
126,0.025588562800770716,0.01580154737605462,0.009787015439498992,0.0,0.0,0.0,0.0,0.0,0.01580154737605462,0.01580154737605462,0.019574030878997985,0.009787015439498992,0.0,0.0
127,0.02613238413773832,0.01552763625624634,0.010604747704097204,0.0,0.0,0.0,0.0,0.0,0.01552763625624634,0.01552763625624634,0.021209495408194407,0.010604747704097204,0.0,0.0
128,0.02536178823737871,0.015554395489512927,0.009807392747865783,0.0,0.0,0.0,0.0,0.0,0.015554395489512927,0.015554395489512927,0.019614785495731566,0.009807392747865783,0.0,0.0
129,0.025644081009049264,0.01579990282299973,0.009844178067786353,0.0,0.0,0.0,0.0,0.0,0.01579990282299973,0.01579990282299973,0.019688356135572706,0.009844178067786353,0.0,0.0
130,0.025538902374960128,0.015617582400048536,0.00992131967925363,0.0,0.0,0.0,0.0,0.0,0.015617582400048536,0.015617582400048536,0.01984263935850726,0.00992131967925363,0.0,0.0
131,0.025483353447819514,0.015655282397000564,0.009828071287345318,0.0,0.0,0.0,0.0,0.0,0.015655282397000564,0.015655282397000564,0.019656142574690637,0.009828071287345318,0.0,0.0
132,0.025005117354411927,0.015598323787488634,0.009406793640837782,0.0,0.0,0.0,0.0,0.0,0.015598323787488634,0.015598323787488634,0.018813587281675564,0.009406793640837782,0.0,0.0
133,0.025617221133813026,0.015718902682974226,0.009898318509970392,0.0,0.0,0.0,0.0,0.0,0.015718902682974226,0.015718902682974226,0.019796637019940784,0.009898318509970392,0.0,0.0
134,0.025177868674435312,0.015470341247107302,0.009707527309064828,0.0,0.0,0.0,0.0,0.0,0.015470341247107302,0.015470341247107302,0.019415054618129656,0.009707527309064828,0.0,0.0
135,0.025472934313473247,0.015362319891296682,0.010110614599571341,0.0,0.0,0.0,0.0,0.0,0.015362319891296682,0.015362319891296682,0.020221229199142682,0.010110614599571341,0.0,0.0
136,0.025392998069051712,0.015877776646188328,0.009515221467212079,0.0,0.0,0.0,0.0,0.0,0.015877776646188328,0.015877776646188328,0.019030442934424158,0.009515221467212079,0.0,0.0
137,0.025727411761643396,0.015560445538352407,0.010166966385902866,0.0,0.0,0.0,0.0,0.0,0.015560445538352407,0.015560445538352407,0.020333932771805733,0.010166966385902866,0.0,0.0
138,0.025309494238287683,0.015368528250190947,0.009940966106359922,0.0,0.0,0.0,0.0,0.0,0.015368528250190947,0.015368528250190947,0.019881932212719843,0.009940966106359922,0.0,0.0
139,0.02509888554258006,0.015472012882431349,0.009626872541885528,0.0,0.0,0.0,0.0,0.0,0.015472012882431349,0.015472012882431349,0.019253745083771055,0.009626872541885528,0.0,0.0
140,0.02536866172320313,0.015574964103362864,0.009793697678971858,0.0,0.0,0.0,0.0,0.0,0.015574964103362864,0.015574964103362864,0.019587395357943717,0.009793697678971858,0.0,0.0
141,0.025211151511896224,0.01557948827625267,0.009631663220860655,0.0,0.0,0.0,0.0,0.0,0.01557948827625267,0.01557948827625267,0.01926332644172131,0.009631663220860655,0.0,0.0
142,0.025106514966677106,0.015545183704012916,0.009561331321795782,0.0,0.0,0.0,0.0,0.0,0.015545183704012916,0.015545183704012916,0.019122662643591564,0.009561331321795782,0.0,0.0
143,0.025031976993121798,0.015417321925125425,0.00961465524539115,0.0,0.0,0.0,0.0,0.0,0.015417321925125425,0.015417321925125425,0.0192293104907823,0.00961465524539115,0.0,0.0
144,0.024970735526747175,0.015411703758651302,0.009559031812444566,0.0,0.0,0.0,0.0,0.0,0.015411703758651302,0.015411703758651302,0.01911806362488913,0.009559031812444566,0.0,0.0
145,0.02513807261037448,0.015439782469045548,0.009698290126546034,0.0,0.0,0.0,0.0,0.0,0.015439782469045548,0.015439782469045548,0.019396580253092068,0.009698290126546034,0.0,0.0
146,0.024958341958976928,0.015414278717741134,0.009544063300367386,0.0,0.0,0.0,0.0,0.0,0.015414278717741134,0.015414278717741134,0.01908812660073477,0.009544063300367386,0.0,0.0
