epoch,data_loss,pde_loss,total_loss,coefficient_error,spurious_l2,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2
59,0.03213554248213768,0.06906766444444656,0.06666937470436096,0.947218266722741,0.31085372270336004,-0.1729092227350538,-0.2241181452863313,0.00796102211371736,0.12730499943483456,-0.10532270012805736,-0.0034247486876452806,0.016887692127986423,6.0017356884277696e-05,-7.094323335025122e-05
60,0.03205041587352753,0.06829547882080078,0.06619815528392792,0.947190467695208,0.3107028591285849,-0.17272888417249949,-0.22406021691340866,0.007958514517565875,0.12728437963158365,-0.10529976078612463,-0.003425324050639362,0.016880866896008054,5.997296078192857e-05,-7.094329445754463e-05
61,0.0334954559803009,0.0658542588353157,0.06642258167266846,0.9471638749929527,0.3105539855673415,-0.17255284311355842,-0.22400194343528562,0.007956015370595168,0.12726331289663664,-0.10527626019304047,-0.003425901175308258,0.01687386708285324,5.9923510450077994e-05,-7.094333112192068e-05
62,0.03371960297226906,0.06604301184415817,0.06674110889434814,0.947138102136309,0.3104026486710551,-0.17237643667981623,-0.2239430290475047,0.007953540364140959,0.12723779715980596,-0.10525106145544685,-0.0034265054297692803,0.016866580548788205,5.98555942411523e-05,-7.094338000775541e-05
63,0.031200971454381943,0.061635784804821014,0.06201886385679245,0.9471106315328528,0.3102490850065799,-0.17219392326725524,-0.2238849034716104,0.007951063547148012,0.12721359174544786,-0.10522691326488026,-0.0034271012281911987,0.01685959602741527,5.9799498533475747e-05,-7.094339222921409e-05
64,0.03167073801159859,0.061308812350034714,0.062325142323970795,0.9470845518869169,0.3100987999735724,-0.17201847376751597,-0.22382645744088717,0.007948554743970703,0.1271882791593881,-0.10520245566662764,-0.0034277255657450953,0.016852629346454526,5.975155355084397e-05,-7.094356332963564e-05
65,0.03194247558712959,0.06016093119978905,0.06202293932437897,0.9470607769581236,0.30995157987615846,-0.1718514104894025,-0.22376756770347772,0.007946067667258245,0.12715981773637872,-0.10517664530918952,-0.00342836928172194,0.016845434563080762,5.969327001697119e-05,-7.094372831932784e-05
66,0.032160211354494095,0.0574430450797081,0.060881733894348145,0.947039081190864,0.309815965954652,-0.17170040630373837,-0.2237097872327838,0.007943587832700737,0.12713587641802285,-0.1051526770068125,-0.003428970012833336,0.016838551986920348,5.964761815698358e-05,-7.094381998026796e-05
67,0.03299989923834801,0.0634605661034584,0.06473018229007721,0.9470176402655386,0.30968466947876194,-0.1715543607760895,-0.22365316532954835,0.00794112791406934,0.12711361109352728,-0.10512995353070723,-0.003429541852477791,0.016832022396058292,5.961058500625385e-05,-7.094387497683202e-05
68,0.03059271350502968,0.05651799589395523,0.058851711452007294,0.9470000750291065,0.30955974470391057,-0.1714231912224863,-0.22359494115216821,0.00793867403056707,0.12708963930255576,-0.10510535202190295,-0.0034301196818166116,0.016824881133921103,5.954922057631151e-05,-7.094393608412543e-05
69,0.032776057720184326,0.05648452416062355,0.06101831793785095,0.946983976030576,0.30944204512002743,-0.17130268713331595,-0.2235380234444753,0.007936243080555475,0.12706650042974513,-0.10508171471379472,-0.0034306901121212157,0.016818055901942734,5.949818689787329e-05,-7.094395441631345e-05
70,0.031588148325681686,0.05478377640247345,0.05898003652691841,0.9469689633777751,0.3093312477306541,-0.17119262232417765,-0.22348258475906974,0.007933810320005142,0.12704339202955015,-0.10505932942748583,-0.003431275340494253,0.01681176715664526,5.947249456457427e-05,-7.094389941974939e-05
71,0.0332200787961483,0.05550294369459152,0.06097155064344406,0.9469561426482256,0.30922333215984976,-0.1710913613078664,-0.22342722002477855,0.00793138238755811,0.1270152861203899,-0.10503563455515694,-0.0034319208181459115,0.016805446553468877,5.944920845010426e-05,-7.094395441631345e-05
72,0.03382928669452667,0.05478133261203766,0.0612199530005455,0.9469445026985087,0.3091206398471333,-0.1709989562807824,-0.22337237294828796,0.007928935142697876,0.12698699737553582,-0.10501250812950706,-0.0034325687621423085,0.016799444529081626,5.944357314020488e-05,-7.094399108068951e-05
73,0.03214074298739433,0.053653981536626816,0.05896773189306259,0.9469335985802073,0.3090244386056748,-0.1709145025053228,-0.2233186351385129,0.007926474017040655,0.12696179652240008,-0.10499085678701157,-0.003433191690356354,0.016793764906428976,5.945273003130781e-05,-7.094395441631345e-05
74,0.032428305596113205,0.05294257402420044,0.058899592608213425,0.9469228083542265,0.3089273459939651,-0.17082973555146228,-0.22326474942650912,0.00792400685625431,0.12693510251109794,-0.10496878810391631,-0.003433834349328311,0.016788036859800376,5.9458462837918245e-05,-7.094402163433621e-05
75,0.03150082379579544,0.058317288756370544,0.06065946817398071,0.9469124066520711,0.30882989168260844,-0.17074616911480542,-0.2232110362671055,0.007921568664087764,0.12690559486161818,-0.10494619414730753,-0.0034345051950972834,0.01678233047652944,5.945974199476738e-05,-7.094416218111105e-05
76,0.032225918024778366,0.05096441134810448,0.057708121836185455,0.9469029405467682,0.3087332069117345,-0.1706669349793619,-0.22315747100993064,0.007919062878475018,0.12687184136102567,-0.10492288783346809,-0.0034352535545580484,0.01677676426792572,5.9476714222229025e-05,-7.094436994590864e-05
77,0.031469255685806274,0.05507761985063553,0.05900806561112404,0.9468957427664542,0.3086419276224553,-0.1705994276351544,-0.22310422620758472,0.00791659511417576,0.12683488823579075,-0.10489905624611513,-0.003436031862490643,0.016771263049394983,5.9491401126783384e-05,-7.094457771070624e-05
78,0.03350837528705597,0.049488525837659836,0.058252640068531036,0.9468896183263279,0.30855011571115015,-0.17053287722494986,-0.2230495023829514,0.007914162353625426,0.1267980265284028,-0.10487391507274219,-0.003436791144335252,0.016765188389043808,5.947867585605559e-05,-7.094477936477449e-05
79,0.0292400773614645,0.05236601456999779,0.055423084646463394,0.9468828457024133,0.30845584705932916,-0.17046312543553546,-0.22299566597169052,0.00791175011251412,0.1267578940936026,-0.10484862279328999,-0.0034375846026712424,0.016759359671517846,5.947216307575666e-05,-7.094502379394813e-05
80,0.03275276720523834,0.051558878272771835,0.05853220820426941,0.9468753900892599,0.3083597834658797,-0.17038938932090883,-0.22294173095894382,0.007909308299270099,0.1267189196181968,-0.10482344564227912,-0.00343837242364783,0.016753539874197976,5.947537266748482e-05,-7.094532321968584e-05
81,0.03030603751540184,0.047698233276605606,0.05415515601634979,0.9468653167635444,0.30825163481080237,-0.17029835879902905,-0.222887302938768,0.007906856829819479,0.1266746530652079,-0.10479688694997243,-0.00343922472192259,0.01674768567036888,5.948188934765219e-05,-7.094564097761157e-05
82,0.03262840583920479,0.05571729317307472,0.0604870542883873,0.9468552352112808,0.30814365158009693,-0.17020823301475202,-0.22283322002379255,0.007904422862243321,0.12662893398420674,-0.10477040740846914,-0.0034400992173000008,0.01674197418983732,5.9491408926520274e-05,-7.094601984283072e-05
83,0.032209038734436035,0.049459852278232574,0.05693896487355232,0.9468468602210913,0.30803229898201956,-0.1701190467656779,-0.22277637626721397,0.007901963547124838,0.12657869479855205,-0.10474097770065707,-0.00344101669754286,0.016735536349666534,5.947944413013876e-05,-7.094646592607261e-05
84,0.031157588586211205,0.048219069838523865,0.055267125368118286,0.9468390023844815,0.3079235392071413,-0.17003363605621538,-0.22271894090172045,0.007899489747696454,0.12653073090153194,-0.10471190776922412,-0.003441925017076689,0.016729037342368233,5.947081372127556e-05,-7.094710144192407e-05
85,0.0313052237033844,0.051089342683553696,0.056849896907806396,0.9468332354223596,0.3078138041150944,-0.16995257504676622,-0.2226607906754547,0.007897047330939521,0.12647584972076115,-0.10468030501208216,-0.0034428911195444004,0.016722138200110787,5.944027775137099e-05,-7.094773084704618e-05
86,0.03254934400320053,0.054000843316316605,0.059549763798713684,0.9468270422009579,0.3077010614824402,-0.16986756450970494,-0.22260244324621728,0.007894616380927926,0.1264193027036686,-0.10464813380826118,-0.003443869553735806,0.016715176616410667,5.940710157053086e-05,-7.09483602521683e-05
87,0.031222406774759293,0.047069113701581955,0.05475696176290512,0.9468222447655404,0.3075878581841947,-0.16978554656625286,-0.22254320840360745,0.007892192069558369,0.1263592107056231,-0.10461434361073416,-0.0034448708896997866,0.016707879887824382,5.935717155486186e-05,-7.094894688218505e-05
88,0.03394433483481407,0.044864851981401443,0.05637676268815994,0.9468172003541537,0.3074733058691607,-0.16970159735599483,-0.22248456516991255,0.007889810004092687,0.12629737161094742,-0.10458036632949,-0.003445879977032947,0.016700635406159514,5.930129813968653e-05,-7.094946018344968e-05
89,0.03368891775608063,0.04658469185233116,0.05698126554489136,0.9468107414490337,0.3073591515445954,-0.1696148469389282,-0.22242752421036233,0.00788745570022098,0.1262373710307488,-0.10454803682406222,-0.0034468749709675992,0.016693857323841935,5.9259436951825006e-05,-7.094995515252631e-05
90,0.031130988150835037,0.04845771566033363,0.055359847843647,0.9468027490293829,0.3072446520467778,-0.16952386861344856,-0.22237174041975638,0.007885130364969075,0.12617994030780266,-0.10451722557495431,-0.003447841425770273,0.016687413112095366,5.922379215426079e-05,-7.095037068212149e-05
91,0.030844558030366898,0.04782698303461075,0.05475804954767227,0.9467941126820542,0.30712764074057597,-0.169428349201155,-0.22231571012543588,0.007882840033466095,0.12612293620147552,-0.10448624882871202,-0.0034487909684947377,0.016680812159584547,5.917542988570567e-05,-7.095073121515261e-05
92,0.03232894465327263,0.048432331532239914,0.056545108556747437,0.9467856248490766,0.3070087945855274,-0.1693320816404591,-0.2222591621733148,0.007880562375734278,0.12606338255297297,-0.10445450216101841,-0.00344977292603577,0.016674082501242915,5.911790682617917e-05,-7.095111008037176e-05
93,0.0331205390393734,0.044929660856723785,0.05558536946773529,0.94677866352569,0.30689519582894276,-0.16924507024139165,-0.2222020472626502,0.007878264198563434,0.12600515954202016,-0.1044229569680971,-0.0034507411425132575,0.016667370683313476,5.9066802950108983e-05,-7.095162949236574e-05
94,0.03133811801671982,0.04422518610954285,0.05345071107149124,0.946773467139287,0.30678972940766813,-0.1691707077699631,-0.2221465346261303,0.007875964210853854,0.1259468654282975,-0.10439234719376152,-0.003451713587010297,0.01666106537191897,5.9032328113077506e-05,-7.095208168633697e-05
95,0.03131362423300743,0.043896954506635666,0.053262099623680115,0.9467684007397013,0.3066835536001797,-0.16909638009613465,-0.2220905536325527,0.007873671465299225,0.12588761650595137,-0.10436137044751922,-0.003452697306226143,0.016654748591688057,5.900197933685817e-05,-7.095266220562437e-05
96,0.033466093242168427,0.04638770967721939,0.05665994808077812,0.9467634267141875,0.30657842291171966,-0.1690232355407098,-0.22203447403748927,0.007871400446209445,0.12582949507038402,-0.10433066713132505,-0.003453671864732959,0.016648405050838855,5.896741090298408e-05,-7.095331605366385e-05
97,0.029533229768276215,0.03951801732182503,0.04929223656654358,0.9467582036431683,0.306471431254832,-0.16894890786688135,-0.22197765493128216,0.007869102872551515,0.12576971795603345,-0.10429960403875177,-0.003454676724046567,0.016642120128486853,5.894337601377311e-05,-7.095407989483147e-05
98,0.029767515137791634,0.044209402054548264,0.051872216165065765,0.9467543871755381,0.3063721346360544,-0.16888486288388452,-0.2219221669451337,0.00786684754479746,0.1257125005413968,-0.10426969942611926,-0.003455647406868793,0.01663601488457192,5.891789037350154e-05,-7.095485595745778e-05
99,0.030421210452914238,0.04407944157719612,0.0524609312415123,0.9467537357056081,0.30628111377078115,-0.1688369291897372,-0.22186593944784153,0.00786460308027583,0.12565513076368193,-0.10423929112655597,-0.003456607167307176,0.016629743979686643,5.8885412269112616e-05,-7.095567479518947e-05
