dataset,seed,model,epochs,batch_size,lr,noise_level,stride_t,stride_x,tv_type,tv_lambda,final_total_loss,final_data_loss,final_tv_loss,ux_rel_l2,uxx_rel_l2,uxxx_rel_l2,l2_coeff_error,status,error
burgers,0,siren,100,1024,0.001,0.05,1,1,tv_u,0.0,0.0028656787859896817,0.0028656787859896817,0.0,0.33560725016100723,0.981045876479636,3.3235538149458255,0.36867968592829203,1,
burgers,0,siren,100,1024,0.001,0.05,1,1,tv_u,1e-08,0.0038336393800342365,0.0038336056639396007,3.3706417241093716e-08,0.4490179330460019,1.2588682639090527,4.315532720239507,0.35697195520896186,1,
burgers,0,siren,100,1024,0.001,0.05,1,1,tv_u,1e-06,0.0025136389932225623,0.0025103933857901703,3.245603007628002e-06,0.256985147170483,0.625563668650823,2.5092475420088554,0.2673805563748506,1,
burgers,0,siren,100,1024,0.001,0.05,1,1,tv_u,0.0001,0.0028360081274831105,0.002513209893737757,0.00032279822358211117,0.2336204600903921,0.49448981611351583,2.638712939585925,0.2002081688521344,1,
burgers,0,siren,100,1024,0.001,0.05,1,1,tv_u,0.01,0.03340276549496348,0.005926044583911934,0.027476720748439667,0.36431732965264435,0.6095217968714246,1.0375155347293092,0.22752986345129786,1,
