epoch,success_count,success_rate,median_pde_mse,Q25_pde_mse,Q75_pde_mse,median_xi_dist_to_LS,Q25_xi_dist_to_LS,Q75_xi_dist_to_LS
0,0,0.0,226925.09375,58597.5478515625,4535160.0,1.0254321535605238,0.9737737183823996,1.0787229048132596
100,0,0.0,36.413933753967285,9.360059142112732,190.51423263549805,1.017474422701242,0.9820578447477976,1.125602428773223
500,0,0.0,1.6578513383865356,1.0695412456989288,4.834067344665527,0.9453504349453072,0.9184670315456667,1.083468888204976
1000,0,0.0,1.2283888459205627,0.927083820104599,2.1079495549201965,0.9194588919891685,0.9039493164862906,1.0505300812161011
2000,0,0.0,0.9182643890380859,0.8923118263483047,1.4577563107013702,0.911657552231189,0.901019079188544,0.964161610645045
3000,0,0.0,0.8944332003593445,0.8867281675338745,1.1246247291564941,0.9060038461716622,0.9006526469967888,0.9222222054490052
5000,0,0.0,0.8932453393936157,0.880331739783287,0.9079010486602783,0.9016126524967532,0.8934947653358561,0.903912408542655
