checkpoint_epoch,seed,epoch,pde_loss,coefficient_error,spurious_l2,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2
200,3,0,14.952619552612305,2.0632711776391184,1.6344639579422018,0.7641999620712355,0.14431957812788687,0.0035306881712513414,1.4373398420132166,0.25910455659254666,0.02604000682861837,0.0030458762308582803,0.003084794171993674,0.00010217674832072958
200,3,1,14.895261764526367,1.9948723203786283,1.562107944640652,0.7398564859130334,0.13919095161742548,0.0038545206092174366,1.3685037527490505,0.2405940784151003,0.024585262739417954,0.0020434416857569113,0.002889439773444482,9.487553611607505e-05
200,3,2,14.841793060302734,1.929232507044813,1.492014358563964,0.7156957613952794,0.13406337973833649,0.004174532714378875,1.3020626763619858,0.22293939942360574,0.02318775428296011,0.0011081406338285195,0.002704194482617688,8.790855856678096e-05
200,3,3,14.792032241821289,1.8664955537786965,1.4243240882995323,0.6919128735363002,0.1289376420007647,0.004486565163935388,1.2380819586793608,0.20617821117152343,0.021848797112899547,0.00023871411079425556,0.0025295230690075806,8.12793316295286e-05
200,3,4,14.745776176452637,1.8068175913122144,1.3592030579591396,0.6687774154666652,0.12381455612613661,0.00478471856686723,1.17660981432513,0.19034673550218395,0.020569328632465234,-0.0005670726023543868,0.0023658776805726596,7.498898822369307e-05
200,3,5,14.702792167663574,1.7503690401603942,1.2968489851378098,0.6466423394415476,0.11869501625844178,0.0050610559730707005,1.1176767968888321,0.17547918503494264,0.019349883325954397,-0.0013125273527328472,0.00221369091426501,6.903632511076565e-05
200,3,6,14.662810325622559,1.6973292734434036,1.237489763553745,0.6259322764063787,0.11357995475295153,0.005305841975910214,1.0612964170617956,0.1616065725139351,0.018190602156258607,-0.0020021041762170147,0.0020733579973915414,6.341782242744652e-05
200,3,7,14.625527381896973,1.6478680593717214,1.1813645178210461,0.6070948917035108,0.10847038802975663,0.005508807470621858,1.0074667321302342,0.1487545527526964,0.017091245486462188,-0.002641421026746828,0.0019452119157640562,5.812779213714905e-05
200,3,8,14.590624809265137,1.6021123362761336,1.128683113115352,0.5905140798567354,0.10336737836248579,0.0056614432051306915,0.9561706991959372,0.13694009253146147,0.016051206001440603,-0.0032371846640953106,0.0018294829505404004,5.315842490942226e-05
200,3,9,14.5577974319458,1.5601101521035696,1.0795773115012757,0.5764115151961,0.09827205680507466,0.005759274028946582,0.9073781178900538,0.12616771260417453,0.015069547472655643,-0.003796988007009825,0.0017262537604059267,4.850011436928914e-05
200,3,10,14.526776313781738,1.5218069863775994,1.0340640336236713,0.5647844771235428,0.09318563847627838,0.00580266378328902,0.861046954950675,0.11642577621531261,0.014145020029135338,-0.004328978818764859,0.0016354169385658951,4.4141605548751045e-05
200,3,11,14.497336387634277,1.487043814166929,0.9920349598032437,0.5554054873664858,0.08810937670613372,0.005795842966793654,0.817124668800414,0.10768415430721065,0.013276114193249073,-0.004841432734088833,0.0015566517495226506,4.007031522950749e-05
200,3,12,14.469306945800781,1.4555727505529181,0.9532687444721174,0.5478694670108984,0.08304460124724068,0.005745157086139935,0.7755500639550209,0.0998943278416529,0.012461094946739708,-0.005342304239288507,0.0014894261089243726,3.6272585873160933e-05
200,3,13,14.442546844482422,1.427078968378414,0.9174514491285231,0.5416563102567127,0.07799268006348085,0.005657587163771337,0.7362538650070004,0.09299200165143327,0.011698046368972587,-0.005838856530933094,0.0014330317258804055,3.2733976664297606e-05
200,3,14,14.416943550109863,1.4012043770540055,0.8841999147459862,0.5361891414909777,0.07295501933001745,0.00553990286609136,0.6991605710342258,0.08690161589233655,0.010984910401730708,-0.006337424880175139,0.0013866406523912074,2.943951353407375e-05
