checkpoint_epoch,seed,epoch,pde_loss,coefficient_error,spurious_l2,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2
1000,5,0,5.055708885192871,2.674006662560365,2.437016813804416,-1.4422686925538575,0.2911155141067623,-0.03113549098698987,1.9285993145691063,0.09938430142207991,0.001064514310583366,-0.2324284885230328,0.02537327402674801,-0.0006870456222658359
1000,5,1,4.98811674118042,2.5942299511909415,2.349511330563137,-1.405051511584727,0.28051893381116433,-0.03055777383624904,1.8456751589247555,0.0987581438680282,0.0009899214841956213,-0.2451702241167804,0.02676067501604932,-0.0007247580491532049
1000,5,2,4.925027370452881,2.518440252792701,2.265094015626952,-1.3679133027708135,0.26992529048349756,-0.029980122111359152,1.7661268675638906,0.09972378107016702,0.000821687161670787,-0.2580811554678105,0.02816347071235626,-0.0007628224419809735
1000,5,3,4.866364002227783,2.451224524446699,2.187157007797867,-1.3309135170604256,0.25933676316448506,-0.029402590907773626,1.6944058506724948,0.10562438309817704,0.00036593211011789757,-0.27053079747622577,0.029505231266666713,-0.0007989879991998034
1000,5,4,4.811128616333008,2.398112381857687,2.119155133031906,-1.2941093870829061,0.24875614671070645,-0.028825293859865157,1.635292725059941,0.12149035164961222,-0.0006654964699657956,-0.2812430707878773,0.03063755776061958,-0.0008290125290922703
1000,5,5,4.75786018371582,2.359777322653547,2.06033306124463,-1.2575423954029332,0.23818762551195613,-0.028248473731975386,1.5881633397361785,0.14945585997671434,-0.0023681468990783107,-0.2890816599094334,0.0314447417665064,-0.0008499367227207447
1000,5,6,4.705906391143799,2.3327455130583514,2.0075181241553977,-1.2212311758998278,0.22763713666469712,-0.027672524800942882,1.5489822819756898,0.1871393937784092,-0.004578005249227449,-0.2941361489077939,0.03195123455990068,-0.0008627531170744253
1000,5,7,4.65537691116333,2.3136469076138626,1.9582649996459296,-1.1851771704809182,0.2171118962675559,-0.02709795153451306,1.5144845238315152,0.23123595920285295,-0.0071044376935735605,-0.29709520065659734,0.03223580858328587,-0.0008696780481951334
1000,5,8,4.606588840484619,2.3002212329220444,1.9111103987319038,-1.1493732805255108,0.20661983097591655,-0.026525320382816433,1.4826607697057255,0.2792615677833329,-0.009814723049029186,-0.2986044428744458,0.03236668366178099,-0.0008725102873323216
1000,5,9,4.559826850891113,2.291075022094198,1.865262242508119,-1.113809079934462,0.1961692464087672,-0.02595523050890899,1.4523867634995098,0.32955242105243365,-0.012623313835817121,-0.29918752572153656,0.032397494969189276,-0.0008726264654355819
1000,5,10,4.5152812004089355,2.2853795159584775,1.8203685298559447,-1.0784740316926795,0.18576857450629727,-0.025388291406244233,1.4231138963069312,0.3809988596939297,-0.015474478919378563,-0.29930565487960764,0.032374817058774485,-0.0008712049746190632
1000,5,11,4.4730329513549805,2.2826360442433793,1.7763288248461218,-1.0433597061880895,0.17542626299884637,-0.024825114290008582,1.3946151290773763,0.4328551656147063,-0.018331370983955764,-0.2993928629776057,0.03234198790994072,-0.0008693302101582314
1000,5,12,4.43307638168335,2.2824384286827284,1.7330738675384942,-1.0084623322784487,0.16515064908570293,-0.024266298323258027,1.3667033609932258,0.4845944379579236,-0.021168180969088617,-0.2998356298020925,0.03233714217139996,-0.0008679450249989815
1000,5,13,4.395349502563477,2.2842543448431476,1.6903543716149934,-0.9737842391986722,0.15494986469420322,-0.02371242545171936,1.3389764233361883,0.5357764271397076,-0.023962649741570422,-0.30091676258107325,0.03238788011899733,-0.000867723311820756
1000,5,14,4.3597798347473145,2.287339115947714,1.647669395648773,-0.9393354093841103,0.1448317733191306,-0.023164046629926816,1.3107426725984404,0.5859516572283675,-0.02669036834762856,-0.30277212657850505,0.0325075092892224,-0.0008689913242012039
1000,5,15,4.3263139724731445,2.2907812830668717,1.604335210928238,-0.9051338666763681,0.13480385949166454,-0.022621678377756246,1.2811176884782738,0.6346164107696983,-0.029322178043640987,-0.30538505654772524,0.032694913118827086,-0.0008717351366827427
1000,5,16,4.294912338256836,2.2935706832159055,1.5595875666844043,-0.8712058426972275,0.12487317351385475,-0.02208578900656176,1.249154614935062,0.6811846677609781,-0.031823438203737835,-0.30860154954668184,0.03293602874912455,-0.0008756359557542855
1000,5,17,4.265528202056885,2.294629066306735,1.5126528911255122,-0.8375847786051122,0.11504624461279551,-0.02155679345397695,1.2139308478267667,0.7249570475310881,-0.03415350408321091,-0.3121489045812897,0.033205284692393686,-0.0008800968766233105
1000,5,18,4.238077163696289,2.292847919422882,1.462820930212352,-0.804309605897889,0.10532898619972456,-0.021035048118716156,1.1746317297599589,0.7651126401905353,-0.03626623944338781,-0.31565981693795436,0.03346780111827969,-0.0008842910255120749
1000,5,19,4.212407112121582,2.2872379528386753,1.4095964131423548,-0.7714224726359263,0.09572654586359647,-0.020520840530176936,1.1307206229786428,0.800792455127628,-0.03811495697385644,-0.3187295018302657,0.033685089434818745,-0.0008873057876111491
1000,5,20,4.188314914703369,2.277203744989038,1.3529198046064537,-0.7389656932535152,0.08624320273510665,-0.020014385904974227,1.0821803963544545,0.8313011077964167,-0.03966311933671263,-0.3210160539868323,0.03382517433566092,-0.0008883958525372024
1000,5,21,4.16558837890625,2.2627156574856153,1.2932599085762881,-0.706979086576109,0.07688224906056501,-0.019515823703474506,1.0296003194233043,0.856286469049658,-0.04089391243608465,-0.3223255140308326,0.03387075638825972,-0.0008871807568955682
1000,5,22,4.1440534591674805,2.2441863349460442,1.2314519304630949,-0.6754980347912274,0.0676459507265206,-0.019025214186329957,0.9739738944307631,0.8757333183517817,-0.04181027104937695,-0.32261822670665347,0.033819233927269085,-0.0008836289694715775
1000,5,23,4.123583793640137,2.222224698840213,1.168457245508962,-0.6445523188309992,0.05853555910237417,-0.018542548744875986,0.9164175343084385,0.8898425197590759,-0.042428487035870724,-0.32196580572485356,0.033677985027485265,-0.0008779298764883529
1000,5,24,4.104099273681641,2.197468712786026,1.1052067597553827,-0.6141660074562137,0.04955133867314105,-0.01806774817939829,0.8579916662220485,0.8989306486580894,-0.042772301335049466,-0.3205109096125879,0.03346030627869932,-0.0008703936177797696
1000,5,25,4.0855512619018555,2.170517746606953,1.042536402429608,-0.5843579563780885,0.04069263414758927,-0.01760067819472915,0.7996294206696145,0.9033789236366337,-0.04286937005887292,-0.31844180880705414,0.03318309573451238,-0.0008613977721814237
1000,5,26,4.067907810211182,2.1419172189428206,0.9811689003845891,-0.5551425292119333,0.03195794940899047,-0.017141152843713262,0.7421181587587073,0.903611697927727,-0.04274938059536458,-0.31597491726441246,0.03286530942784555,-0.0008513559257835178
1000,5,27,4.051140785217285,2.112163898981045,0.9217142731652892,-0.5265308730105561,0.023345022518333154,-0.01668893969240649,0.686102155395227,0.9000876444276033,-0.04244285014406297,-0.3133387965001376,0.03252660033142516,-0.0008406898210156958
1000,5,28,4.035217761993408,2.081712919689977,0.8646749115251623,-0.4985324156295656,0.014850906638842316,-0.016243771872206315,0.6320914744462904,0.8932914108460949,-0.04198027668107382,-0.31075551594566275,0.03218584785128276,-0.0008298006602576671
1000,5,29,4.0200982093811035,2.0509839443895213,0.8104502136999309,-0.4711561967187513,0.006472083527683765,-0.01580535324505058,0.5804719790983722,0.8837259800555743,-0.041391344390515165,-0.30841990505092837,0.03185951582197854,-0.000819039514241844
