checkpoint_epoch,seed,epoch,pde_loss,coefficient_error,spurious_l2,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2
1000,7,0,5.231160640716553,1.4994820010170082,1.273575761714811,-1.258790199821736,0.15874396934689727,-0.008984637693400193,0.07108817133770273,-0.2090442861169205,0.004503732312775811,0.08466215529292584,-0.0011455204584453983,-3.730092339908165e-05
1000,7,1,5.168908596038818,1.480447973621033,1.2340340714262061,-1.2215730188526055,0.14814737326114918,-0.008406919681792902,0.049789528350108254,-0.1826389047232084,0.004504436371001385,0.07843065815074793,-0.0010713351387504253,-4.3250512984017075e-05
1000,7,2,5.109601974487305,1.4620135087159094,1.1949561854637407,-1.1843797957283162,0.13755783537252597,-0.007830183918816189,0.031031013740712942,-0.15810410658276997,0.004505737957595875,0.07251483022899052,-0.0009990178275450694,-4.947881376407346e-05
1000,7,3,5.053144931793213,1.444003023558273,1.1562733626606543,-1.147226280513532,0.12698000588025193,-0.0072551716104918935,0.014729132608659084,-0.13545746289303948,0.004509877403454538,0.06691693873741549,-0.0009286761673646866,-5.597594425941711e-05
1000,7,4,4.999430179595947,1.426258778528107,1.1179258119906919,-1.1101278905250718,0.11641847971802581,-0.006682688527826344,0.0007661686629859938,-0.11470681898798836,0.004519666936597838,0.06163738106518769,-0.0008604008675703736,-6.273499458339488e-05
1000,7,5,4.94833517074585,1.4086439534769672,1.079864846948485,-1.073099932163806,0.10587776497372045,-0.0061136075894097286,-0.011012036533318031,-0.09584969198102264,0.004538583995918071,0.05667470987913814,-0.0007942610862105344,-6.975258594752633e-05
1000,7,6,4.899725914001465,1.39104455820394,1.0420539724799802,-1.0361572681668123,0.09536227499430765,-0.005548863265784103,-0.02079761553269089,-0.07887257291224203,0.004570859739067788,0.05202557874419402,-0.000730305741344139,-7.702961977652108e-05
1000,7,7,4.853452682495117,1.373371103332489,1.0044697075743845,-0.9993143176073744,0.08487627312033263,-0.004989445553378183,-0.028821011107059955,-0.06374986160478276,0.0046215263000653805,0.04768482996729931,-0.0006685601472114934,-8.457200195640742e-05
1000,7,8,4.809355735778809,1.3555602213564628,0.9671022258142697,-0.9625854995587764,0.07442389637113928,-0.004436390074543046,-0.0353494932075592,-0.050442386482424925,0.004696409180019605,0.043645532244809396,-0.0006090260142342402,-9.239154425924205e-05
1000,7,9,4.767265319824219,1.3375753520775646,0.9299546341109275,-0.9259849003464571,0.0640091159694947,-0.0038907621515226346,-0.04068306620469036,-0.038895722377196136,0.004802039540217523,0.03989903504206101,-0.0005516784272704562,-0.00010050680981732027
1000,7,10,4.727001190185547,1.31940765777089,0.8930423782114879,-0.8895264953799071,0.05363572549897664,-0.003353636576091945,-0.04514728603710871,-0.0290383706028813,0.004945466773654895,0.036435131732082,-0.0004964652184600511,-0.00010894400211444148
1000,7,11,4.688379764556885,1.3010761990781619,0.8563922642487493,-0.8532241491526688,0.04330735274658609,-0.0028260730748629307,-0.04908286285510068,-0.020780649736455544,0.005134002593087295,0.03324212652429281,-0.00044330488621176917,-0.00011773754314106759
1000,7,12,4.651212215423584,1.2826276136922934,0.8200420991971229,-0.817092003448155,0.03302743601752201,-0.0023090848876587177,-0.05283291264889247,-0.014014779176767656,0.005374903443901051,0.030307008060825875,-0.0003920865381891341,-0.0001269305458652054
1000,7,13,4.61531400680542,1.2641342309772468,0.7840406326627192,-0.7811444773396499,0.022799247820406623,-0.00180360454807183,-0.05672960902946688,-0.008617004840717977,0.005675084555550646,0.027615616738279263,-0.0003426672971709586,-0.0001365748328825729
1000,7,14,4.580506801605225,1.2456910182083083,0.7484487361104373,-0.7453963781062566,0.012625882037788356,-0.0013104480498978034,-0.06108248942746221,-0.004451675174201674,0.006040916093073607,0.025152843402299122,-0.0002948749236978625,-0.0001467304079952179
1000,7,15,4.546624183654785,1.2274115153989358,0.7133423022245727,-0.7098632339807424,0.0025102835326734525,-0.0008302768075984949,-0.06617048615149511,-0.0013770042909202042,0.006478135049690267,0.02290287405564439,-0.0002485070463825336,-0.00015746438693531076
1000,7,16,4.513512134552002,1.209423188575583,0.6788166768258628,-0.674561405065487,-0.007544747903936516,-0.0003635617689315416,-0.07223857562717216,0.0007485666637273598,0.006991888499527514,0.02084946384755837,-0.00020333662100546944,-0.0001688493561505006
1000,7,17,4.4810357093811035,1.1918631337747276,0.6449931100691252,-0.6395082497064055,-0.017536536828472546,8.945069688310695e-05,-0.07949882651770704,0.002060471050085905,0.007586852943097306,0.01897626544271027,-0.00015911545113285778,-0.00018096133371905526
1000,7,18,4.449077129364014,1.1748747369687849,0.6120273241636248,-0.604722235408896,-0.027462529184145046,0.0005287673691688211,-0.08813465670611952,0.0026834361574047845,0.008267394502569839,0.017267152161331904,-0.00011558112245098463,-0.0001938773821285611
1000,7,19,4.417542457580566,1.1586058372171142,0.5801205744068245,-0.5702232161277113,-0.03732026861571859,0.000954672280053165,-0.09830634802217511,0.002728717388459919,0.009037699881409362,0.015706550531203064,-7.246431481875521e-05,-0.00020767343242317603
1000,7,20,4.38635778427124,1.1432081655729907,0.5495330805690761,-0.5360325986408804,-0.04710739054820559,0.001367744200817859,-0.11015690926786821,0.0022929423261732564,0.009901873282514437,0.014279758198983446,-2.9495068468648138e-05,-0.00022242223268532476
1000,7,21,4.355472087860107,1.1288378888502513,0.5205994694818545,-0.5021733980076833,-0.05682161330490685,0.001768866541863068,-0.12381681694759825,0.0014583353549637516,0.010863983665823536,0.012973164585775255,1.3590427757391801e-05,-0.00023819201765716192
1000,7,22,4.324857711791992,1.1156569284901379,0.4937452368664111,-0.46867034848459976,-0.06646073415987401,0.00215922891302786,-0.1394074982536053,0.0002938218577589971,0.011928044723905882,0.01177442448344261,5.7046463670277604e-05,-0.0002550451783620352
1000,7,23,4.29450798034668,1.103834610258218,0.4695014597262707,-0.43555026400214025,-0.07602264118052215,0.002540322012195599,-0.15704331120768986,-0.0011434608696925875,0.013097986046812289,0.01067251766298628,0.00010111426217225074,-0.00027303806316937687
1000,7,24,4.264441013336182,1.0935489185122547,0.44851134247061636,-0.4028419272488985,-0.08550528164732953,0.0029139223449142874,-0.1768320090592709,-0.0028064988153545705,0.014377562611745815,0.009657760377914252,0.00014602327098155892,-0.00029222028152182494
1000,7,25,4.234694004058838,1.0849872815995363,0.43152040043386775,-0.370576339232435,-0.09490668968660025,0.003282068658177229,-0.1988739533886765,-0.004656814955868675,0.015770247452228745,0.00872172013472346,0.00019199167932232726,-0.0003126345547338917
1000,7,26,4.205326557159424,1.078346119598712,0.4193384523800024,-0.3387867747372512,-0.10422498627046443,0.0036470297655390943,-0.22325980501679935,-0.0066631002657482,0.017279102700907684,0.007857112685445209,0.00023923026102818575,-0.00033431624352108137
1000,7,27,4.176417827606201,1.073828928301197,0.4127657566850856,-0.30750889324073777,-0.11345836342672785,0.0040112645168255455,-0.25006713131928365,-0.008800041514157683,0.0189065841513203,0.007057660849915532,0.000287945948610826,-0.0003572927760614541
1000,7,28,4.148064613342285,1.0716423514802869,0.4124874014432103,-0.2767808221001358,-0.12260511581917247,0.004377370361362264,-0.279355401047455,-0.011047318331154661,0.020654338610874762,0.006317955429567481,0.0003383462304689735,-0.00038158235491742124
1000,7,29,4.120384693145752,1.0719896823534478,0.41896019048729516,-0.2466431565525371,-0.13166361706233098,0.004748025885138762,-0.31115936665599236,-0.013388822714492606,0.02252293156888535,0.005633308800896684,0.00039064419663223214,-0.00040719266395754185
1000,7,30,4.093509197235107,1.075061556993122,0.43233095589892007,-0.2171390290373516,-0.14063235130178736,0.005125925600174058,-0.3454808857371282,-0.01581198045965312,0.024511509184546084,0.00499962314958036,0.00044506368427952507,-0.0004341186303365536
1000,7,31,4.06758451461792,1.0810233115689458,0.4524165691198415,-0.1883140121448527,-0.1495098895289514,0.005513708492600515,-0.3822786268636939,-0.018307178645130217,0.026617412216322366,0.004413273345249766,0.0005018436963283372,-0.00046234026107607026
1000,7,32,4.0427680015563965,1.089998928222695,0.4787464782258942,-0.16021602156472234,-0.15829491326628414,0.0059138826968486175,-0.4214554534418759,-0.02086719265860092,0.02883568101855692,0.0038710034111551273,0.0005612421358553008,-0.0004918189130313
1000,7,33,4.019224166870117,1.1020516515629302,0.510639540742855,-0.1328951358476352,-0.16698622246237285,0.006328750600264965,-0.462843769372494,-0.023486713309870594,0.031158506071682798,0.0033698363272828226,0.0006235395690238091,-0.0005224938612604274
1000,7,34,3.9971165657043457,1.117161482542424,0.5472783165524691,-0.10640326365741347,-0.17558269601655566,0.006760336530329662,-0.5061878461249026,-0.02616175181958858,0.03357454234645424,0.0029070005656479203,0.0006890404508861921,-0.0005542776737833447
1000,7,35,3.97660231590271,1.135201001802374,0.5877596002425852,-0.08079370010723354,-0.18408333914937197,0.007210323480971518,-0.55112527261456,-0.028889094392237552,0.03606819643498107,0.0024798660374353645,0.000758073182397773,-0.0005870509895350584
1000,7,36,3.9578206539154053,1.1559104601794856,0.6311147789595485,-0.05612050978966343,-0.19248726761241244,0.007679998017114631,-0.5971667796873941,-0.03166568516739416,0.03861884159389017,0.002085896641596402,0.0008309875447844032,-0.0006206575947217582
1000,7,37,3.9408810138702393,1.1788750843127795,0.676308423832829,-0.03243766717806313,-0.20079370768831886,0.008170210674821234,-0.64367779319694,-0.0344879926428985,0.041200077642163435,0.001722604774246813,0.000908150024389974,-0.0006548983055662362
