run_name,sweep_param_name,sweep_param_value,best_epoch,final_epoch,final_total_loss,final_tv_loss,final_l1_loss,final_pde_loss,final_data_loss,runtime_sec,snapshot_path,status,w_u,w_ux,w_uxx,w_prod,M01,M10
stride_t_1,stride_t,1,1,199,5.20155143737793,0.0,2.693934679031372,0.0088731674477458,0.5197114944458008,28.825994729995728,runs\agent_stride_t_sweep\runs\stride_t_1\snapshot.pdf,1,0.037094444036483765,-0.05094168707728386,0.08132500946521759,0.15578989684581757,0.02379990927875042,-0.03593771532177925
stride_t_5,stride_t,5,0,199,5.244975566864014,0.0,2.6804375648498535,0.03535017371177673,0.5227300524711609,20.9856219291687,runs\agent_stride_t_sweep\runs\stride_t_5\snapshot.pdf,1,0.26859739422798157,-0.0952700525522232,-0.12481734156608582,0.504385769367218,-0.0023992089554667473,0.023668333888053894
