run_name,sweep_param_name,sweep_param_value,best_epoch,final_epoch,final_total_loss,final_pde_loss,final_data_loss,final_tv_loss,final_l1_loss,w_u,w_ux,w_uxx,w_prod,M01,M10,runtime_sec,snapshot_path,status
stride_t_1,stride_t,1,1,199,5.20155143737793,0.0088731674477458,0.5197114944458008,0.0,2.693934679031372,0.0370944440364837,-0.0509416870772838,0.0813250094652175,0.1557898968458175,0.0237999092787504,-0.0359377153217792,28.825994729995728,runs\agent_stride_t_sweep\runs\stride_t_1\snapshot.pdf,1
stride_t_5,stride_t,5,0,199,5.244975566864014,0.0353501737117767,0.5227300524711609,0.0,2.680437564849853,0.2685973942279815,-0.0952700525522232,-0.1248173415660858,0.504385769367218,-0.0023992089554667,0.0236683338880538,20.9856219291687,runs\agent_stride_t_sweep\runs\stride_t_5\snapshot.pdf,1
