run_name,sweep_param_name,sweep_param_value,best_epoch,final_epoch,final_total_loss,final_tv_loss,final_l1_loss,final_pde_loss,final_data_loss,runtime_sec,snapshot_path,status,w_u,w_ux,w_uxx,w_prod,M01,M10
stride_x_3,stride_x,3,80,199,5.336518287658691,0.0,1.22797691822052,0.012529199942946434,0.5330253839492798,26.384885549545288,runs\agent_stride_x_sweep\runs\stride_x_3\snapshot.pdf,1,0.045462436974048615,0.04383758082985878,0.035819415003061295,0.021133912727236748,-0.0001261066790902987,0.000751896237488836
stride_x_4,stride_x,4,4,199,5.065352439880371,0.0,2.3272042274475098,0.007346781436353922,0.5061678886413574,21.292433261871338,runs\agent_stride_x_sweep\runs\stride_x_4\snapshot.pdf,1,0.11269689351320267,0.1695656180381775,0.15853038430213928,0.06864036619663239,-0.0025993878953158855,0.004942681174725294
