condition,initial data MSE,final data MSE,minimum data MSE,final PDE MSE,minimum PDE MSE,coefficient error,xi(u*u_x),xi(u_xx),spurious norm
raw,2.1669421195983887,1.1004449129104614,1.0719791650772095,296.1400146484375,285.0909423828125,1.017512242675815,-0.10063273459672928,0.226491779088974,0.42875497791265355
transferred,2.1669421195983887,0.030724698677659035,0.029785137623548508,0.03883597254753113,0.03672965243458748,0.9675690026517524,-0.049994935787687496,0.004236559255659425,0.18284328480796477
