epoch,data_loss,pde_loss,total_loss,coeff_error,spurious_l2,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2,data_grad,pde_grad,weighted_data_grad,weighted_pde_grad,grad_ratio,grad_cos,symnet_pde_grad,symnet_data_grad
10,1.763513207435608,263427.09375,131715.3125,1.031712468045613,0.4465706754325587,0.07090786844491959,-0.39995306730270386,0.30831360816955566,-0.06199547275900841,-0.11575992405414581,0.11567095667123795,-0.049793802201747894,0.10874201357364655,-0.05392150953412056,,,,,,,,
11,1.775207281112671,249040.28125,124521.9140625,1.0318693960633958,0.4462694798288028,0.07065922021865845,-0.39990168809890747,0.3083609938621521,-0.061824947595596313,-0.1154402568936348,0.11534779518842697,-0.04964831471443176,0.10843856632709503,-0.05376845970749855,,,,,,,,
12,1.7743219137191772,247070.0,123536.7734375,1.0320229934612979,0.44597939777507,0.07038787752389908,-0.39985474944114685,0.30842721462249756,-0.06166219711303711,-0.11513640731573105,0.11503930389881134,-0.04951052740216255,0.10815005749464035,-0.053622327744960785,,,,,,,,
13,1.7635366916656494,224031.296875,112017.4140625,1.032175623548486,0.44571075852560404,0.07012780755758286,-0.3998202085494995,0.30849114060401917,-0.06150628626346588,-0.11484391242265701,0.11474356800317764,-0.049377307295799255,0.10787216573953629,-0.053482141345739365,,,,,,,,
14,1.722631812095642,183332.921875,91668.1796875,1.0323360329941589,0.44546747925420527,0.06985098123550415,-0.39980801939964294,0.30857381224632263,-0.06135672703385353,-0.11456137150526047,0.11446000635623932,-0.04924781247973442,0.10760385543107986,-0.05334777757525444,,,,,,,,
15,1.689881443977356,173753.234375,86878.3046875,1.0324940365461632,0.44524802565421895,0.06957412511110306,-0.39981234073638916,0.30864793062210083,-0.06121384724974632,-0.11429096013307571,0.114189513027668,-0.049123674631118774,0.10734745115041733,-0.05321979895234108,,,,,,,,
16,1.6543920040130615,145857.84375,72930.578125,1.0326337505108802,0.4450346922652364,0.06933136284351349,-0.39980846643447876,0.30867940187454224,-0.06107742339372635,-0.11403115838766098,0.11393138766288757,-0.049003757536411285,0.10710125416517258,-0.053097739815711975,,,,,,,,
17,1.6565799713134766,142500.296875,71251.8046875,1.0327710913965988,0.44483412078240886,0.06907439231872559,-0.3998114764690399,0.3087199926376343,-0.060947928577661514,-0.11378360539674759,0.11368629336357117,-0.04888908937573433,0.10686659067869186,-0.05298180878162384,,,,,,,,
18,1.6613531112670898,132032.53125,66017.9296875,1.0329024581394923,0.44462979026082294,0.06880754232406616,-0.3998032212257385,0.3087782859802246,-0.06082458794116974,-0.11354698985815048,0.11345285922288895,-0.04877915605902672,0.10664232075214386,-0.05287139490246773,,,,,,,,
19,1.6603660583496094,125393.359375,62698.33984375,1.0330134098936608,0.44441916274215004,0.0685410350561142,-0.3997798562049866,0.3088023066520691,-0.06070706620812416,-0.11331993341445923,0.11323051154613495,-0.04867301881313324,0.10642719268798828,-0.052766263484954834,,,,,,,,
20,1.6680853366851807,113913.1484375,56958.2421875,1.0331206397341968,0.4442234327589915,0.06828127056360245,-0.3997643291950226,0.3088180422782898,-0.06059484928846359,-0.11310207098722458,0.11301838606595993,-0.04857075586915016,0.10622093081474304,-0.052666038274765015,,,,,,,,
21,1.5874240398406982,107947.8203125,53975.49609375,1.033213557399885,0.44402751275846053,0.06803490221500397,-0.39973896741867065,0.30880993604660034,-0.06048789620399475,-0.11289310455322266,0.11281631141901016,-0.048472143709659576,0.10602319240570068,-0.05257062241435051,,,,,,,,
22,1.65672767162323,92237.2890625,46120.30078125,1.033292800557617,0.443826039988591,0.06781100481748581,-0.39969661831855774,0.3087882399559021,-0.06038571894168854,-0.1126929447054863,0.11262351274490356,-0.04837748035788536,0.10583404451608658,-0.05247969552874565,,,,,,,,
23,1.628080129623413,92626.90625,46315.08203125,1.033360947188235,0.44361775768809064,0.06761245429515839,-0.39963558316230774,0.30876243114471436,-0.0602884367108345,-0.11250104755163193,0.11244022846221924,-0.04828618839383125,0.10565295815467834,-0.052393391728401184,,,,,,,,
24,1.6155691146850586,80063.75,40033.4921875,1.0334260100336816,0.44341758798679104,0.06742485612630844,-0.3995751142501831,0.30873996019363403,-0.06019565463066101,-0.11231796443462372,0.11226554960012436,-0.04819906875491142,0.10548029094934464,-0.05231120064854622,,,,,,,,
25,1.5984411239624023,73201.3046875,36602.25,1.03347681407768,0.443224828141823,0.06727030873298645,-0.39951083064079285,0.3086804449558258,-0.06010754778981209,-0.11214321106672287,0.11209975183010101,-0.0481155589222908,0.10531554371118546,-0.05223320424556732,,,,,,,,
26,1.6004695892333984,73393.25,36698.2265625,1.033519931476255,0.4430375806945349,0.06712263077497482,-0.3994449973106384,0.3086124658584595,-0.06002381071448326,-0.1119774803519249,0.11194232851266861,-0.04803648591041565,0.1051594540476799,-0.05215924605727196,,,,,,,,
27,1.5461915731430054,64895.94921875,32449.521484375,1.0335518111521242,0.44284739533208906,0.0669829249382019,-0.39936912059783936,0.30852991342544556,-0.059943996369838715,-0.11181870102882385,0.11179246753454208,-0.04796040803194046,0.10501006990671158,-0.052088912576436996,,,,,,,,
28,1.5999385118484497,66904.8125,33454.0078125,1.0335773534856856,0.4426624790536207,0.06685400009155273,-0.39929160475730896,0.30844005942344666,-0.05986817926168442,-0.11166762560606003,0.11165019124746323,-0.04788792505860329,0.10486802458763123,-0.05202218145132065,,,,,,,,
29,1.5795652866363525,62434.578125,31218.869140625,1.0335956478159343,0.44247099749074,0.06672461330890656,-0.39920228719711304,0.3083518445491791,-0.05979565158486366,-0.11152231693267822,0.1115143746137619,-0.0478179045021534,0.10473164916038513,-0.051958613097667694,,,,,,,,
30,1.5740150213241577,57311.9921875,28657.5703125,1.0336070093644125,0.44228618808544334,0.0666087195277214,-0.39911314845085144,0.30825021862983704,-0.05972642824053764,-0.11138411611318588,0.11138488352298737,-0.04775148257613182,0.10460206866264343,-0.05189807340502739,,,,,,,,
31,1.5758378505706787,55094.90234375,27549.02734375,1.0336151368637085,0.44210571971658597,0.06649492681026459,-0.39902403950691223,0.30814796686172485,-0.059660349041223526,-0.11125170439481735,0.1112615093588829,-0.04768766090273857,0.10447812080383301,-0.051840491592884064,,,,,,,,
32,1.542533278465271,50767.33984375,25385.212890625,1.033616017812305,0.44192377450508863,0.0663931742310524,-0.39892691373825073,0.3080408275127411,-0.059597164392471313,-0.11112546920776367,0.11114377528429031,-0.047626957297325134,0.10436016321182251,-0.0517856627702713,,,,,,,,
33,1.5396980047225952,49781.86328125,24892.470703125,1.033610955895577,0.44174861542908206,0.06629868596792221,-0.39883190393447876,0.30791985988616943,-0.05953674763441086,-0.11100510507822037,0.11103148758411407,-0.047569189220666885,0.10424795746803284,-0.051733508706092834,,,,,,,,
34,1.5505456924438477,49936.01171875,24969.556640625,1.0336053446751348,0.44157149685445224,0.06617871671915054,-0.39873504638671875,0.3078167736530304,-0.05947897955775261,-0.11089026182889938,0.11092431098222733,-0.0475141741335392,0.10414107143878937,-0.051683805882930756,,,,,,,,
35,1.5781968832015991,42452.51171875,21227.833984375,1.0335998598436935,0.44139894566364296,0.06605854630470276,-0.3986397683620453,0.3077225089073181,-0.059423528611660004,-0.11078045517206192,0.11082162708044052,-0.047461722046136856,0.10403904318809509,-0.051636289805173874,,,,,,,,
36,1.4971661567687988,40541.75,20272.373046875,1.0335971874196215,0.4412316556033318,0.0659283995628357,-0.3985483944416046,0.3076452612876892,-0.05937047302722931,-0.11067555099725723,0.11072367429733276,-0.04741166532039642,0.10394183546304703,-0.051591094583272934,,,,,,,,
37,1.5556553602218628,42448.73046875,21225.919921875,1.0335878589742058,0.4410654149594235,0.06580159813165665,-0.3984540104866028,0.30755868554115295,-0.059319958090782166,-0.11057593673467636,0.11063042283058167,-0.04736423119902611,0.10384954512119293,-0.05154808610677719,,,,,,,,
38,1.5186100006103516,42615.4921875,21309.265625,1.033580834036144,0.4409054894363911,0.06567547470331192,-0.3983636200428009,0.30748263001441956,-0.059271447360515594,-0.11048022657632828,0.11054106801748276,-0.04731864109635353,0.10376105457544327,-0.05150695517659187,,,,,,,,
39,1.5556656122207642,38618.8515625,19310.982421875,1.0335716275586464,0.44075439833157537,0.06555595248937607,-0.3982793390750885,0.3073959946632385,-0.059224676340818405,-0.11038805544376373,0.11045514792203903,-0.04727476090192795,0.10367600619792938,-0.051467519253492355,,,,,,,,
40,1.520740270614624,34530.04296875,17266.54296875,1.033559175578876,0.4406087571659748,0.06545159220695496,-0.3981962203979492,0.3072980046272278,-0.0591796450316906,-0.11029873043298721,0.11037269234657288,-0.047232020646333694,0.1035938560962677,-0.05142979323863983,,,,,,,,
41,1.4695467948913574,34770.3828125,17386.66015625,1.0335444400305793,0.4404593320903693,0.06533733010292053,-0.39810773730278015,0.30721020698547363,-0.05913650244474411,-0.1102135181427002,0.11029383540153503,-0.04719137027859688,0.1035156100988388,-0.05139380320906639,,,,,,,,
42,1.4518628120422363,34870.5,17436.701171875,1.0335278622726798,0.44031506850972296,0.06523758172988892,-0.3980204463005066,0.3071155846118927,-0.059095077216625214,-0.11013083904981613,0.11021826416254044,-0.0471515916287899,0.10343979299068451,-0.05135936662554741,,,,,,,,
43,1.4784023761749268,34065.3203125,17034.138671875,1.0335097048766098,0.4401693573330839,0.0651315301656723,-0.39793044328689575,0.3070266544818878,-0.05905501917004585,-0.11005115509033203,0.1101454645395279,-0.047113336622714996,0.10336697846651077,-0.05132632702589035,,,,,,,,
44,1.5138607025146484,31765.14453125,15884.0859375,1.033494908518379,0.4400285518826328,0.06502635031938553,-0.3978438377380371,0.30694976449012756,-0.05901632830500603,-0.10997391492128372,0.11007532477378845,-0.04707617312669754,0.10329654812812805,-0.05129458010196686,,,,,,,,
45,1.5270084142684937,29342.40625,14672.73046875,1.0334784656339169,0.43988713207960667,0.06490863114595413,-0.3977566063404083,0.30687642097473145,-0.05897906422615051,-0.10989946126937866,0.1100078821182251,-0.04704030603170395,0.10322876274585724,-0.05126410722732544,,,,,,,,
46,1.520146369934082,29825.0703125,14914.0556640625,1.0334601434370159,0.43975134253351383,0.06478641927242279,-0.3976742625236511,0.3067969083786011,-0.05894317850470543,-0.10982801765203476,0.10994309931993484,-0.04700597748160362,0.10316386073827744,-0.05123491585254669,,,,,,,,
47,1.4847795963287354,30105.966796875,15054.4677734375,1.0334403856017655,0.43961397178962797,0.06465896964073181,-0.3975893259048462,0.3067218065261841,-0.05890838801860809,-0.10975891351699829,0.10988052189350128,-0.04697282239794731,0.10310129076242447,-0.051206838339567184,,,,,,,,
48,1.4668128490447998,26816.55078125,13409.7421875,1.0334153695376707,0.43947651671779114,0.0645553469657898,-0.3974989950656891,0.3066331446170807,-0.05887468531727791,-0.10969153791666031,0.10982005298137665,-0.04694034159183502,0.1030404195189476,-0.05117976665496826,,,,,,,,
49,1.4937763214111328,28116.02734375,14059.5078125,1.0333886170433026,0.4393423587226088,0.06445252895355225,-0.39741045236587524,0.30654090642929077,-0.05884217843413353,-0.10962668806314468,0.10976182669401169,-0.04690912738442421,0.10298193246126175,-0.0511537566781044,,,,,,,,
50,1.4558501243591309,24897.322265625,12450.1171875,1.0333622538136369,0.4392127422287527,0.06436377018690109,-0.39732325077056885,0.3064492344856262,-0.05881059169769287,-0.10956384241580963,0.10970541834831238,-0.04687893018126488,0.1029253900051117,-0.05112864077091217,,,,,,,,
51,1.4764224290847778,27473.603515625,13738.2783203125,1.0333337828842095,0.4390874519357816,0.06427852809429169,-0.3972387909889221,0.3063494563102722,-0.058780111372470856,-0.10950300097465515,0.10965108871459961,-0.04684961587190628,0.10287072509527206,-0.05110448971390724,,,,,,,,
52,1.4958691596984863,24942.052734375,12472.5224609375,1.033305061814884,0.4389670314101368,0.0642029196023941,-0.3971570134162903,0.30624619126319885,-0.05875043943524361,-0.10944376140832901,0.10959829390048981,-0.04682106897234917,0.1028175950050354,-0.05108107253909111,,,,,,,,
53,1.5010349750518799,24517.421875,12260.2119140625,1.0332786371408902,0.43885507802625534,0.06411503255367279,-0.3970853090286255,0.3061439096927643,-0.05872167646884918,-0.1093863770365715,0.10954717546701431,-0.04679343104362488,0.10276619344949722,-0.05105844512581825,,,,,,,,
54,1.4768638610839844,23525.291015625,11764.1220703125,1.0332518105160444,0.4387464433671997,0.06401869654655457,-0.39701730012893677,0.30604174733161926,-0.05869373679161072,-0.1093311607837677,0.10949761420488358,-0.04676701873540878,0.102716825902462,-0.051036544144153595,,,,,,,,
55,1.4337149858474731,22730.115234375,11366.4912109375,1.03321939265649,0.43863271955621796,0.06392242759466171,-0.3969425857067108,0.30593141913414,-0.05866657570004463,-0.10927733033895493,0.10944956541061401,-0.04674122482538223,0.10266881436109543,-0.05101536586880684,,,,,,,,
56,1.4421519041061401,23204.9453125,11603.9150390625,1.0331869564137894,0.43852382541110074,0.0638309046626091,-0.3968712091445923,0.30581972002983093,-0.05864028260111809,-0.10922548919916153,0.10940303653478622,-0.04671647027134895,0.10262257605791092,-0.050994858145713806,,,,,,,,
57,1.4815278053283691,23459.228515625,11731.095703125,1.033156150750572,0.43842174483914503,0.06374893337488174,-0.3968049883842468,0.3057067394256592,-0.05861454829573631,-0.10917472839355469,0.10935766249895096,-0.046692222356796265,0.10257743299007416,-0.05097493529319763,,,,,,,,
58,1.471480131149292,21227.58984375,10615.2666015625,1.0331274008941234,0.4383254578418384,0.06367065757513046,-0.3967438042163849,0.3055955171585083,-0.058589376509189606,-0.10912502557039261,0.10931333899497986,-0.046668462455272675,0.10253329575061798,-0.05095551908016205,,,,,,,,
59,1.4523577690124512,20961.69140625,10482.2978515625,1.0330970909672696,0.4382340602626985,0.06360336393117905,-0.39668530225753784,0.30547550320625305,-0.05856480821967125,-0.10907674580812454,0.10927020758390427,-0.04664546996355057,0.10249055922031403,-0.05093667656183243,,,,,,,,
60,1.4406347274780273,21671.5546875,10837.2177734375,1.0330644649037086,0.4381423235013485,0.06354645639657974,-0.3966238796710968,0.30535170435905457,-0.05854077637195587,-0.10902979969978333,0.10922815650701523,-0.046623215079307556,0.10244912654161453,-0.05091837793588638,,,,,,,,
61,1.4226744174957275,20783.541015625,10393.193359375,1.0330338970281623,0.4380499807781759,0.0634816363453865,-0.3965623378753662,0.30523964762687683,-0.058517199009656906,-0.10898395627737045,0.10918698459863663,-0.046601563692092896,0.1024087518453598,-0.05090050399303436,,,,,,,,
62,1.4757881164550781,18920.06640625,9461.5087890625,1.033004185825448,0.43795765794446323,0.06342490762472153,-0.39649897813796997,0.3051324486732483,-0.058494050055742264,-0.10893870890140533,0.10914667695760727,-0.04658009484410286,0.10236898809671402,-0.050883058458566666,,,,,,,,
63,1.453964114189148,18956.1875,9479.5478515625,1.0329744134673995,0.43786859177196885,0.06337718665599823,-0.39643698930740356,0.3050234913825989,-0.05847145617008209,-0.10889459401369095,0.10910741984844208,-0.04655918851494789,0.1023302972316742,-0.05086611211299896,,,,,,,,
64,1.4663817882537842,18279.1796875,9141.056640625,1.0329457483027524,0.43777835778913665,0.06332562118768692,-0.3963736295700073,0.304923415184021,-0.05844932794570923,-0.10885148495435715,0.10906905680894852,-0.04653879255056381,0.10229260474443436,-0.050849609076976776,,,,,,,,
65,1.4689878225326538,19229.634765625,9616.2861328125,1.0329147898845745,0.43769194205524375,0.06328880786895752,-0.3963114023208618,0.304812490940094,-0.05842773988842964,-0.1088094636797905,0.10903169214725494,-0.04651891812682152,0.10225588083267212,-0.05083354935050011,,,,,,,,
66,1.412750482559204,17870.25390625,8936.5400390625,1.0328879994781395,0.43761335363243636,0.06324642896652222,-0.3962581753730774,0.3047070801258087,-0.05840655416250229,-0.10876823961734772,0.10899504274129868,-0.04649941995739937,0.10221987962722778,-0.050817813724279404,,,,,,,,
67,1.41038179397583,16698.27734375,8350.548828125,1.0328649798990686,0.43753615610466984,0.06319531053304672,-0.396207332611084,0.30461543798446655,-0.05838579311966896,-0.10872774571180344,0.10895917564630508,-0.04648023843765259,0.10218457132577896,-0.05080244317650795,,,,,,,,
68,1.4732987880706787,17647.529296875,8825.23828125,1.032842980048004,0.4374572763604724,0.06313330680131912,-0.39615559577941895,0.3045341372489929,-0.05836552381515503,-0.10868856310844421,0.10892421007156372,-0.0464618019759655,0.10215044766664505,-0.05078747123479843,,,,,,,,
69,1.433990716934204,18038.689453125,9020.7783203125,1.0328224539896287,0.43737817311278987,0.06307550519704819,-0.3961026072502136,0.3044593930244446,-0.05834553763270378,-0.10864967107772827,0.10888981819152832,-0.0464433990418911,0.1021166518330574,-0.05077280104160309,,,,,,,,
70,1.458849310874939,17315.1328125,8659.025390625,1.0328022081142727,0.43730249624595663,0.0630151629447937,-0.39605337381362915,0.3043823838233948,-0.0583258680999279,-0.10861142724752426,0.10885599255561829,-0.04642532393336296,0.10208344459533691,-0.05075838044285774,,,,,,,,
71,1.4133787155151367,16352.8271484375,8177.8271484375,1.032785617611319,0.43723281393105135,0.06294754892587662,-0.3960114121437073,0.30431216955184937,-0.05830652266740799,-0.10857407003641129,0.10882273316383362,-0.046407755464315414,0.1020510122179985,-0.050744205713272095,,,,,,,,
72,1.4844040870666504,17569.9375,8786.453125,1.032766089156021,0.43716589999132344,0.06289290636777878,-0.395969957113266,0.30422911047935486,-0.05828756466507912,-0.10853739082813263,0.10879015922546387,-0.046390485018491745,0.10201919823884964,-0.05073033273220062,,,,,,,,
73,1.413859486579895,16696.109375,8349.46875,1.03274716283074,0.43709831888088285,0.06282389909029007,-0.3959299325942993,0.30414894223213196,-0.058268748223781586,-0.10850062221288681,0.10875790566205978,-0.04637303575873375,0.10198736190795898,-0.05071663483977318,,,,,,,,
74,1.4909768104553223,15725.0361328125,7864.00927734375,1.0327298741937863,0.4370321132303383,0.06274668127298355,-0.3958924114704132,0.3040740191936493,-0.05825010687112808,-0.108464315533638,0.10872603207826614,-0.04635583609342575,0.10195598751306534,-0.05070314183831215,,,,,,,,
75,1.4245612621307373,15447.740234375,7725.294921875,1.0327123655234745,0.43696539179913807,0.0626683235168457,-0.3958541452884674,0.3040004074573517,-0.05823171138763428,-0.10842844098806381,0.1086946576833725,-0.04633883386850357,0.10192505270242691,-0.05068989843130112,,,,,,,,
76,1.4147316217422485,15202.033203125,7602.43115234375,1.0326951697242113,0.43690156565877974,0.0625917837023735,-0.3958183825016022,0.3039253354072571,-0.058213602751493454,-0.10839316993951797,0.10866381227970123,-0.04632212221622467,0.10189465433359146,-0.050676893442869186,,,,,,,,
77,1.4581255912780762,15569.30078125,7786.1083984375,1.0326788061711325,0.4368376526762025,0.06250882893800735,-0.39578312635421753,0.3038553297519684,-0.05819573625922203,-0.10835851728916168,0.10863342881202698,-0.04630577191710472,0.10186488926410675,-0.050664111971855164,,,,,,,,
78,1.434009313583374,14484.8212890625,7243.8447265625,1.0326630448612797,0.43677216682814185,0.0624147392809391,-0.3957475423812866,0.3037918210029602,-0.058178097009658813,-0.10832447558641434,0.10860342532396317,-0.04628976434469223,0.10183563828468323,-0.05065149813890457,,,,,,,,
79,1.4735174179077148,13891.3662109375,6947.15673828125,1.032646024095626,0.4367098983811226,0.06233339011669159,-0.39571306109428406,0.3037209212779999,-0.05816073343157768,-0.1082911267876625,0.10857393592596054,-0.04627414420247078,0.10180702805519104,-0.05063910782337189,,,,,,,,
80,1.4203054904937744,14883.0283203125,7442.9345703125,1.0326243996610602,0.43664286624971543,0.06225169450044632,-0.39567288756370544,0.303643137216568,-0.05814370885491371,-0.10825859755277634,0.10854502022266388,-0.04625897854566574,0.10177912563085556,-0.0506269633769989,,,,,,,,
81,1.4165408611297607,13583.0107421875,6792.921875,1.0326054280306298,0.43657991507449534,0.062170397490262985,-0.39563703536987305,0.30356869101524353,-0.058126792311668396,-0.10822606831789017,0.10851635038852692,-0.04624371975660324,0.10175127536058426,-0.05061496049165726,,,,,,,,
82,1.4284882545471191,13784.0048828125,6893.43115234375,1.0325829736449676,0.4365138805287229,0.06208828091621399,-0.39559751749038696,0.3034880757331848,-0.05811017006635666,-0.10819411277770996,0.10848820209503174,-0.04622873663902283,0.10172393172979355,-0.050603173673152924,,,,,,,,
83,1.472773790359497,13268.3076171875,6635.62646484375,1.032561379359359,0.4364511547270442,0.06200588494539261,-0.39556145668029785,0.3034062087535858,-0.05809380114078522,-0.10816239565610886,0.10846046358346939,-0.046213772147893906,0.10169677436351776,-0.05059156194329262,,,,,,,,
84,1.4631896018981934,14070.96875,7036.94775390625,1.0325394032869222,0.4363859383981658,0.061927441507577896,-0.3955218493938446,0.30332693457603455,-0.0580776110291481,-0.10813073813915253,0.10843310505151749,-0.04619871824979782,0.10166969150304794,-0.05058014392852783,,,,,,,,
85,1.4315578937530518,13139.8974609375,6571.38037109375,1.0325218889084755,0.4363267145312318,0.061836618930101395,-0.3954906463623047,0.303255170583725,-0.058061473071575165,-0.10809924453496933,0.10840589553117752,-0.046183764934539795,0.10164282470941544,-0.050568826496601105,,,,,,,,
86,1.43767511844635,13859.9482421875,6931.41162109375,1.0325054324114207,0.4362691646994766,0.0617440827190876,-0.3954612910747528,0.30318573117256165,-0.05804552882909775,-0.10806809365749359,0.1083790585398674,-0.04616896063089371,0.1016162633895874,-0.05055766925215721,,,,,,,,
87,1.377142310142517,12419.8134765625,6211.28369140625,1.032488454692198,0.43621305983096165,0.061652738600969315,-0.39543312788009644,0.3031134009361267,-0.0580296628177166,-0.10803734511137009,0.10835237056016922,-0.046154431998729706,0.10159008949995041,-0.05054660141468048,,,,,,,,
88,1.3992226123809814,12709.9013671875,6356.35009765625,1.0324730777737585,0.4361533806638839,0.061551351100206375,-0.395402193069458,0.30305445194244385,-0.05801403522491455,-0.10800725221633911,0.10832608491182327,-0.046140313148498535,0.10156452655792236,-0.05053570866584778,,,,,,,,
89,1.4061524868011475,12738.86328125,6370.837890625,1.032457016293908,0.43609301040702436,0.061452485620975494,-0.3953697681427002,0.30299603939056396,-0.05799857899546623,-0.10797779262065887,0.1083001047372818,-0.0461265966296196,0.1015395075082779,-0.05052494257688522,,,,,,,,
90,1.425065040588379,11798.2138671875,5900.5322265625,1.0324428821789915,0.4360369864161055,0.06135282292962074,-0.3953421115875244,0.30293819308280945,-0.05798330903053284,-0.1079484149813652,0.1082744300365448,-0.046112801879644394,0.10151452571153641,-0.05051429197192192,,,,,,,,
91,1.3672772645950317,12231.63671875,6117.185546875,1.0324280133751165,0.4359854577566877,0.06126530095934868,-0.39531707763671875,0.3028733432292938,-0.05796831473708153,-0.10791987180709839,0.10824919492006302,-0.04609952121973038,0.10149027407169342,-0.05050381273031235,,,,,,,,
92,1.3944718837738037,11980.5595703125,5991.67431640625,1.0324139889717558,0.4359384504627157,0.06118162348866463,-0.3952963054180145,0.30280476808547974,-0.057953473180532455,-0.10789138823747635,0.10822422802448273,-0.04608617722988129,0.10146605223417282,-0.050493448972702026,,,,,,,,
93,1.4000029563903809,12379.609375,6191.20458984375,1.032401413990757,0.4358901357731548,0.061087146401405334,-0.39527562260627747,0.30274373292922974,-0.057938769459724426,-0.10786298662424088,0.10819951444864273,-0.04607279971241951,0.10144190490245819,-0.050483208149671555,,,,,,,,
94,1.3938515186309814,11273.71484375,5638.25146484375,1.0323909854455893,0.4358428899982716,0.06099801883101463,-0.39525526762008667,0.3026883006095886,-0.05792418122291565,-0.10783440619707108,0.10817498713731766,-0.04605918377637863,0.10141757875680923,-0.050473038107156754,,,,,,,,
95,1.4249653816223145,12046.84765625,6024.8486328125,1.0323793634103842,0.43579583028324725,0.06091482564806938,-0.39523398876190186,0.3026290237903595,-0.0579097643494606,-0.10780608654022217,0.10815077275037766,-0.046045657247304916,0.10139346867799759,-0.050463009625673294,,,,,,,,
96,1.4188528060913086,11154.466796875,5578.65234375,1.0323683352078727,0.4357481101984889,0.060824643820524216,-0.3952130377292633,0.30257248878479004,-0.05789542198181152,-0.10777763277292252,0.1081266924738884,-0.04603194445371628,0.1013692319393158,-0.050453051924705505,,,,,,,,
97,1.4108918905258179,10461.990234375,5232.40625,1.0323580154182446,0.43570123168399266,0.060737982392311096,-0.39519235491752625,0.3025171756744385,-0.05788116902112961,-0.10774916410446167,0.10810284316539764,-0.046018168330192566,0.10134504735469818,-0.050443220883607864,,,,,,,,
98,1.4210338592529297,10866.50390625,5434.6728515625,1.0323476934076603,0.4356566755187957,0.06064619496464729,-0.3951747715473175,0.3024592399597168,-0.05786710977554321,-0.1077210083603859,0.10807935148477554,-0.046004507690668106,0.10132113099098206,-0.05043355002999306,,,,,,,,
