feature,u,u_x,u_xx
u,0.0003658492350950837,-2.4750796001171693e-05,0.002009736839681864
u_x,0.0025365683250129223,-0.00017160644347313792,0.013934249989688396
u_xx,0.001664557377807796,-0.00011261228064540774,0.009143991395831108
