alpha,epoch,distance_to_ls,distance_to_true,pde_mse,coeff(u),coeff(u_x),coeff(u_xx),coeff(u^2),coeff(u*u_x),coeff(u*u_xx),coeff(u_x^2),coeff(u_x*u_xx),coeff(u_xx^2)
0.7,0,0.896163817453448,1.0090627196591153,69.4144058227539,-0.12468557804822922,0.12585024535655975,0.0017993495566770434,0.008408562280237675,-0.006930347066372633,-0.00774261774495244,-0.007227293215692043,0.011014049872756004,1.4527830899169203e-05
0.7,1,0.8969046406585445,1.0096469149647969,110.89323425292969,-0.13468557596206665,0.11585024744272232,0.011799348518252373,0.007220239844173193,-0.006252944935113192,-0.006208941340446472,-0.006131038535386324,0.009825567714869976,-0.00036650768015533686
0.7,2,0.898344967237552,1.0109289470913805,35.01243591308594,-0.1435709148645401,0.10800930112600327,0.02140084281563759,0.006700289901345968,-0.005254768766462803,-0.005988323595374823,-0.005255945026874542,0.008383959531784058,-0.000110816334199626
0.7,3,0.89983594600819,1.0122324018082525,24.617094039916992,-0.1522422432899475,0.10015714168548584,0.03084108792245388,0.0062343585304915905,-0.004437743686139584,-0.005762083921581507,-0.004494758788496256,0.007159973029047251,9.64681530604139e-05
0.7,4,0.9016187235387154,1.0138584817741452,31.42689323425293,-0.1608561873435974,0.09470079094171524,0.04012935981154442,0.005705161020159721,-0.003733756486326456,-0.005364703480154276,-0.0039047456812113523,0.00615114439278841,0.00019141715893056244
0.7,5,0.9037046355678116,1.0158404070244689,26.587553024291992,-0.16921935975551605,0.09232053905725479,0.049153879284858704,0.005114220082759857,-0.0030877154786139727,-0.00482160784304142,-0.003454863792285323,0.005294261034578085,0.00019686485757119954
0.7,6,0.9059010214027824,1.0179702041866567,16.085325241088867,-0.17687509953975677,0.09219994395971298,0.057702068239450455,0.004519563168287277,-0.0025094016455113888,-0.004232543054968119,-0.0030966789927333593,0.00456190062686801,0.00015850320050958544
0.7,7,0.9079599014811552,1.019981446774835,8.246797561645508,-0.18316127359867096,0.09341093897819519,0.0654912143945694,0.003970129415392876,-0.0020188549533486366,-0.00367340468801558,-0.002799514913931489,0.003946518525481224,0.00010733261296991259
0.7,8,0.9096430007172874,1.0216246282442059,5.239776134490967,-0.18741467595100403,0.09524262696504593,0.07221716642379761,0.0034950219560414553,-0.0016242543933913112,-0.0031853995751589537,-0.002548069227486849,0.003441259963437915,5.934101500315592e-05
0.7,9,0.9107905754797625,1.0227354513802456,5.73626184463501,-0.18928328156471252,0.09717440605163574,0.07761860638856888,0.0031022424809634686,-0.0013184350682422519,-0.00278100254945457,-0.0023342841304838657,0.003032903652638197,2.0767663954757154e-05
