alpha,epoch,distance_to_ls,distance_to_true,pde_mse,coeff(u),coeff(u_x),coeff(u_xx),coeff(u^2),coeff(u*u_x),coeff(u*u_xx),coeff(u_x^2),coeff(u_x*u_xx),coeff(u_xx^2)
0.2,0,0.4741394401380423,0.5852111030314552,490.60089111328125,-0.05455176532268524,0.06327220797538757,0.007690694648772478,0.026973767206072807,-0.42258235812187195,-0.0034617718774825335,-0.0188247449696064,0.028916506096720695,0.00011058585369028151
0.2,1,0.4917922162519767,0.6034425481266136,321.9332275390625,-0.06455176323652267,0.073272205889225,0.017690693959593773,0.020336559042334557,-0.4057874083518982,0.0031868647783994675,-0.022793669253587723,0.023872122168540955,-0.0002536010870244354
0.2,2,0.5072756404865344,0.618793047181571,191.5420379638672,-0.07421855628490448,0.06673616915941238,0.027483880519866943,0.01693538762629032,-0.39020732045173645,0.003625093726441264,-0.01960226520895958,0.018851056694984436,-0.000211121907341294
0.2,3,0.5220701992646416,0.6332995824630386,92.50487518310547,-0.0834796205163002,0.05875792354345322,0.036975663155317307,0.015018263831734657,-0.3757602274417877,0.002366665517911315,-0.01587834395468235,0.014151702634990215,-0.00010906731040449813
0.2,4,0.5358768581427703,0.6467330180772505,35.931392669677734,-0.09219454973936081,0.05056719481945038,0.046026356518268585,0.013626785948872566,-0.3627452254295349,0.0008496713126078248,-0.01228046603500843,0.009923676028847694,-3.3206757507286966e-05
0.2,5,0.5484502497788353,0.6588972341557826,9.526140213012695,-0.10013886541128159,0.042810916900634766,0.05444645509123802,0.012451986782252789,-0.3512918949127197,-0.0005007893196307123,-0.009073613211512566,0.006212977226823568,4.962318143952871e-06
0.2,6,0.5596231403775581,0.669659529698377,2.6898186206817627,-0.10701847821474075,0.03579023480415344,0.06200680881738663,0.011436386965215206,-0.34139320254325867,-0.0016361281741410494,-0.006315369624644518,0.0030253168661147356,1.3711814062844496e-05
0.2,7,0.5692929032245323,0.6789378134030988,8.460334777832031,-0.11251921206712723,0.02952762134373188,0.06846622377634048,0.010574930347502232,-0.3329611122608185,-0.0026082384865731,-0.003935141488909721,0.0003618714399635792,3.0590947517339373e-06
0.2,8,0.5774240924861951,0.6867060748641547,21.44712257385254,-0.11638592183589935,0.02387050911784172,0.07361443340778351,0.009842552244663239,-0.3258635103702545,-0.0034579404164105654,-0.0018062284216284752,-0.0017717573791742325,-1.887615508167073e-05
0.2,9,0.5840603151905637,0.6930091657030746,36.84939193725586,-0.1184965968132019,0.01859014667570591,0.07731711119413376,0.009183253161609173,-0.31994402408599854,-0.0041884868405759335,0.00020490874885581434,-0.0033712810836732388,-4.5192551624495536e-05
