alpha,epoch,distance_to_ls,distance_to_true,pde_mse,coeff(u),coeff(u_x),coeff(u_xx),coeff(u^2),coeff(u*u_x),coeff(u*u_xx),coeff(u_x^2),coeff(u_x*u_xx),coeff(u_xx^2)
0.4,0,0.7422608160908963,0.8538023801242047,562.3151245117188,-0.0826052874326706,0.08830342441797256,0.0053341565653681755,0.03076022118330002,-0.15634147822856903,-0.006537109147757292,-0.02045895904302597,0.031226318329572678,0.00010365316120442003
0.4,1,0.7522581600433634,0.864166712568932,483.6680603027344,-0.09260528534650803,0.09830342233181,0.015334157273173332,0.026688141748309135,-0.14763030409812927,-0.002423361176624894,-0.022043274715542793,0.028012525290250778,-0.0004468702827580273
0.4,2,0.7602630432170199,0.8720550438940143,317.5637512207031,-0.10229527950286865,0.09124715626239777,0.025180451571941376,0.025157172232866287,-0.13974536955356598,-0.0027591357938945293,-0.01964043267071247,0.02446340210735798,-0.00025451951660215855
0.4,3,0.7680589462350895,0.8796638654957871,209.98316955566406,-0.11182064563035965,0.08324162662029266,0.034897465258836746,0.024104712530970573,-0.13234983384609222,-0.0035665673203766346,-0.01717587560415268,0.021165456622838974,-3.072281469940208e-05
0.4,4,0.7756810430549932,0.8870789396113518,155.19122314453125,-0.12120340019464493,0.07586496323347092,0.044464778155088425,0.022848157212138176,-0.12548969686031342,-0.004027426242828369,-0.015038938261568546,0.01822230964899063,0.00010902332724072039
0.4,5,0.7831780763841898,0.8943832679031288,112.43348693847656,-0.1303904950618744,0.07007607817649841,0.05383071303367615,0.021302493289113045,-0.1191072091460228,-0.003968783654272556,-0.01338563859462738,0.015611488372087479,0.00015650341811124235
0.4,6,0.7904877724682139,0.9015244544256662,73.10460662841797,-0.13926832377910614,0.06598669290542603,0.06291594356298447,0.019607165828347206,-0.11318942159414291,-0.0035438977647572756,-0.012168100103735924,0.013287878595292568,0.00014681056200060993
0.4,7,0.7974815078583957,0.9083680693713913,42.182044982910156,-0.1476791799068451,0.06321130692958832,0.07162198424339294,0.017907563596963882,-0.10776644200086594,-0.002946125576272607,-0.011263028718531132,0.011223170906305313,0.0001131538228946738
0.4,8,0.804029587570221,0.9147753110640293,22.091110229492188,-0.15544012188911438,0.061276983469724655,0.07984122633934021,0.01630580425262451,-0.10286828875541687,-0.002314154990017414,-0.010558701120316982,0.009400179609656334,7.572400500066578e-05
0.4,9,0.810027990893551,0.9206353296132922,11.439470291137695,-0.16236397624015808,0.059786729514598846,0.08746647089719772,0.01485928613692522,-0.09850292652845383,-0.0017273181583732367,-0.00997613463550806,0.007803265005350113,4.3965843360638246e-05
