alpha,epoch,distance_to_ls,distance_to_true,pde_mse,coeff(u),coeff(u_x),coeff(u_xx),coeff(u^2),coeff(u*u_x),coeff(u*u_xx),coeff(u_x^2),coeff(u_x*u_xx),coeff(u_xx^2)
0.0,0,0.01488292632568668,0.12852403837936158,0.0899541825056076,-0.02649823948740959,0.03824099898338318,0.01004723273217678,-0.011911701411008835,-0.881261944770813,-0.003636515000835061,0.0008013351471163332,-0.0005994916427880526,-2.481804813214694e-06
0.0,1,0.026348894785626707,0.09711966837152766,36.65824890136719,-0.016498761251568794,0.02824101224541664,0.02004721760749817,-0.0017897741636261344,-0.909440279006958,0.006644821260124445,-0.0068258680403232574,-0.008212655782699585,6.0519654653035104e-05
0.0,2,0.023702687461261026,0.10819911908109557,2.9722867012023926,-0.009055767208337784,0.035651739686727524,0.012605945579707623,-0.009474593214690685,-0.8997476100921631,-0.001069287653081119,-0.012304479256272316,-0.002543751848861575,-2.931652943516383e-06
0.0,3,0.03125875029218869,0.11515281954170908,8.29744815826416,-0.0018820888362824917,0.03299736976623535,0.00540859904140234,-0.016208020970225334,-0.8927516341209412,0.0036662148777395487,-0.012971028685569763,0.002879830077290535,-1.1451117643446196e-05
0.0,4,0.036190813395723366,0.1243126616116499,20.7656192779541,0.0008115530945360661,0.02713567204773426,0.0023281252942979336,-0.019901741296052933,-0.8822227120399475,6.070223207643721e-06,-0.010551207698881626,0.00504405377432704,6.165296326798853e-07
0.0,5,0.045156075907120216,0.13876447113220824,16.20568084716797,-0.0006083352491259575,0.020395368337631226,0.00322220497764647,-0.025597605854272842,-0.8664780855178833,0.00023273509577848017,-0.007400414906442165,0.004425329621881247,-5.209398636907281e-07
0.0,6,0.05998684665343911,0.15641419669704917,5.496054172515869,-0.004140868317335844,0.013333838433027267,0.0062271952629089355,-0.03210888057947159,-0.8482762575149536,0.002848774427548051,-0.003986708354204893,0.0023851783480495214,-7.716836989857256e-06
0.0,7,0.0770119077519056,0.17427009313833253,0.2200457602739334,-0.00846146047115326,0.006024133879691362,0.010000163689255714,-0.03736471012234688,-0.8304539322853088,0.004480657167732716,-0.00031570534338243306,-0.0001246389583684504,6.82559686993045e-07
0.0,8,0.09312902835849456,0.19034008844618425,2.6137311458587646,-0.01251928135752678,-0.0007843193598091602,0.013432534411549568,-0.04106849804520607,-0.8148032426834106,0.005457567051053047,0.003005882492288947,-0.002364112064242363,1.603382042958401e-05
0.0,9,0.10719185330964212,0.20441087048604867,7.613752841949463,-0.015441267751157284,-0.005823476705700159,0.015609892085194588,-0.04376949369907379,-0.8012414574623108,0.005575366318225861,0.005112335551530123,-0.0037732047494500875,2.6941064788843505e-05
0.0,10,0.11920897352495843,0.21697802195335122,9.267927169799805,-0.01681019365787506,-0.008354962803423405,0.016136078163981438,-0.045846182852983475,-0.7889416217803955,0.003990634344518185,0.005627876613289118,-0.004127222578972578,2.1950649170321412e-05
0.0,11,0.1298828949058947,0.22849998107141448,6.763763427734375,-0.016721855849027634,-0.008940529078245163,0.015167860314249992,-0.047633182257413864,-0.7774677276611328,0.00121985690202564,0.005052162799984217,-0.003576803719624877,6.597280844289344e-06
0.0,12,0.13962819909017474,0.2390484287775721,2.8484699726104736,-0.015572692267596722,-0.008485398255288601,0.013138329610228539,-0.04927381873130798,-0.7669137120246887,-0.0017316233133897185,0.004061562940478325,-0.0024364646524190903,-5.01786962558981e-06
0.0,13,0.14832943135567886,0.24841254047430625,0.35786715149879456,-0.013895155861973763,-0.007554651703685522,0.01057450845837593,-0.05052783340215683,-0.7575430870056152,-0.004571637138724327,0.00306844525039196,-0.0010345949558541179,-6.254342224565335e-06
0.0,14,0.1559735188134843,0.2566686078741081,0.6999287605285645,-0.012285484001040459,-0.006203697994351387,0.008039547130465508,-0.051301147788763046,-0.7492861747741699,-0.007252594456076622,0.0020924180280417204,0.0003075355489272624,2.787213361443719e-06
0.0,15,0.1631183751922466,0.26452055345715925,2.895162343978882,-0.011318154633045197,-0.004076376557350159,0.006067626178264618,-0.05225281044840813,-0.7414945363998413,-0.008632218465209007,0.0008384425891563296,0.0012827214086428285,1.4970958545745816e-05
0.0,16,0.17061205528290693,0.27287366761153986,3.9881746768951416,-0.011370203457772732,-0.0009073838591575623,0.0050162444822490215,-0.05433201789855957,-0.7333582639694214,-0.007202079985290766,-0.0009481948218308389,0.001693455851636827,1.701858127489686e-05
0.0,17,0.17886823555890088,0.2820274984986273,3.15559983253479,-0.012481246143579483,0.00294008431956172,0.00494051817804575,-0.05746263265609741,-0.7246450185775757,-0.0037352179642766714,-0.003089110367000103,0.0015753861516714096,8.485541002301034e-06
0.0,18,0.18761499650974103,0.29156116014780925,1.8143525123596191,-0.014438940212130547,0.006606556475162506,0.0056545850820839405,-0.060754988342523575,-0.715691328048706,0.00037724507274106145,-0.005104302894324064,0.0010971861192956567,-4.351810787284194e-07
0.0,19,0.1962276493787905,0.3007868266241326,0.8306180238723755,-0.016932737082242966,0.009167872369289398,0.006862835492938757,-0.06322407722473145,-0.7069576382637024,0.003917480353266001,-0.0065369512885808945,0.0004176226502750069,-2.0983341073588235e-06
0.0,20,0.20419483573560557,0.30919668861986765,0.42224785685539246,-0.019641561433672905,0.010223734192550182,0.008243901655077934,-0.06448429077863693,-0.698801577091217,0.006533114705234766,-0.007249992806464434,-0.000336170953232795,3.8060504721215693e-06
0.0,21,0.2113157461391679,0.3166061583049993,0.6452600359916687,-0.022269774228334427,0.009949009865522385,0.009492001496255398,-0.06471378356218338,-0.6914273500442505,0.00856249500066042,-0.0074000731110572815,-0.001041207811795175,1.4232744433684275e-05
0.0,22,0.217610931798869,0.3230624422137416,1.2547355890274048,-0.024576127529144287,0.008769134990870953,0.01035246066749096,-0.06422092020511627,-0.6848683953285217,0.010385955683887005,-0.007262988947331905,-0.0015837169485166669,2.6134563086088747e-05
0.0,23,0.22318271164656292,0.32871195533542935,1.7753140926361084,-0.026407010853290558,0.007143731694668531,0.010659311898052692,-0.06321334093809128,-0.6790351867675781,0.012138261459767818,-0.007122295908629894,-0.001879992661997676,3.650929284049198e-05
0.0,24,0.22811895189736525,0.33369128925703306,1.8174787759780884,-0.027717676013708115,0.005435334052890539,0.010358884930610657,-0.06176367402076721,-0.6738100051879883,0.013754156418144703,-0.007189266849309206,-0.001893329550512135,4.2296291212551296e-05
0.0,25,0.23247222589171915,0.33807842002189054,1.3656669855117798,-0.0285684484988451,0.003783176885917783,0.009507473558187485,-0.05987364426255226,-0.669119119644165,0.015166955068707466,-0.007530328817665577,-0.0016437519807368517,4.1657182009657845e-05
0.0,26,0.23629747435055903,0.34191409123957966,0.8004021048545837,-0.029100283980369568,0.002035296056419611,0.008247381076216698,-0.05752766877412796,-0.6649312376976013,0.016416076570749283,-0.00804352667182684,-0.0012072754325345159,3.504468986648135e-05
0.0,27,0.2396986867476073,0.34526024118995624,0.5670948624610901,-0.029499724507331848,-0.00019507156684994698,0.006771421991288662,-0.05467788875102997,-0.6611940860748291,0.01753842830657959,-0.008494571782648563,-0.0007024325313977897,2.4776045393082313e-05
0.0,28,0.24285407837008163,0.3482521725604551,0.7633975744247437,-0.02995833195745945,-0.003352179192006588,0.005281221587210894,-0.051217012107372284,-0.6577739119529724,0.018396254628896713,-0.008592063561081886,-0.00026624000747688115,1.4232867215469014e-05
0.0,29,0.24598608482077558,0.35108874425094827,1.0408928394317627,-0.03063185326755047,-0.007704524789005518,0.003943233750760555,-0.04702700674533844,-0.6544836163520813,0.018682366237044334,-0.008103984408080578,-1.748219619912561e-05,7.1277904680755455e-06
0.0,30,0.24928174358365518,0.35395130501293903,1.0060580968856812,-0.03161037713289261,-0.013216812163591385,0.0028530110139399767,-0.0420927070081234,-0.6511979103088379,0.018175063654780388,-0.006969946902245283,-1.1604720384639222e-05,5.769314157078043e-06
0.0,31,0.25281302057857036,0.3569151356642484,0.6814255118370056,-0.03290953487157822,-0.019601497799158096,0.0020217266865074635,-0.03655487671494484,-0.6479409337043762,0.016965163871645927,-0.005313138477504253,-0.0002192413085140288,9.404498996445909e-06
0.0,32,0.2565145698110293,0.35993608310229486,0.3802584707736969,-0.03448210656642914,-0.02641768753528595,0.0013891560956835747,-0.030648916959762573,-0.64484703540802,0.015365111641585827,-0.0033667893148958683,-0.0005513594951480627,1.5086413441167679e-05
