alpha,epoch,distance_to_ls,distance_to_true,pde_mse,coeff(u),coeff(u_x),coeff(u_xx),coeff(u^2),coeff(u*u_x),coeff(u*u_xx),coeff(u_x^2),coeff(u_x*u_xx),coeff(u_xx^2)
0.3,0,0.6292008733255835,0.7404026005670702,620.4436645507812,-0.06857852637767792,0.07578781992197037,0.0065124258399009705,0.032174959778785706,-0.2685748338699341,-0.004864648450165987,-0.02137507125735283,0.032691195607185364,0.00011794027523137629
0.3,1,0.6426678604107805,0.7543196637961113,476.9906921386719,-0.07857852429151535,0.0857878178358078,0.016512427479028702,0.02688458003103733,-0.25613653659820557,0.0004350599483586848,-0.02403106354176998,0.028607819229364395,-0.00036934780655428767
0.3,2,0.6541167080820247,0.7656546591579606,317.62896728515625,-0.08829004317522049,0.0789804756641388,0.026353783905506134,0.024518659338355064,-0.2446783035993576,0.00026462061214260757,-0.021192528307437897,0.024338215589523315,-0.00025987083790823817
0.3,3,0.6652332514274795,0.7765559381938347,193.8940887451172,-0.0977659821510315,0.07095146924257278,0.036019474267959595,0.023082034662365913,-0.23389580845832825,-0.0009127170196734369,-0.018097572028636932,0.020332906395196915,-9.200331987813115e-05
0.3,4,0.6759289996273271,0.7869892944311216,120.0002212524414,-0.10698702186346054,0.06304211914539337,0.0454605296254158,0.021712418645620346,-0.2239227145910263,-0.00198364001698792,-0.01525198109447956,0.016716422513127327,2.7549380320124328e-05
0.3,5,0.6861480075095193,0.7969372410650176,72.6017074584961,-0.11587196588516235,0.056075140833854675,0.054599203169345856,0.02019360102713108,-0.21477492153644562,-0.002625418594107032,-0.012885477393865585,0.013490235432982445,8.523908763891086e-05
0.3,6,0.6958029696840914,0.8063345725653583,39.65753936767578,-0.12428321689367294,0.0503842830657959,0.0633307620882988,0.018579958006739616,-0.2064477950334549,-0.002881866879761219,-0.011028053238987923,0.01061810553073883,9.931111708283424e-05
0.3,7,0.704774028617229,0.8150688246000171,18.498239517211914,-0.13203886151313782,0.04590636491775513,0.07152973115444183,0.016982657834887505,-0.1989467889070511,-0.0028994842432439327,-0.009593351744115353,0.008069395087659359,9.021779987961054e-05
0.3,8,0.7129432123282116,0.8230220209693913,7.907047271728516,-0.13893233239650726,0.04240066558122635,0.07905974984169006,0.01549060270190239,-0.19227248430252075,-0.0028063487261533737,-0.008465688675642014,0.005825506988912821,7.159483357099816e-05
0.3,9,0.7202167301859596,0.8300985478864484,5.8366923332214355,-0.14475925266742706,0.03959658741950989,0.0857858881354332,0.01415318250656128,-0.1864071786403656,-0.0026847864501178265,-0.0075411503203213215,0.003874793415889144,5.063470598543063e-05
0.3,10,0.7265343754876009,0.836236759952912,9.730548858642578,-0.14934775233268738,0.03725241497159004,0.09158793836832047,0.012984808534383774,-0.18131259083747864,-0.002577031496912241,-0.0067376745864748955,0.0022078892216086388,3.049222686968278e-05
0.3,11,0.7318730220717637,0.8414126670217353,17.10017204284668,-0.1525845229625702,0.03516940027475357,0.09637269377708435,0.01197581272572279,-0.17693419754505157,-0.0024979424197226763,-0.0059937406331300735,0.0008151379879564047,1.2335382052697241e-05
0.3,12,0.7362471175544145,0.8456398967319901,25.825393676757812,-0.15442830324172974,0.03319057449698448,0.10008277744054794,0.011103146709501743,-0.17320692539215088,-0.0024463669396936893,-0.005264672450721264,-0.0003147055394947529,-3.4047764074784936e-06
0.3,13,0.7397049776230112,0.8489654671770378,34.2503547668457,-0.15490739047527313,0.031196773052215576,0.10270025581121445,0.01033856812864542,-0.1700608879327774,-0.002413321752101183,-0.004519439768046141,-0.001195163931697607,-1.6454641809104942e-05
0.3,14,0.7423219398697571,0.8514627188147789,41.195640563964844,-0.1541047841310501,0.029103612527251244,0.1042449101805687,0.009654187597334385,-0.16742569208145142,-0.0023873490281403065,-0.003738416824489832,-0.0018424009904265404,-2.6543342755758204e-05
0.3,15,0.7441914981613222,0.853222550477782,45.94197082519531,-0.1521385759115219,0.026859546080231667,0.10476826131343842,0.00902592670172453,-0.16523368656635284,-0.002357858931645751,-0.0029117269441485405,-0.0022752699442207813,-3.3457450626883656e-05
0.3,16,0.745416055939172,0.8543444709193417,48.19386291503906,-0.14914391934871674,0.024443892762064934,0.10434549301862717,0.008435388095676899,-0.16342251002788544,-0.0023170430213212967,-0.0020377289038151503,-0.0025150184519588947,-3.715110869961791e-05
0.3,17,0.7460990528837715,0.8549290765236605,48.015872955322266,-0.14525997638702393,0.02186386100947857,0.10306727886199951,0.007870475761592388,-0.1619367152452469,-0.0022607191931456327,-0.0011213988764211535,-0.002584656700491905,-3.781866325880401e-05
0.3,18,0.7463392296216442,0.8550726193982411,45.74010467529297,-0.14062201976776123,0.019150247797369957,0.10103274881839752,0.0073250397108495235,-0.16072839498519897,-0.0021883363369852304,-0.00017258120351471007,-0.0025080968625843525,-3.58926881744992e-05
0.3,19,0.7462268166177476,0.8548634026347715,41.85773468017578,-0.1353575587272644,0.016352051869034767,0.09834419935941696,0.0067978231236338615,-0.15975719690322876,-0.0021023722365498543,0.000795762287452817,-0.002309221075847745,-3.1974097510101274e-05
0.3,20,0.7458415978559473,0.8543799507463335,36.91541290283203,-0.1295851171016693,0.013530604541301727,0.09510349482297897,0.0062910420820117,-0.15898965299129486,-0.002007372211664915,0.0017691667890176177,-0.0020110381301492453,-2.672659684321843e-05
0.3,21,0.7452523138377491,0.8536904329952246,31.434844970703125,-0.12341440469026566,0.010753791779279709,0.09140986949205399,0.005808866582810879,-0.15839813649654388,-0.0019088768167421222,0.0027330205775797367,-0.0016350464429706335,-2.0772595235030167e-05
0.3,22,0.7445171592613253,0.8528531225693539,25.863508224487305,-0.11694707721471786,0.008090915158390999,0.08735865354537964,0.005356050096452236,-0.1579594612121582,-0.0018124294001609087,0.0036735956091433764,-0.0012008489575237036,-1.4617859960708302e-05
0.3,23,0.7436846712763869,0.851917210433092,20.55361557006836,-0.11027775704860687,0.005608533509075642,0.08304069936275482,0.004936827812343836,-0.15765367448329926,-0.0017227886710315943,0.004578729160130024,-0.0007260110578499734,-8.616420927864965e-06
0.3,24,0.7427950361371024,0.8509240266111701,15.760674476623535,-0.10349490493535995,0.0033674975857138634,0.0785420686006546,0.004554149694740772,-0.15746280550956726,-0.0016433877171948552,0.0054381657391786575,-0.0002261032204842195,-2.973382606796804e-06
0.3,25,0.7418813716395243,0.8499082372793753,11.652207374572754,-0.09668150544166565,0.001421160064637661,0.07394392788410187,0.00420921528711915,-0.15736991167068481,-0.0015760308597236872,0.006243621930480003,0.00028514055884443223,2.225042408099398e-06
