alpha,epoch,distance_to_ls,distance_to_true,pde_mse,coeff(u),coeff(u_x),coeff(u_xx),coeff(u^2),coeff(u*u_x),coeff(u*u_xx),coeff(u_x^2),coeff(u_x*u_xx),coeff(u_xx^2)
0.6,0,0.8691699385151302,0.9816028265610682,202.39715576171875,-0.11065881699323654,0.11333463340997696,0.002977618481963873,0.016718203201889992,-0.031854793429374695,-0.008519032038748264,-0.012353542260825634,0.018825769424438477,4.358840305940248e-05
0.6,1,0.8723072373140105,0.9845787134366412,237.3274383544922,-0.12065881490707397,0.10333463549613953,0.012977616861462593,0.014697154983878136,-0.028709491714835167,-0.006288299337029457,-0.012518252246081829,0.017076868563890457,-0.00045380881056189537
0.6,2,0.8754322272069751,0.9875560397007238,113.95246124267578,-0.13008445501327515,0.09578942507505417,0.022745851427316666,0.0140038738027215,-0.02604896016418934,-0.006318004801869392,-0.011076296679675579,0.014914629980921745,-0.000168101119925268
0.6,3,0.878521915619033,0.9904590668634647,79.38375854492188,-0.13939328491687775,0.08792095631361008,0.03240321949124336,0.01338456105440855,-0.023674581199884415,-0.006361457519233227,-0.00974564254283905,0.01299300231039524,8.46762050059624e-05
0.6,4,0.8817515093131603,0.9935219793110674,76.73817443847656,-0.14866314828395844,0.0819406732916832,0.04195171222090721,0.012576655484735966,-0.021537259221076965,-0.0060811759904026985,-0.00868778582662344,0.01135921198874712,0.00020671423408202827
0.6,5,0.8851859859452378,0.9968367212797673,59.964820861816406,-0.15780535340309143,0.07869579643011093,0.051329124718904495,0.01161096803843975,-0.019551340490579605,-0.005512127187103033,-0.007901379838585854,0.009956215508282185,0.0002163524040952325
0.6,6,0.8887090815551884,1.0002755340388956,36.14202117919922,-0.16661714017391205,0.07758127897977829,0.06042316183447838,0.010602353140711784,-0.017721226438879967,-0.004816992208361626,-0.007302678190171719,0.008742183446884155,0.00016900079208426178
0.6,7,0.8921556737340995,1.0036537073685634,17.99679946899414,-0.1748085469007492,0.07772473245859146,0.06909008324146271,0.009638628922402859,-0.01608125865459442,-0.004119045566767454,-0.006820272654294968,0.0076993303373456,0.00010418907186249271
0.6,8,0.895366111149034,1.0067964697638159,9.004737854003906,-0.18203936517238617,0.07840181887149811,0.07717351615428925,0.008772812783718109,-0.014653108082711697,-0.0034883792977780104,-0.006409967318177223,0.006813729647547007,4.3204858229728416e-05
0.6,9,0.8982054725851415,1.0095597717623304,6.936120510101318,-0.18797960877418518,0.07906877249479294,0.08452289551496506,0.00802697241306305,-0.013433733955025673,-0.002954434370622039,-0.006046987138688564,0.0060663227923214436,-4.926939709548606e-06
0.6,10,0.9005750372196689,1.0118411130406424,8.448832511901855,-0.19237889349460602,0.07935507595539093,0.09100905805826187,0.007401161827147007,-0.012401947751641273,-0.0025208471342921257,-0.005718532484024763,0.005434815771877766,-3.825240128207952e-05
0.6,11,0.9024189793057464,1.0135849155478003,11.108105659484863,-0.19511312246322632,0.0790514275431633,0.09653489291667938,0.006883845664560795,-0.011529947631061077,-0.002178169321268797,-0.005418622400611639,0.004898101091384888,-5.8243553212378174e-05
0.6,12,0.9037240054473543,1.0147804436805523,13.634225845336914,-0.1961877942085266,0.0780806839466095,0.10104027390480042,0.006459610536694527,-0.010791215114295483,-0.0019122844096273184,-0.005144726485013962,0.004438783973455429,-6.761054828530177e-05
0.6,13,0.9045116530915374,1.01545252482761,15.541661262512207,-0.19570624828338623,0.07645751535892487,0.1045018658041954,0.0061133247800171375,-0.010163669474422932,-0.0017088631866499782,-0.004895737394690514,0.004043559078127146,-6.91816967446357e-05
0.6,14,0.904826972493275,1.0156491958689942,16.754680633544922,-0.19382664561271667,0.07425067573785782,0.10692916065454483,0.005831806920468807,-0.009630008600652218,-0.0015552465338259935,-0.004670882131904364,0.0037025196943432093,-6.5422966144979e-05
0.6,15,0.904727931217316,1.0154306472079344,17.358016967773438,-0.1907263696193695,0.07155540585517883,0.10835829377174377,0.005604174453765154,-0.00917690247297287,-0.001440978143364191,-0.004469215404242277,0.0034082208294421434,-5.828948997077532e-05
0.6,16,0.904277570091251,1.014861309464601,17.47170066833496,-0.1865798532962799,0.06847616285085678,0.10884521901607513,0.0054216403514146805,-0.008793974295258522,-0.0013577195350080729,-0.004289449658244848,0.003154867561534047,-4.923237065668218e-05
0.6,17,0.9035389684407101,1.0140049490390854,17.202972412109375,-0.1815478503704071,0.06511694937944412,0.10845927149057388,0.005277128424495459,-0.008472929708659649,-0.0012989436509087682,-0.004129961133003235,0.002937739249318838,-3.926973295165226e-05
0.6,18,0.9025723136391476,1.0129219334298158,16.63624382019043,-0.1757739782333374,0.06157629191875458,0.1072777658700943,0.00516489427536726,-0.008206901140511036,-0.0012595758307725191,-0.0039888848550617695,0.0027528167702257633,-2.9076949431328103e-05
0.6,19,0.9014332994379063,1.0116678211232,15.837512969970703,-0.16938498616218567,0.05794486030936241,0.10538188368082047,0.005080203525722027,-0.007990008220076561,-0.0012356610968708992,-0.003864227095618844,0.002596561098471284,-1.9074721421930008e-05
0.6,20,0.9001723699401429,1.01029277071202,14.861581802368164,-0.1624927967786789,0.05430459976196289,0.10285373032093048,0.00501906918361783,-0.007817062549293041,-0.0012240816140547395,-0.003753978991881013,0.002465789206326008,-9.505263733444735e-06
0.6,21,0.8988344330236103,1.008841381988683,13.757585525512695,-0.1551969349384308,0.05072860047221184,0.09977438300848007,0.0049780597910285,-0.007683366537094116,-0.0012223294470459223,-0.003656203392893076,0.0023575981613248587,-4.935702691000188e-07
0.6,22,0.8974588422605805,1.0073527714372106,12.571854591369629,-0.1475868970155716,0.047281354665756226,0.09622272849082947,0.004954151809215546,-0.0075845918618142605,-0.0012283315882086754,-0.0035691051743924618,0.0022693194914609194,7.906122846179642e-06
0.6,23,0.8960795661880427,1.0058608070651407,11.348564147949219,-0.13974428176879883,0.04401915892958641,0.09227482229471207,0.0049446201883256435,-0.0075166733004152775,-0.0012403164291754365,-0.003491074312478304,0.0021984849590808153,1.567679464642424e-05
0.6,24,0.8947254050049286,1.0043943659868833,10.128988265991211,-0.13174444437026978,0.040990523993968964,0.08800356090068817,0.0049469564110040665,-0.007475747726857662,-0.0012567181838676333,-0.0034207114949822426,0.0021428007166832685,2.2815762349637225e-05
0.6,25,0.8934202804903366,1.0029776459795046,8.950061798095703,-0.12365789711475372,0.038236524909734726,0.08347858488559723,0.004958819597959518,-0.007458100561052561,-0.0012761105317622423,-0.00335683929733932,0.0021001233253628016,2.9320241083041765e-05
0.6,26,0.8921835182766897,1.0016304502220914,7.842828750610352,-0.11555124819278717,0.03579101711511612,0.07876626402139664,0.0049779945984482765,-0.007460139691829681,-0.00129716529045254,-0.0032984986901283264,0.0020684439223259687,3.5179367841919884e-05
0.6,27,0.8910301555546823,1.0003684838237747,6.831148624420166,-0.10748787969350815,0.0336807481944561,0.07392967492341995,0.0050023808144032955,-0.007478374522179365,-0.001318631344474852,-0.003244939725846052,0.0020458747167140245,4.037123653688468e-05
0.6,28,0.8899712391617666,0.9992036263960401,5.930914878845215,-0.09952831268310547,0.03192535787820816,0.0690285786986351,0.005029989406466484,-0.00750942574813962,-0.0013393305707722902,-0.0031956001184880733,0.0020306454971432686,4.486362013267353e-05
0.6,29,0.8890141325540903,0.9981442032134622,5.149925708770752,-0.09173032641410828,0.03053731843829155,0.06411931663751602,0.005058957263827324,-0.0075500477105379105,-0.0013581688981503248,-0.003150081029161811,0.002021104097366333,4.861752677243203e-05
0.6,30,0.8881628331119217,0.9971952569185459,4.488430500030518,-0.08414880931377411,0.029521852731704712,0.059254638850688934,0.0050875721499323845,-0.007597161456942558,-0.0013741557486355305,-0.003108117962256074,0.0020157257094979286,5.159249121788889e-05
0.6,31,0.8874182978519597,0.9963588229532369,3.9403088092803955,-0.07683545351028442,0.02887691557407379,0.05448346212506294,0.005114304833114147,-0.0076479073613882065,-0.001386430929414928,-0.0030695470049977303,0.0020131245255470276,5.37529012945015e-05
0.6,32,0.8867787919279435,0.9956342240892219,3.4947078227996826,-0.0698382705450058,0.0285932719707489,0.04985058680176735,0.005137840751558542,-0.007699696812778711,-0.0013942925725132227,-0.003034269204363227,0.0020120693370699883,5.507437890628353e-05
0.6,33,0.8862402547599456,0.9950183825951062,3.137913703918457,-0.06320100277662277,0.028654716908931732,0.045396387577056885,0.00515711260959506,-0.007750265765935183,-0.0013972221640869975,-0.003002217737957835,0.0020114975050091743,5.55494443688076e-05
