feature,u,u_x,u_xx
u,-0.18656586110591888,-0.034537173807621,-0.04906168207526207
u_x,0.028828682377934456,0.005336781498044729,0.007581149693578482
u_xx,-0.0007927333354018629,-0.00014675121929030865,-0.00020846702682320029
