lambda_pde,epoch,data_loss,pde_loss,total_loss,coeff_error,spurious_l2,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2,data_grad,pde_grad,weighted_pde_grad,grad_ratio,grad_cos,symnet_pde_grad,symnet_data_grad,surrogate_update_rel,symnet_update_rel
0.0001,0,2.171844959259033,76.15037536621094,2.179460048675537,0.9643839296883523,0.20520962726676284,0.08160520911722177,-0.16650236372411895,0.006268531105383822,-0.08741765588225901,-0.057802133583300205,0.002830534892221806,-0.008820273026813711,0.0009421325894529834,-2.2899140895299556e-05,30.809986042383507,1236.7681538288145,0.12367681538288146,0.004014179532984743,0.5646257718891676,32.1316663897992,0.0,,
0.0001,1,1.9483672380447388,70.03280639648438,1.955370545387268,0.9646546037976135,0.20546796860141775,0.08218898235601606,-0.16670914336508136,0.0062584059692506215,-0.0870868451668522,-0.05758152230538717,0.002819568290340425,-0.008784589016643005,0.0009384711433676081,-2.280830948669279e-05,,,,,,,,,
0.0001,2,1.8273950815200806,63.78575134277344,1.8337736129760742,0.9649208679500818,0.2057161367099009,0.0827714767830064,-0.1668995551593967,0.006248300145530621,-0.0867596505351682,-0.05736324957393842,0.0028087095029576295,-0.008749272009237379,0.0009348447648992675,-2.2718269417535683e-05,,,,,,,,,
0.0001,3,1.5559190511703491,60.50166320800781,1.5619691610336304,0.9651795131581242,0.20596017635559227,0.0833359286543413,-0.16708570243945006,0.006238319852496423,-0.08644325336695993,-0.05715191333107912,0.002798121484993665,-0.00871503880687238,0.0009313055562903532,-2.262978300131352e-05,,,,,,,,,
0.0001,4,1.438525915145874,54.581546783447266,1.443984031677246,0.9654341230882014,0.20620041560129304,0.08388550455163049,-0.16726853424454252,0.0062286558002283806,-0.08613405789358167,-0.056943912215254265,0.0027877490960268704,-0.008681137563605657,0.0009278147060501255,-2.2542900651543365e-05,,,,,,,,,
0.0001,5,1.2718714475631714,50.76073455810547,1.2769474983215332,0.9656754193883633,0.20641646870874147,0.08440608534863055,-0.16742754146562236,0.006218985109318302,-0.08583717335692266,-0.056744286693535345,0.0027776881711670987,-0.008648624686701974,0.0009244318665662805,-2.2457824022293473e-05,,,,,,,,,
0.0001,6,1.157825231552124,48.7968635559082,1.1627049446105957,0.9659022763076082,0.20659068846671896,0.08490884107497582,-0.16753705074081762,0.00620979240063493,-0.08554984706403662,-0.056550306063204825,0.002767924793183323,-0.00861691144255901,0.0009211371953081831,-2.2375072525557827e-05,,,,,,,,,
0.0001,7,1.0224428176879883,43.909358978271484,1.0268337726593018,0.9661269211185214,0.20678972951103508,0.08542346278295755,-0.16766334691897472,0.006200397515125868,-0.08527394800201624,-0.05636404983173403,0.0027585089936402467,-0.008586478247990782,0.0009179607056633664,-2.2294939476344793e-05,,,,,,,,,
0.0001,8,0.9455527663230896,41.623313903808594,0.9497150778770447,0.9663457364778036,0.2069855831631508,0.0859359705367328,-0.1677801157285639,0.00619093624319643,-0.08500740403299786,-0.056183089508563884,0.002749352160294752,-0.008556765678643571,0.000914855848802101,-2.2216551040358612e-05,,,,,,,,,
0.0001,9,0.8830866813659668,36.829437255859375,0.8867696523666382,0.9665572805832823,0.20718405589617703,0.08644559878909919,-0.16789407439580706,0.0061814749712669915,-0.08475195717484237,-0.056010173785230884,0.002740515423262866,-0.008528457404598854,0.0009118687991667459,-2.2140440378734284e-05,,,,,,,,,
0.0001,10,0.7634505033493042,35.60893249511719,0.7670114040374756,0.966760722840706,0.20737769566194963,0.08694269120602706,-0.16800098305681369,0.006172019734466678,-0.08450789691739832,-0.055844518349228545,0.0027320093525934693,-0.008501266704946414,0.0009089867027909146,-2.206669609704725e-05,,,,,,,,,
0.0001,11,0.7569983005523682,32.72939682006836,0.7602712512016296,0.9669562667372862,0.2075681727707146,0.08743403331953724,-0.16809888200705297,0.006162496904220164,-0.08427652850436908,-0.05568628150216367,0.0027238640729258736,-0.008475119032249593,0.0009062086861040763,-2.199547860194272e-05,,,,,,,,,
0.0001,12,0.709693431854248,33.710357666015625,0.7130644917488098,0.9671419532607062,0.2077482887918976,0.08792061686123281,-0.16817852735722874,0.006152971659921999,-0.08405771988775351,-0.05553588418239983,0.002716087335629257,-0.008450164755696862,0.0009035454191462891,-2.1926928440195526e-05,,,,,,,,,
0.0001,13,0.6605979204177856,32.244781494140625,0.6638224124908447,0.9673230504517761,0.20793851407095368,0.08840010169250655,-0.16826744124707216,0.006143419257542772,-0.08384965286815166,-0.05539243414451682,0.002708645316547201,-0.008426301930075698,0.0009009901629448849,-2.1860990615241604e-05,,,,,,,,,
