lambda_pde,epoch,data_loss,pde_loss,total_loss,coeff_error,spurious_l2,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2,data_grad,pde_grad,weighted_pde_grad,grad_ratio,grad_cos,symnet_pde_grad,symnet_data_grad,surrogate_update_rel,symnet_update_rel
0.01,0,2.171844959259033,76.15037536621094,2.9333486557006836,0.9643839296883523,0.20520962726676284,0.08160520911722177,-0.16650236372411895,0.006268531105383822,-0.08741765588225901,-0.057802133583300205,0.002830534892221806,-0.008820273026813711,0.0009421325894529834,-2.2899140895299556e-05,30.809986042383507,1236.7681538288145,12.367681538288146,0.40141795329847424,0.5646257718891676,32.1316663897992,0.0,,
0.01,1,1.9574543237686157,68.09542846679688,2.638408660888672,0.9646546067623845,0.20546798252076426,0.08218901715361616,-0.16670914336508136,0.0062584059692506215,-0.0870868451668522,-0.05758152230538717,0.002819568290340425,-0.008784589016643005,0.0009384711433676081,-2.280830948669279e-05,,,,,,,,,
0.01,2,1.8371193408966064,60.72114562988281,2.4443306922912598,0.9649211920635457,0.20572064052634512,0.08277152028000655,-0.16690460848554528,0.006248295317427321,-0.0867605545560989,-0.05736390076918463,0.002808733637902574,-0.008749386060443887,0.0009348536254003689,-2.2718426768816214e-05,,,,,,,,,
0.01,3,1.5712528228759766,56.450653076171875,2.1357593536376953,0.9651809976058561,0.20597539952130428,0.08333574596694075,-0.16710321652836987,0.0062383101962898225,-0.08644581306667384,-0.05715371940850231,0.0027981871954642075,-0.008715351014085729,0.0009313292674904834,-2.2630174087991342e-05,,,,,,,,,
0.01,4,1.4530587196350098,49.72792053222656,1.9503378868103027,0.9654373504493635,0.2062314794988302,0.08388660937543388,-0.16730334056903903,0.006228580361114317,-0.08613969532747538,-0.05694740204613174,0.002787879636130549,-0.008681666404395617,0.0009278547654987666,-2.254353616739483e-05,,,,,,,,,
0.01,5,1.297424554824829,44.82368850708008,1.7456614971160889,0.9656831175052186,0.20647801149869283,0.08441060903664445,-0.16749609414864272,0.006218823367857748,-0.08584691443638948,-0.05674987761846688,0.002777902566991899,-0.008649399470317143,0.0009244906453834455,-2.2458742159376958e-05,,,,,,,,,
0.01,6,1.1842458248138428,42.27214431762695,1.6069672107696533,0.9659175852121964,0.20670366261442502,0.0849160876751981,-0.16766430828346152,0.006209427275322861,-0.08556609912571221,-0.05655938322125004,0.0027682871696924553,-0.008618121404800136,0.0009212324768939696,-2.237666284286882e-05,,,,,,,,,
0.01,7,1.0619392395019531,37.34849166870117,1.4354240894317627,0.9661481590876901,0.2069489638842537,0.08543136183818183,-0.16784330695579253,0.006199888753740621,-0.08529811278622014,-0.05637722124497364,0.002759048066133171,-0.008588165441258027,0.0009180977314409612,-2.2297321133105442e-05,,,,,,,,,
0.01,8,0.9842581748962402,35.02494430541992,1.3345075845718384,0.9663740234925635,0.20719697006573462,0.08594106838514846,-0.168021467515494,0.00619040515183342,-0.08504027382773675,-0.05620051707636849,0.0027500716282885763,-0.008558900793688335,0.0009150300637251632,-2.2219565157606052e-05,,,,,,,,,
0.01,9,0.9320135712623596,30.111602783203125,1.233129620552063,0.966592679331086,0.2074525896209934,0.08644761704990539,-0.16820198218566956,0.006180922153439131,-0.08479593931675194,-0.05603291165239131,0.0027414817018980584,-0.008531130280639674,0.0009120936811806128,-2.2144531512028075e-05,,,,,,,,,
