lambda_pde,epoch,data_loss,pde_loss,total_loss,coeff_error,spurious_l2,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2,data_grad,pde_grad,weighted_pde_grad,grad_ratio,grad_cos,symnet_pde_grad,symnet_data_grad,surrogate_update_rel,symnet_update_rel
0.1,0,2.171844959259033,76.15037536621094,9.786882400512695,0.9643839296883523,0.20520962726676284,0.08160520911722177,-0.16650236372411895,0.006268531105383822,-0.08741765588225901,-0.057802133583300205,0.002830534892221806,-0.008820273026813711,0.0009421325894529834,-2.2899140895299556e-05,30.809986042383507,1236.7681538288145,123.67681538288146,4.014179532984742,0.5646257718891676,32.1316663897992,0.0,,
0.1,1,2.0017218589782715,66.78083038330078,8.679804801940918,0.9646546067623845,0.20546798252076426,0.08218901715361616,-0.16670914336508136,0.0062584059692506215,-0.0870868451668522,-0.05758152230538717,0.002819568290340425,-0.008784589016643005,0.0009384711433676081,-2.280830948669279e-05,,,,,,,,,
0.1,2,1.9254062175750732,59.37617111206055,7.86302375793457,0.964922135604924,0.2057274901587376,0.08276998918560184,-0.1669136181963126,0.006248306784172659,-0.08676091006994806,-0.057364429640461935,0.002808752311655597,-0.008749517952062589,0.0009348644826341127,-2.2718631478249135e-05,,,,,,,,,
0.1,3,1.689231038093567,53.95391082763672,7.084621906280518,0.9651824597145272,0.20598600818890167,0.08332842977151826,-0.16711960902538842,0.006238351838680786,-0.08644643267652523,-0.0571545396986467,0.0027982289471572873,-0.008715555541668352,0.0009313497340000695,-2.263068891693832e-05,,,,,,,,,
0.1,4,1.6046655178070068,47.30033874511719,6.334699630737305,0.9654382436839933,0.20624147527966563,0.083863869143764,-0.16732649959302237,0.006228685372361094,-0.0861407517114843,-0.056948672056750034,0.002787961730176857,-0.008681980523081702,0.0009278909562779128,-2.254458721284148e-05,,,,,,,,,
0.1,5,1.4771567583084106,41.87794494628906,5.664951324462891,0.9656822609218377,0.20648525712228336,0.08436036130209,-0.1675291749471373,0.006218973039060051,-0.08584911862225422,-0.056752338488900066,0.002778054071025858,-0.008649990115392194,0.0009245567871522299,-2.2460616625602306e-05,,,,,,,,,
0.1,6,1.3764383792877197,39.134727478027344,5.289911270141602,0.965916072070956,0.20671697175227974,0.08482925026413118,-0.16772231060749854,0.006209703684236791,-0.08557059891528865,-0.056563844448351136,0.0027685450788851487,-0.008619142768398093,0.0009213419851998343,-2.237966168329291e-05,,,,,,,,,
0.1,7,1.2890548706054688,34.69719696044922,4.758774757385254,0.9661455633663616,0.20696495587212518,0.08531297170321794,-0.16791995728583634,0.006200279830107929,-0.08530439014504233,-0.05638338061658418,0.002759398991756016,-0.008589576745293882,0.0009182464880228309,-2.230134963142349e-05,,,,,,,,,
0.1,8,1.2227582931518555,32.140296936035156,4.436788082122803,0.9663698445515349,0.20721040564134277,0.08578694111487474,-0.16811289574322597,0.00619094348535138,-0.08504775485487681,-0.05620773778829745,0.002750509756814688,-0.008560561226337292,0.0009152118911914251,-2.2224690531840807e-05,,,,,,,,,
0.1,9,1.177320122718811,27.215261459350586,3.89884614944458,0.9665872531247414,0.2074616804874754,0.0862579353317224,-0.16830647511027344,0.006181583603591244,-0.08480381140912607,-0.056040456163061476,0.0027419878310719703,-0.008532888835555684,0.0009122990950512147,-2.2150654462827742e-05,,,,,,,,,
0.1,10,1.0848908424377441,25.83407211303711,3.6682980060577393,0.9667969443076343,0.20770999390565736,0.08671387958652378,-0.16849665272605993,0.006172326922539146,-0.08457165070809014,-0.055880470802794076,0.0027338052038983285,-0.008506304709917752,0.0009094909401810529,-2.2079024493492693e-05,,,,,,,,,
0.1,11,1.0892705917358398,22.481449127197266,3.3374154567718506,0.9669972386580759,0.20795467640352877,0.08715653115808432,-0.16868047054601065,0.006163125161162088,-0.08435403560225387,-0.055729353930272,0.002726065285605314,-0.008481026757315262,0.0009068171279789973,-2.2010749314565844e-05,,,,,,,,,
0.1,12,1.0369384288787842,22.08686065673828,3.245624542236328,0.9671880443079443,0.20819300076949743,0.08758114887338941,-0.16885819972421165,0.0061541593733338215,-0.08414893966267709,-0.0555865946630369,0.002718719277800593,-0.008457105950354475,0.0009042752873250351,-2.1945575330779546e-05,,,,,,,,,
0.1,13,1.0181090831756592,20.728286743164062,3.090937852859497,0.9673704936681491,0.20843016319168273,0.08798899414544298,-0.16903562077276943,0.006145318512678445,-0.08395665745797766,-0.055452178610033605,0.0027117562581003216,-0.00843451043115648,0.0009018584920528124,-2.1883250474548485e-05,,,,,,,,,
0.1,14,0.9608279466629028,18.69938087463379,2.830766201019287,0.9675475130640903,0.20867316468460315,0.08839324656528548,-0.16921581498811605,0.00613657421408907,-0.08377484767552044,-0.05532465587245427,0.0027051163295608426,-0.008413035034981073,0.0008995481475895955,-2.1823406574429865e-05,,,,,,,,,
0.1,15,0.9461450576782227,17.560867309570312,2.7022318840026855,0.9677144812842693,0.20890497487468307,0.0887740454026559,-0.1693878006297677,0.0061279898464215105,-0.08360442957254396,-0.055204997846522504,0.0026988507569192274,-0.008392866448998686,0.0008973669667691933,-2.176664553726377e-05,,,,,,,,,
0.1,16,0.911230742931366,16.272415161132812,2.5384721755981445,0.9678726988575416,0.20912793619950323,0.0891385328649762,-0.1695515653725386,0.00611936685392755,-0.08344403188134435,-0.05509238783985772,0.0026929021095765567,-0.008373895719263436,0.000895297790170459,-2.1712394482174487e-05,,,,,,,,,
0.1,17,0.8810532093048096,17.26068115234375,2.607121467590332,0.9680219879951112,0.20934147992515445,0.0894736163552061,-0.16971325948410718,0.006110798781108628,-0.08329401011577074,-0.05498687622115299,0.0026873047401916937,-0.008356104368205556,0.0008933484799281726,-2.1661108658497918e-05,,,,,,,,,
0.1,18,0.860433042049408,15.078624725341797,2.368295431137085,0.968164514201001,0.2095439687233103,0.08978927408517631,-0.16986765708572463,0.0061023483933076465,-0.08315053996256012,-0.05488587619824243,0.0026819184194494853,-0.008339064225932448,0.0008914718632336538,-2.161153231135449e-05,,,,,,,,,
0.1,19,0.8367162942886353,14.343649864196777,2.2710814476013184,0.968298755668177,0.2097369253437988,0.09008738512529259,-0.17001480747813388,0.0060939444760009275,-0.08301550056634371,-0.054791280194880214,0.0026768301740857175,-0.00832318052466389,0.0008897072507608031,-2.156457288405134e-05,,,,,,,,,
0.1,20,0.823875367641449,13.350022315979004,2.1588776111602783,0.9684242526739704,0.20991320007629038,0.0903530387039091,-0.1701545504339205,0.006085692040435249,-0.08288759684095676,-0.0547019657087635,0.002671976759974586,-0.00830823089640507,0.000888029433760008,-2.1519549030266947e-05,,,,,,,,,
0.1,21,0.7721602916717529,13.237903594970703,2.0959506034851074,0.9685416087971868,0.2100748768800155,0.0905888533404339,-0.17028832799981464,0.006077540995038873,-0.082766564690397,-0.05461777084052166,0.0026673493687420237,-0.008294195589271058,0.0008864359163154653,-2.1476385893566886e-05,,,,,,,,,
0.1,22,0.7717030048370361,12.209470748901367,1.9926501512527466,0.9686529086910756,0.21022577681890967,0.0908054075052995,-0.1704161278506306,0.006069464181730736,-0.08265078398726619,-0.054537403992953676,0.0026628842277597827,-0.008280822288860862,0.0008849022384523041,-2.143447087333472e-05,,,,,,,,,
0.1,23,0.7488372921943665,11.766056060791016,1.9254429340362549,0.9687586241335059,0.21036855767984056,0.09100741627332039,-0.17053861554639768,0.006061435649455598,-0.08254059500910563,-0.05446096950120948,0.0026586119901696177,-0.008268125012641207,0.0008834364494989894,-2.139421644380097e-05,,,,,,,,,
0.1,24,0.7512012720108032,11.439937591552734,1.8951950073242188,0.9688597469256122,0.2105060518680581,0.09119295707709067,-0.17066061023473564,0.006053465054420063,-0.08243550003652651,-0.054388078806799627,0.002654518210238058,-0.008256027938860275,0.000882031935278643,-2.135552330561384e-05,,,,,,,,,
0.1,25,0.7113893628120422,10.737298965454102,1.7851192951202393,0.9689553767440452,0.21063240219161522,0.09135973327500328,-0.17077634372872366,0.006045633267354405,-0.08233514355567968,-0.054318346948998446,0.0026505988361130326,-0.008244441228299534,0.0008806857630901958,-2.1318415901690696e-05,,,,,,,,,
0.1,26,0.6927661299705505,10.127898216247559,1.7055559158325195,0.9690457055912636,0.21074927471016036,0.09150903237826216,-0.17088717179879184,0.006037827431343985,-0.08223964745702772,-0.05425194662046792,0.0026468505206123957,-0.008233412030619775,0.000879397808137858,-2.1282796460362083e-05,,,,,,,,,
0.1,27,0.6593635678291321,9.442155838012695,1.6035791635513306,0.9691312256629977,0.21085933690438063,0.09165018884309602,-0.17099133194338106,0.006030136262786942,-0.08214920473380301,-0.05418896416753905,0.0026432873571346554,-0.008222943531608889,0.0008781723758763899,-2.124885746960224e-05,,,,,,,,,
0.1,28,0.6662107110023499,9.092548370361328,1.5754655599594116,0.9692134637798344,0.2109658926078353,0.09178307217850445,-0.1710936309849253,0.006022675032649566,-0.08206250506353296,-0.05412856850677606,0.002639855790765482,-0.008212904476805751,0.0008769924316804348,-2.121606882364084e-05,,,,,,,,,
0.1,29,0.6478005647659302,8.931146621704102,1.5409152507781982,0.9692918157509418,0.21106657435489584,0.09190142751586823,-0.1711944633293679,0.006015449172548069,-0.08197968557298797,-0.05407084958227372,0.002636571676578197,-0.008203305060731617,0.0008758631545752844,-2.1184650508734155e-05,,,,,,,,,
