epoch,data_loss,pde_loss,total_loss,coefficient_error,spurious_l2,grad_siren,grad_symnet,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2
0,1.2817213535308838,6860.86376953125,3431.713623046875,1.210278099590557,0.650013107255934,133139.2691894326,126790.33445416886,0.4868733286857605,-0.42899975180625916,0.3729798495769501,-0.012285886332392693,-0.042053621262311935,-0.0007572877802886069,-0.0350811742246151,0.003397646127268672,0.006071663461625576
50,1.0234835147857666,150.926513671875,76.48674011230469,1.2096343586925602,0.6562965399554034,,,0.5090280175209045,-0.4122272729873657,0.3565259277820587,-0.010799948126077652,-0.0412297286093235,-0.000661765574477613,-0.03932759165763855,-0.000635106407571584,0.004490156192332506
200,0.9042165875434875,38.36308288574219,20.085758209228516,1.2149745346822838,0.677687054662438,,,0.5548537373542786,-0.386728435754776,0.3357819616794586,-0.010854082182049751,-0.042302172631025314,-0.0008996695978567004,-0.041213564574718475,-0.00152327970135957,0.00432346947491169
500,0.7761232852935791,12.607139587402344,7.079692840576172,1.227790122503322,0.7124695574037805,158.82584356582416,39.43361044170599,0.6170091032981873,-0.3535287380218506,0.31122443079948425,-0.011160293594002724,-0.04342065379023552,-0.0011597748380154371,-0.042216453701257706,-0.001708818250335753,0.004361400380730629
1000,0.6382296085357666,4.468447685241699,2.872453451156616,1.2490967355866236,0.7584871175316207,,,0.6767486929893494,-0.33961018919944763,0.287210077047348,-0.011428584344685078,-0.04420780390501022,-0.0013354531256482005,-0.04270727559924126,-0.0016995592741295695,0.0044314246624708176
