epoch,s_u,s_ux,s_uxx,inst_u,inst_ux,inst_uxx
0,0.8515415191650391,5.5864667892456055,85.52397918701172,0.8606064915657043,5.598564147949219,84.5384750366211
50,0.6908702850341797,4.782191276550293,77.07968139648438,0.33681735396385193,2.704070568084717,52.786869049072266
200,0.5226060748100281,2.675443172454834,47.34804916381836,0.592928946018219,1.9139301776885986,34.178199768066406
500,0.7709414958953857,1.7482985258102417,25.96176528930664,0.8090779781341553,1.6872484683990479,23.085052490234375
1000,0.8271982669830322,1.6752921342849731,19.187774658203125,0.8268586993217468,1.6894983053207397,18.65656089782715
