epoch,data_loss,pde_loss,total_loss,coefficient_error,spurious_l2,grad_siren,grad_symnet,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2
0,1.2817213535308838,33.92361068725586,18.243526458740234,1.1470535743415047,0.5771390725314651,359.38994469596287,0.749507703366536,0.5717552435530727,-0.07679267916388904,0.0043611143111263635,-0.016943175891421223,-0.008840164947372189,-1.0398417108640034e-05,-0.0011240863858916533,7.111366087281936e-06,8.301028211547931e-07
50,0.46395623683929443,1.3609007596969604,1.1444065570831299,1.2015622448742982,0.6887205692326867,,,0.6826214661872092,-0.08538849581143929,0.004543849505834314,-0.03270429009822867,-0.015532167496027949,-4.5187356865122556e-05,-0.0017856429798435013,3.653612860907714e-06,8.682690003569798e-07
200,0.14542050659656525,0.22530654072761536,0.2580737769603729,1.264705927318605,0.8243026599047085,,,0.8099169981323867,-0.13909622423567644,0.006207087545350241,-0.06419524880762709,-0.040929636035575485,-0.0001473812711200129,-0.006365520595639076,-1.0887093213717307e-05,1.9710271287781772e-06
500,0.04591365158557892,0.05840783193707466,0.0751175656914711,1.053023351227931,0.4618166901408677,1.767169709695857,0.07438027676532853,0.4233057698272772,-0.1777556866861119,0.006935332421061633,-0.047846817752141294,-0.053737437388708606,-0.0005328018164302135,-0.01414753621074423,-0.0002043181550164026,9.089721430650657e-07
1000,0.03268294408917427,0.02031753771007061,0.04284171387553215,0.9606244071850054,0.2880379641220937,,,0.22732594067019626,-0.1525095868471112,0.005157893511454365,-0.08945782059415534,-0.08369595942235139,-0.000856772313864571,-0.005111689966376279,-0.00021515819478742863,-1.4558054047960528e-06
