epoch,total_loss,tv_loss,l1_loss,pde_loss,data_loss
0,9.525253295898438,0.0,1.549083948135376,0.009103347547352314,0.9520701169967651
1,8.212662696838379,0.0,1.545247197151184,0.009142936207354069,0.8208090662956238
2,8.221512794494629,0.0,1.5385633707046509,0.01072260458022356,0.8216150999069214
3,7.571133613586426,0.0,1.5355541706085205,0.011802583932876587,0.7565232515335083
4,7.042458534240723,0.0,1.5337573289871216,0.013684872537851334,0.7035616040229797
5,7.0598931312561035,0.0,1.5317134857177734,0.01711764559149742,0.7051334381103516
6,6.539448261260986,0.0,1.5295964479446411,0.02154669351875782,0.6528674960136414
7,6.712502479553223,0.0,1.5258314609527588,0.0291748009622097,0.6697915196418762
8,6.50956916809082,0.0,1.5215868949890137,0.032546669244766235,0.6493295431137085
9,6.366560935974121,0.0,1.5174741744995117,0.03985004872083664,0.6346635818481445
10,6.5329484939575195,0.0,1.513441801071167,0.04818475618958473,0.6508856415748596
11,6.109829425811768,0.0,1.5095514059066772,0.05215314030647278,0.6083752512931824
12,5.781487464904785,0.0,1.505614995956421,0.057806145399808884,0.5752584338188171
13,6.215140342712402,0.0,1.5016041994094849,0.05801496282219887,0.6186133027076721
14,6.461092472076416,0.0,1.4975104331970215,0.0567224957048893,0.643273115158081
15,5.995217800140381,0.0,1.493369460105896,0.052894651889801025,0.5968770384788513
16,6.184418678283691,0.0,1.4895000457763672,0.05127318948507309,0.6158782243728638
17,6.243373394012451,0.0,1.48573637008667,0.050579965114593506,0.6218083500862122
18,5.9044189453125,0.0,1.4820618629455566,0.04990551248192787,0.5879465937614441
19,6.700754165649414,0.0,1.4784395694732666,0.04620087891817093,0.6677653789520264
20,6.4241533279418945,0.0,1.4748989343643188,0.0475919134914875,0.6400357484817505
21,6.080722332000732,0.0,1.4713501930236816,0.04344085231423378,0.6059001684188843
22,6.58505392074585,0.0,1.467726469039917,0.04591670259833336,0.6562095880508423
23,6.101624965667725,0.0,1.4640151262283325,0.04434336721897125,0.6079453229904175
24,5.822493553161621,0.0,1.4600813388824463,0.04309924691915512,0.5800943970680237
25,5.719876289367676,0.0,1.4559131860733032,0.04398730769753456,0.5697882771492004
26,5.487387180328369,0.0,1.4516017436981201,0.0427526980638504,0.5466011166572571
27,6.224471569061279,0.0,1.447206735610962,0.042363252490758896,0.6203290224075317
28,6.035645008087158,0.0,1.4426981210708618,0.04298107326030731,0.6014154553413391
29,6.345364570617676,0.0,1.4380850791931152,0.04033832252025604,0.632519543170929
30,5.697330474853516,0.0,1.4334385395050049,0.037555597722530365,0.5678552389144897
31,5.576669692993164,0.0,1.4287724494934082,0.03468385711312294,0.5559327602386475
32,5.531965732574463,0.0,1.4241571426391602,0.033040206879377365,0.5515445470809937
33,5.305109024047852,0.0,1.419538974761963,0.03141877055168152,0.528939962387085
34,5.44076681137085,0.0,1.4149701595306396,0.029179371893405914,0.542617678642273
35,5.63580846786499,0.0,1.410470724105835,0.027578555047512054,0.5622019171714783
36,5.718132972717285,0.0,1.4060149192810059,0.024515418335795403,0.5705875158309937
37,5.6523871421813965,0.0,1.4016623497009277,0.021862221881747246,0.5641456246376038
38,6.098377227783203,0.0,1.397284746170044,0.021688276901841164,0.6087533235549927
39,6.001483917236328,0.0,1.392956018447876,0.019939877092838287,0.5991514325141907
40,5.7287492752075195,0.0,1.388675332069397,0.01910877414047718,0.5719195008277893
41,5.5538716316223145,0.0,1.3843878507614136,0.01942789927124977,0.554415762424469
42,5.540651798248291,0.0,1.3800370693206787,0.018795987591147423,0.5531253814697266
43,6.053762912750244,0.0,1.3756211996078491,0.019341494888067245,0.6044092178344727
44,5.258729457855225,0.0,1.3711233139038086,0.02047807350754738,0.5248490571975708
45,5.345505237579346,0.0,1.3664990663528442,0.022304566577076912,0.5334352850914001
46,5.311243534088135,0.0,1.361719012260437,0.022936511784791946,0.5299775004386902
47,5.453847885131836,0.0,1.3566614389419556,0.024923134595155716,0.5441386103630066
48,5.389298439025879,0.0,1.3513305187225342,0.027840420603752136,0.5375378131866455
49,5.735166549682617,0.0,1.3455778360366821,0.030003782361745834,0.5720164775848389
50,5.09799861907959,0.0,1.3395185470581055,0.029924094676971436,0.5083036422729492
51,5.514808177947998,0.0,1.3330769538879395,0.03077373281121254,0.549942135810852
52,5.590728759765625,0.0,1.326268196105957,0.02885287068784237,0.5576302409172058
53,5.119267463684082,0.0,1.3191064596176147,0.031211744993925095,0.5103661417961121
