epoch,total_loss,data_loss,pde_loss,tv_loss
0,0.14996647414914255,0.14996474383625608,0.0,1.7289399733418019e-06
1,0.005505816581705399,0.005503373046430248,0.0,2.4435023289391634e-06
2,0.0022668706357916657,0.002264600944764992,0.0,2.2696800867869157e-06
3,0.0016192487564821835,0.0016170674951269126,0.0,2.181263978977829e-06
4,0.001446323788541658,0.0014441717415256694,0.0,2.1520536355854765e-06
5,0.0015071622476609842,0.0015050222226702297,0.0,2.140026164471422e-06
6,0.001525317235369892,0.0015231775855506075,0.0,2.139652192668748e-06
7,0.0015174959978558687,0.001515354828753842,0.0,2.1411648652445874e-06
8,0.0014496897800810077,0.001447553791222822,0.0,2.1360028098526995e-06
9,0.0014909410704682209,0.001488810072341362,0.0,2.130993716508527e-06
10,0.001526520698402679,0.0015243824372809583,0.0,2.1382591976182515e-06
11,0.0015190160369679341,0.0015168793989571324,0.0,2.1366281206349295e-06
12,0.0015550206552890553,0.0015528772373028968,0.0,2.143413314766915e-06
13,0.0015560686181599278,0.0015539277571533642,0.0,2.1408562134938604e-06
14,0.0015701866764561022,0.0015680408399030685,0.0,2.1458381575296557e-06
15,0.0014413509942694136,0.0014392069956115892,0.0,2.143992997125983e-06
16,0.001471359273098113,0.001469225801571449,0.0,2.1334841413948677e-06
17,0.001394749731920936,0.0013926090174700286,0.0,2.1407147526721603e-06
18,0.0014173060047775262,0.001415171482490904,0.0,2.1345116003841313e-06
19,0.0014610111988755373,0.0014588709936678317,0.0,2.140204605710132e-06
20,0.0014979507597252318,0.0014958021094893924,0.0,2.1486446569803363e-06
21,0.001487720461239678,0.0014855740176823269,0.0,2.1464439248271133e-06
22,0.001435268581992586,0.0014331267558530573,0.0,2.1418273793486543e-06
23,0.0014131083517555972,0.0014109711669007233,0.0,2.137184017171839e-06
24,0.001423280971326346,0.0014211417004288702,0.0,2.139271764040578e-06
25,0.0014006166267907672,0.0013984856758183927,0.0,2.1309520918153543e-06
26,0.0014304029017899798,0.0014282691274607618,0.0,2.133777727939978e-06
27,0.001394221503622905,0.0013920818589589024,0.0,2.139635542612277e-06
28,0.0013779377649130338,0.001375801215207219,0.0,2.1365615021584467e-06
29,0.0013962151403634534,0.0013940794263924588,0.0,2.1357051322838498e-06
30,0.0014417595472151939,0.0014396282043553914,0.0,2.1313492047723683e-06
31,0.0014573575307684694,0.0014552179454102772,0.0,2.1395822537425147e-06
32,0.001471404420801827,0.001469267359157613,0.0,2.137067397190184e-06
33,0.0014883819385288345,0.0014862436521410722,0.0,2.138288516255847e-06
34,0.0015340046745877605,0.0015318596162012786,0.0,2.14506569702539e-06
35,0.0014695647791447143,0.0014674215753521964,0.0,2.143214947335266e-06
36,0.0014185854944874707,0.0014164424462193084,0.0,2.143041637589223e-06
37,0.0014328944939189807,0.0014307546844178553,0.0,2.1397974368132374e-06
38,0.0014993294506634668,0.0014972013497647966,0.0,2.128094768955353e-06
39,0.0018891438317781648,0.0018869889346597997,0.0,2.1549063468288703e-06
40,0.0016545862255000123,0.0016524233875675912,0.0,2.162842328614413e-06
41,0.0014670229649779453,0.0014648772871146904,0.0,2.1456760823907248e-06
42,0.0013593612433564451,0.0013572250855437929,0.0,2.1361520744713607e-06
43,0.0013588710714570716,0.0013567406023859822,0.0,2.130475589246816e-06
44,0.0013686314163471084,0.0013664970978690158,0.0,2.1343296637777666e-06
45,0.0013401198895061097,0.0013379878141719518,0.0,2.1320668844834297e-06
46,0.0013499261566422322,0.001347797606803967,0.0,2.1285341245498677e-06
47,0.0013742336703690189,0.001372105199213313,0.0,2.1284553863150355e-06
48,0.0014460406142896324,0.0014439003988631148,0.0,2.1402198145797127e-06
49,0.0013679789029459812,0.0013658416475572195,0.0,2.1372522104022665e-06
50,0.001339391150711498,0.0013372596429113528,0.0,2.131514015518682e-06
51,0.0014488375865908043,0.0014466967510681917,0.0,2.1408298944729223e-06
52,0.0013845712015702388,0.001382439385978557,0.0,2.1318220802374175e-06
53,0.0014191437439349756,0.0014170069763023848,0.0,2.136775999988909e-06
54,0.001381360052478635,0.0013792247487224108,0.0,2.135307549728123e-06
55,0.0013570415136858458,0.0013549097796324852,0.0,2.1317359518037275e-06
56,0.0013390253863173216,0.0013368891304568308,0.0,2.1362603457701226e-06
57,0.0014103761480342306,0.00140824071094602,0.0,2.135447609425769e-06
58,0.0013334344362856663,0.0013313083118325524,0.0,2.126124522823458e-06
59,0.0013650474781448493,0.001362916193805236,0.0,2.1312850173439525e-06
60,0.0013754798224432832,0.0013733426907927518,0.0,2.1371242852415303e-06
61,0.0013431489572297726,0.0013410119697608303,0.0,2.136989160608813e-06
