feature,u,u_x,u_xx
u,0.003398497821763158,-0.0009770093020051718,0.004978905897587538
u_x,0.01220405101776123,-0.0035084534902125597,0.017879316583275795
u_xx,0.005810874048620462,-0.0016705257585272193,0.008513112552464008
