checkpoint_epoch,u,u_x,u_xx,u_t,scale_u,scale_u_x,scale_u_xx,state_sha256,reload_max_abs_u,reload_max_abs_u_x,reload_max_abs_u_xx,reload_max_abs_u_t
0,2.1669418811798096,70.51128070858503,16181.683780215653,78.11902169372291,1.1532666683197021,7.970691680908203,115.12163543701172,a2b50b597543ffa4fe8f5fb6135524a61113d708091d21727f23c70365ee1432,0.0,0.0,0.0,0.0
50,0.7143179178237915,17.8992716941898,7063.140039993827,5.222408448485112,0.3687901198863983,3.3708982467651367,64.7666015625,decd9df576ba96e6bc5a7734f295e3af3b7007591fe4aa82abca16a8a9618413,0.0,0.0,0.0,0.0
200,0.2736152708530426,8.183353192560974,4363.263148949098,1.4080101020160227,0.4127551317214966,2.0070340633392334,41.320152282714844,f40f2e6f3f03820d83c9de225f2a099b308b7e94caba529ef595bfb63d88093d,0.0,0.0,0.0,0.0
500,0.04820631816983223,4.801285184647572,3290.7748365438197,0.9821254171690236,0.7641609907150269,1.7598471641540527,29.007278442382812,0668b19574ad1691dad6a80cc26ddda1d7305bc6446412d9a7a63157f16de1f0,0.0,0.0,0.0,0.0
1000,0.031030355021357536,3.1129447222790154,2646.8673131135297,0.8609469015312393,0.8261774778366089,1.6718543767929077,21.33225440979004,6d6fe6483abd582ea8269a9fa8b20d80605edd543cc37c74b79c436be036be35,0.0,0.0,0.0,0.0
