epoch,data_loss,pde_loss,total_loss,gradient_cosine,g_data_norm,weighted_g_pde_norm,g_total_norm,coeff_error,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2
0,2.171844720840454,76.15038299560547,40.24703598022461,0.5646261362561553,30.809978485107422,618.3834228515625,636.2880249023438,0.9643839302894912,0.08160524391482188,-0.16650236372411895,0.006268531708896735,-0.0874176572829083,-0.05780213610264596,0.002830534985966728,-0.008820272954908082,0.0009421325887158054,-2.289913988180903e-05
50,0.7077091932296753,3.6276583671569824,2.521538257598877,-0.22104601533786106,8.32468032836914,30.54743766784668,29.83323860168457,0.9706389767437836,0.09326716372486596,-0.17372765875208973,0.005883606345193781,-0.08077483011734349,-0.053182229428176034,0.0025893410844181593,-0.008048652196247372,0.0008588300884939357,-2.0736566612887827e-05
200,0.27689823508262634,0.46643736958503723,0.5101169347763062,-0.27162648947759116,4.546627521514893,6.92559814453125,7.17842435836792,0.9721211492005418,0.09836962282254887,-0.1754432876299013,0.005314342186954666,-0.07950624495031307,-0.05239484079933251,0.0025432237834560898,-0.00793525726296806,0.0008443168996908345,-2.032364937276924e-05
500,0.0487235002219677,0.11832916736602783,0.10788808763027191,-0.4844329086995899,2.0974936485290527,4.689046859741211,4.105799674987793,0.969262793382043,0.06159808100282786,-0.1710431346989968,0.004682984697442465,-0.07664859411241307,-0.0511889746591113,0.0024679440690008364,-0.007843817505341601,0.0008299175246482695,-1.985375722247927e-05
1000,0.030724678188562393,0.03883614018559456,0.05014275014400482,-0.525717059470894,1.4450708627700806,3.340062379837036,2.8582115173339844,0.9675690115268542,-0.020523459254480906,-0.16572617282769833,0.004236563480249813,-0.07402232184878813,-0.04999493796675117,0.002389323514318658,-0.0077226186661073235,0.0008119718276395259,-1.927187679587818e-05
