epoch,total_loss,tv_loss,l1_loss,pde_loss,data_loss
0,9.669981956481934,0.0,3.413133144378662,0.023651108145713806,0.9658156633377075
1,9.355230331420898,0.0,3.411133050918579,0.01918465830385685,0.9345638155937195
2,8.380403518676758,0.0,3.4088869094848633,0.016654983162879944,0.8372076153755188
3,7.239620208740234,0.0,3.406175136566162,0.015592043288052082,0.7231824398040771
4,7.934140205383301,0.0,3.4028847217559814,0.016240349039435387,0.792602002620697
5,7.283524513244629,0.0,3.3993167877197266,0.017617907375097275,0.7274715304374695
6,6.883565425872803,0.0,3.3956503868103027,0.018945196643471718,0.6874092817306519
7,6.997628211975098,0.0,3.3919451236724854,0.022696685045957565,0.6986280083656311
8,6.7161641120910645,0.0,3.388248920440674,0.02516504004597664,0.6703581809997559
9,6.734988212585449,0.0,3.38462233543396,0.03025345876812935,0.6719861626625061
10,6.690155506134033,0.0,3.3812685012817383,0.033863503485918045,0.6673223972320557
11,6.682748317718506,0.0,3.378359079360962,0.04108680784702301,0.666220486164093
12,6.560882568359375,0.0,3.3758811950683594,0.050161369144916534,0.6535801887512207
13,6.718576431274414,0.0,3.373690128326416,0.05639432743191719,0.669037938117981
14,6.52056360244751,0.0,3.37174654006958,0.06593026220798492,0.6487598419189453
15,6.011227130889893,0.0,3.370004653930664,0.08209355175495148,0.5970180630683899
16,6.484369277954102,0.0,3.368398666381836,0.09313321113586426,0.6437802910804749
17,6.1673455238342285,0.0,3.3669087886810303,0.10340690612792969,0.6115642189979553
18,6.571985721588135,0.0,3.3655130863189697,0.11401491612195969,0.6514978408813477
19,6.4247355461120605,0.0,3.364213466644287,0.12169433385133743,0.6363888382911682
20,5.813950061798096,0.0,3.362999677658081,0.1196061447262764,0.5754147171974182
21,6.619056701660156,0.0,3.3618555068969727,0.11826759576797485,0.6559922695159912
22,6.575490474700928,0.0,3.3608179092407227,0.11283088475465775,0.6519075036048889
23,6.504958152770996,0.0,3.3598413467407227,0.11092878878116608,0.6449493765830994
24,6.018214225769043,0.0,3.358919382095337,0.1024487093091011,0.5966989994049072
25,5.7550458908081055,0.0,3.3580634593963623,0.10748274624347687,0.570130467414856
26,6.593087196350098,0.0,3.357254981994629,0.09995482116937637,0.6543110013008118
