epoch,u_mse,u_x_mse,u_xx_mse,u_t_mse
0,2.1669418811798096,70.51128070858503,16181.683780215653,78.11902169372291
50,0.8670976161956787,19.467472691902653,7251.188375601541,5.40228612738197
200,0.7072187066078186,10.81464589808832,4509.212841407378,1.550226512220908
500,0.6070148348808289,8.377537698801898,3652.925729627233,1.1013818519184977
1000,0.4588853716850281,7.087242893970998,3308.108449424108,1.0127981055418482
