epoch,u_mse,u_x_mse,u_xx_mse,u_t_mse
0,2.1669418811798096,70.51128070858503,16181.683780215653,78.11902169372291
50,0.7846481204032898,18.54428422320055,7129.1247518842765,5.295960255449655
200,0.4418911933898926,9.202993103626456,4428.953596869834,1.4569164347952672
500,0.12284893542528152,5.974079316680053,3516.8348873628283,1.0434420869017
1000,0.04170401394367218,3.9900355481598027,2898.902018395951,0.9325673025024053
