lambda_pde,epoch,data_loss,pde_loss,total_loss,coeff_error,spurious_l2,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2,data_grad,pde_grad,weighted_pde_grad,grad_ratio,grad_cos,symnet_pde_grad,symnet_data_grad,surrogate_update_rel,symnet_update_rel,lambda_data,lambda_ratio,weighted_data_loss,weighted_pde_loss,g_data_norm,g_pde_norm,weighted_g_data_norm,weighted_g_pde_norm,weighted_pde_over_data,gradient_cosine,g_total_norm,cancellation_ratio,data_dot_total,pde_dot_total,coefficient_error,expression
0.001,10,0.7647734880447388,34.53094482421875,0.7993044257164001,0.9667626203916402,0.2074117236019442,0.0869335394371989,-0.1680434679720188,0.0061719038599874,-0.0845162514928534,-0.0558500517099394,0.0027322554585649,-0.0085021644599741,0.0009090690680124,-2.2068492651473503e-05,,,,,,,,,,1.0,0.001,0.7647734880447388,0.03453094482421875,,,,,,,,,,,0.9667626203916402,u_t_hat = (+0.086934)*u + (-0.168043)*u_x + (+0.006172)*u_xx + (-0.084516)*u^2 + (-0.055850)*u*u_x + (+0.002732)*u*u_xx + (-0.008502)*u_x^2 + (+0.000909)*u_x*u_xx + (-0.000022)*u_xx^2
0.001,11,0.75785231590271,31.537145614624023,0.7893894910812378,0.9669593856498148,0.2076137553775463,0.0874217671654995,-0.1681561817955034,0.0061623816332538,-0.0842871025019967,-0.0556931100578393,0.0027241688426686,-0.0084761990143447,0.0009063078363593,-2.199763416171775e-05,,,,,,,,,,1.0,0.001,0.75785231590271,0.03153714561462402,,,,,,,,,,,0.9669593856498148,u_t_hat = (+0.087422)*u + (-0.168156)*u_x + (+0.006162)*u_xx + (-0.084287)*u^2 + (-0.055693)*u*u_x + (+0.002724)*u*u_xx + (-0.008476)*u_x^2 + (+0.000906)*u_x*u_xx + (-0.000022)*u_xx^2
0.001,12,0.7113988399505615,32.4649658203125,0.7438638210296631,0.9671471332410344,0.2078097606889375,0.0879048970453845,-0.1682561267265736,0.0061528618205719,-0.0840706758281705,-0.0555441050726627,0.0027164502406408,-0.0084514384336958,0.0009036611048437,-2.1929406340943298e-05,,,,,,,,,,1.0,0.001,0.7113988399505615,0.032464965820312504,,,,,,,,,,,0.9671471332410344,u_t_hat = (+0.087905)*u + (-0.168256)*u_x + (+0.006153)*u_xx + (-0.084071)*u^2 + (-0.055544)*u*u_x + (+0.002716)*u*u_xx + (-0.008451)*u_x^2 + (+0.000904)*u_x*u_xx + (-0.000022)*u_xx^2
0.001,13,0.6624301671981812,31.11072540283203,0.6935408711433411,0.9673303369611213,0.2080165172075445,0.0883798233910442,-0.16836667131737,0.0061433202814251,-0.0838651481932054,-0.055402148106753,0.0027090642428178,-0.0084277890558633,0.0009011221344929,-2.1863708362116008e-05,,,,,,,,,,1.0,0.001,0.6624301671981812,0.03111072540283203,,,,,,,,,,,0.9673303369611213,u_t_hat = (+0.088380)*u + (-0.168367)*u_x + (+0.006143)*u_xx + (-0.083865)*u^2 + (-0.055402)*u*u_x + (+0.002709)*u*u_xx + (-0.008428)*u_x^2 + (+0.000901)*u_x*u_xx + (-0.000022)*u_xx^2
0.001,14,0.6197772026062012,29.20110321044922,0.6489782929420471,0.9675117118590696,0.208237041128519,0.088840126045259,-0.1684966773764314,0.0061339428977905,-0.0836672945786128,-0.0552651272727649,0.0027018880604651,-0.008404914461646,0.0008986499922878,-2.179940210189613e-05,,,,,,,,,,1.0,0.001,0.6197772026062012,0.02920110321044922,,,,,,,,,,,0.9675117118590696,u_t_hat = (+0.088840)*u + (-0.168497)*u_x + (+0.006134)*u_xx + (-0.083667)*u^2 + (-0.055265)*u*u_x + (+0.002702)*u*u_xx + (-0.008405)*u_x^2 + (+0.000899)*u_x*u_xx + (-0.000022)*u_xx^2
0.001,15,0.5941663384437561,29.149147033691406,0.6233155131340027,0.967682070574058,0.208439840139449,0.0892763835577998,-0.1686108332466462,0.0061246156057276,-0.083480147009649,-0.0551355142344229,0.0026950365547805,-0.00838327085587,0.0008962915390474,-2.173755388255367e-05,,,,,,,,,,1.0,0.001,0.5941663384437561,0.029149147033691408,,,,,,,,,,,0.967682070574058,u_t_hat = (+0.089276)*u + (-0.168611)*u_x + (+0.006125)*u_xx + (-0.083480)*u^2 + (-0.055136)*u*u_x + (+0.002695)*u*u_xx + (-0.008383)*u_x^2 + (+0.000896)*u_x*u_xx + (-0.000022)*u_xx^2
0.001,16,0.5506120920181274,27.16928482055664,0.5777813792228699,0.9678451394191302,0.2086318370351769,0.0897053683719184,-0.1687100879673155,0.0061152569309933,-0.0833015013004493,-0.0550110136184281,0.0026884306265649,-0.0083623580698362,0.0008940064033338,-2.1677447221073386e-05,,,,,,,,,,1.0,0.001,0.5506120920181274,0.027169284820556642,,,,,,,,,,,0.9678451394191302,u_t_hat = (+0.089705)*u + (-0.168710)*u_x + (+0.006115)*u_xx + (-0.083302)*u^2 + (-0.055011)*u*u_x + (+0.002688)*u*u_xx + (-0.008362)*u_x^2 + (+0.000894)*u_x*u_xx + (-0.000022)*u_xx^2
0.001,17,0.5156960487365723,27.99970054626465,0.5436957478523254,0.9680015537519312,0.2088226825942509,0.0901005908145331,-0.1688195479417679,0.0061059785234764,-0.0831334499039543,-0.0548931005079351,0.0026821435614906,-0.0083424417982548,0.0008918205426713,-2.161973902085944e-05,,,,,,,,,,1.0,0.001,0.5156960487365723,0.02799970054626465,,,,,,,,,,,0.9680015537519312,u_t_hat = (+0.090101)*u + (-0.168820)*u_x + (+0.006106)*u_xx + (-0.083133)*u^2 + (-0.054893)*u*u_x + (+0.002682)*u*u_xx + (-0.008342)*u_x^2 + (+0.000892)*u_x*u_xx + (-0.000022)*u_xx^2
0.001,18,0.4908826351165771,25.743867874145508,0.5166264772415161,0.96814825604566,0.20898570321259,0.0904716898208737,-0.1689038768625204,0.0060968262501581,-0.0829707769241201,-0.0547790082225884,0.0026760023630908,-0.0083231633214092,0.0008896877826175,-2.1562981039058012e-05,,,,,,,,,,1.0,0.001,0.4908826351165771,0.02574386787414551,,,,,,,,,,,0.96814825604566,u_t_hat = (+0.090472)*u + (-0.168904)*u_x + (+0.006097)*u_xx + (-0.082971)*u^2 + (-0.054779)*u*u_x + (+0.002676)*u*u_xx + (-0.008323)*u_x^2 + (+0.000890)*u_x*u_xx + (-0.000022)*u_xx^2
0.001,19,0.4633528292179107,26.568477630615234,0.4899213016033172,0.9682889588807128,0.2091418940702504,0.0908146375687278,-0.1689903873411468,0.0060877723494446,-0.0828154478446556,-0.0546695678458236,0.0026700887730769,-0.0083045965495786,0.0008876275289178,-2.150798141962446e-05,,,,,,,,,,1.0,0.001,0.4633528292179107,0.026568477630615234,,,,,,,,,,,0.9682889588807128,u_t_hat = (+0.090815)*u + (-0.168990)*u_x + (+0.006088)*u_xx + (-0.082815)*u^2 + (-0.054670)*u*u_x + (+0.002670)*u*u_xx + (-0.008305)*u_x^2 + (+0.000888)*u_x*u_xx + (-0.000022)*u_xx^2
0.001,20,0.4675851166248321,24.77474975585937,0.4923598766326904,0.968424187029207,0.2092886867976764,0.0911477723933518,-0.1690674937030626,0.0060787963018968,-0.0826647963116921,-0.0545636712663932,0.0026642958577878,-0.0082866631123808,0.000885615446393,-2.145372119844117e-05,,,,,,,,,,1.0,0.001,0.4675851166248321,0.02477474975585937,,,,,,,,,,,0.968424187029207,u_t_hat = (+0.091148)*u + (-0.169067)*u_x + (+0.006079)*u_xx + (-0.082665)*u^2 + (-0.054564)*u*u_x + (+0.002664)*u*u_xx + (-0.008287)*u_x^2 + (+0.000886)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,21,0.4038979411125183,26.21491241455078,0.4301128685474396,0.9685546787085424,0.2094320062524716,0.091460202645912,-0.1691477183369676,0.0060698196508362,-0.0825203815073966,-0.054461872539921,0.0026586806954873,-0.0082693827617007,0.0008836627666644,-2.140070909372577e-05,,,,,,,,,,1.0,0.001,0.4038979411125183,0.026214912414550783,,,,,,,,,,,0.9685546787085424,u_t_hat = (+0.091460)*u + (-0.169148)*u_x + (+0.006070)*u_xx + (-0.082520)*u^2 + (-0.054462)*u*u_x + (+0.002659)*u*u_xx + (-0.008269)*u_x^2 + (+0.000884)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,22,0.4043255746364593,24.946983337402344,0.4292725622653961,0.9686798230369954,0.2095603741677419,0.0917541379740155,-0.1692171091326175,0.0060607536798644,-0.0823794812114384,-0.0543622540583063,0.0026531576687796,-0.0082524222641248,0.0008817389147633,-2.134827292525076e-05,,,,,,,,,,1.0,0.001,0.4043255746364593,0.024946983337402345,,,,,,,,,,,0.9686798230369954,u_t_hat = (+0.091754)*u + (-0.169217)*u_x + (+0.006061)*u_xx + (-0.082379)*u^2 + (-0.054362)*u*u_x + (+0.002653)*u*u_xx + (-0.008252)*u_x^2 + (+0.000882)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,23,0.3712472319602966,24.41769218444824,0.3956649303436279,0.968800103152695,0.2096864990755164,0.0920351459936792,-0.1692867587571677,0.0060516726210699,-0.0822455642232315,-0.0542671327814306,0.0026478643644675,-0.008236165825673,0.0008798890667658,-2.1297724972142112e-05,,,,,,,,,,1.0,0.001,0.3712472319602966,0.02441769218444824,,,,,,,,,,,0.968800103152695,u_t_hat = (+0.092035)*u + (-0.169287)*u_x + (+0.006052)*u_xx + (-0.082246)*u^2 + (-0.054267)*u*u_x + (+0.002648)*u*u_xx + (-0.008236)*u_x^2 + (+0.000880)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,24,0.3587145507335663,24.23375701904297,0.3829483091831207,0.9689185079439762,0.2098173613410966,0.0923079765773177,-0.1693638281435263,0.006042635015205,-0.0821165431686043,-0.0541749940507377,0.0026427075899535,-0.0082203560346835,0.0008780812749495,-2.124810890525797e-05,,,,,,,,,,1.0,0.001,0.3587145507335663,0.02423375701904297,,,,,,,,,,,0.9689185079439762,u_t_hat = (+0.092308)*u + (-0.169364)*u_x + (+0.006043)*u_xx + (-0.082117)*u^2 + (-0.054175)*u*u_x + (+0.002643)*u*u_xx + (-0.008220)*u_x^2 + (+0.000878)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,25,0.3400333225727081,22.87561416625977,0.3629089295864105,0.9690315870341422,0.2099318872568907,0.0925715509993279,-0.1694238764483942,0.0060336245674212,-0.0819903052795391,-0.054084697375106,0.0026376489407266,-0.0082048527164892,0.0008763063044261,-2.119936208962258e-05,,,,,,,,,,1.0,0.001,0.3400333225727081,0.02287561416625977,,,,,,,,,,,0.9690315870341422,u_t_hat = (+0.092572)*u + (-0.169424)*u_x + (+0.006034)*u_xx + (-0.081990)*u^2 + (-0.054085)*u*u_x + (+0.002638)*u*u_xx + (-0.008205)*u_x^2 + (+0.000876)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,26,0.3140276372432709,23.41898536682129,0.3374466300010681,0.9691361523994476,0.2100188458005551,0.0928135074122716,-0.1694591511299484,0.0060247553416589,-0.0818681608785084,-0.0539970090782229,0.0026327234741156,-0.0081897622764056,0.0008745738892671,-2.1151702983809888e-05,,,,,,,,,,1.0,0.001,0.3140276372432709,0.02341898536682129,,,,,,,,,,,0.9691361523994476,u_t_hat = (+0.092814)*u + (-0.169459)*u_x + (+0.006025)*u_xx + (-0.081868)*u^2 + (-0.053997)*u*u_x + (+0.002633)*u*u_xx + (-0.008190)*u_x^2 + (+0.000875)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,27,0.2878884375095367,22.22715950012207,0.3101156055927276,0.9692354953717484,0.2100915502879311,0.0930538892338104,-0.1694758764069815,0.0060160194922503,-0.0817487640916548,-0.0539115082217249,0.0026279067028406,-0.0081750732455962,0.0008728830311062,-2.110509034039684e-05,,,,,,,,,,1.0,0.001,0.2878884375095367,0.022227159500122072,,,,,,,,,,,0.9692354953717484,u_t_hat = (+0.093054)*u + (-0.169476)*u_x + (+0.006016)*u_xx + (-0.081749)*u^2 + (-0.053912)*u*u_x + (+0.002628)*u*u_xx + (-0.008175)*u_x^2 + (+0.000873)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,28,0.2781174480915069,22.014324188232425,0.3001317679882049,0.9693277951216184,0.2101450530371114,0.0932722615732816,-0.1694784523707987,0.0060075208234164,-0.0816335826832982,-0.0538289575315356,0.0026232518294809,-0.0081608780119101,0.0008712483310509,-2.1059990102495684e-05,,,,,,,,,,1.0,0.001,0.2781174480915069,0.022014324188232424,,,,,,,,,,,0.9693277951216184,u_t_hat = (+0.093272)*u + (-0.169478)*u_x + (+0.006008)*u_xx + (-0.081634)*u^2 + (-0.053829)*u*u_x + (+0.002623)*u*u_xx + (-0.008161)*u_x^2 + (+0.000871)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,29,0.2626134753227234,21.812620162963867,0.2844260931015014,0.9694150207734804,0.2101832195928095,0.0934838570801319,-0.1694639702775681,0.0059991102674676,-0.0815213469611204,-0.0537481985277144,0.0026187070607971,-0.0081469427385159,0.0008696475754506,-2.1015907301029803e-05,,,,,,,,,,1.0,0.001,0.2626134753227234,0.021812620162963866,,,,,,,,,,,0.9694150207734804,u_t_hat = (+0.093484)*u + (-0.169464)*u_x + (+0.005999)*u_xx + (-0.081521)*u^2 + (-0.053748)*u*u_x + (+0.002619)*u*u_xx + (-0.008147)*u_x^2 + (+0.000870)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,30,0.2574847638607025,21.66901969909668,0.2791537940502167,0.9694958489282768,0.2102025672468414,0.0936822990941419,-0.16943159201466,0.0059906828131573,-0.081412163579276,-0.0536698140479954,0.0026142819098331,-0.0081334413694324,0.0008680921831199,-2.097296262290368e-05,,,,,,,,,,1.0,0.001,0.2574847638607025,0.02166901969909668,,,,,,,,,,,0.9694958489282768,u_t_hat = (+0.093682)*u + (-0.169432)*u_x + (+0.005991)*u_xx + (-0.081412)*u^2 + (-0.053670)*u*u_x + (+0.002614)*u*u_xx + (-0.008133)*u_x^2 + (+0.000868)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,31,0.234289601445198,21.09510040283203,0.2553847134113312,0.9695719807835308,0.2102092253176918,0.0938818459319552,-0.1693812806065174,0.0059822251832014,-0.0813055754485305,-0.0535934227294167,0.0026099598168458,-0.008120302543011,0.0008665751030968,-2.093101399366014e-05,,,,,,,,,,1.0,0.001,0.234289601445198,0.02109510040283203,,,,,,,,,,,0.9695719807835308,u_t_hat = (+0.093882)*u + (-0.169381)*u_x + (+0.005982)*u_xx + (-0.081306)*u^2 + (-0.053593)*u*u_x + (+0.002610)*u*u_xx + (-0.008120)*u_x^2 + (+0.000867)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,32,0.2251137793064117,20.84589385986328,0.2459596693515777,0.9696431774471822,0.2101955510583145,0.0940482393562666,-0.1693234385098949,0.0059738236799463,-0.0811997897633301,-0.0535175710754067,0.0026056683770001,-0.0081072427241294,0.000865068568318,-2.088935104101329e-05,,,,,,,,,,1.0,0.001,0.2251137793064117,0.020845893859863282,,,,,,,,,,,0.9696431774471822,u_t_hat = (+0.094048)*u + (-0.169323)*u_x + (+0.005974)*u_xx + (-0.081200)*u^2 + (-0.053518)*u*u_x + (+0.002606)*u*u_xx + (-0.008107)*u_x^2 + (+0.000865)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,33,0.2233551740646362,20.03984832763672,0.2433950304985046,0.969713629692988,0.210188956464027,0.0942085258017593,-0.1692759002685411,0.0059654716647501,-0.0810973763809275,-0.0534440543700971,0.002601499373554,-0.008094576668631,0.0008636046513016,-2.0848795658059496e-05,,,,,,,,,,1.0,0.001,0.2233551740646362,0.02003984832763672,,,,,,,,,,,0.969713629692988,u_t_hat = (+0.094209)*u + (-0.169276)*u_x + (+0.005965)*u_xx + (-0.081097)*u^2 + (-0.053444)*u*u_x + (+0.002601)*u*u_xx + (-0.008095)*u_x^2 + (+0.000864)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,34,0.2071638852357864,19.53772735595703,0.2267016172409057,0.969781168533781,0.2101826423133523,0.0943777639298795,-0.1692216078254083,0.0059571341338637,-0.0809988330207113,-0.0533735849707188,0.0025974889208411,-0.008082482780638,0.0008622006986623,-2.080978628962897e-05,,,,,,,,,,1.0,0.001,0.2071638852357864,0.019537727355957032,,,,,,,,,,,0.969781168533781,u_t_hat = (+0.094378)*u + (-0.169222)*u_x + (+0.005957)*u_xx + (-0.080999)*u^2 + (-0.053374)*u*u_x + (+0.002597)*u*u_xx + (-0.008082)*u_x^2 + (+0.000862)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,35,0.1881333440542221,19.46190643310547,0.2075952589511871,0.9698467364873976,0.2101722776971978,0.0945294901657458,-0.1691715305957945,0.0059488967861208,-0.0809008737189617,-0.0533042344758794,0.0025935450594362,-0.0080706711534521,0.0008608301288969,-2.0771702696693603e-05,,,,,,,,,,1.0,0.001,0.1881333440542221,0.01946190643310547,,,,,,,,,,,0.9698467364873976,u_t_hat = (+0.094529)*u + (-0.169172)*u_x + (+0.005949)*u_xx + (-0.080901)*u^2 + (-0.053304)*u*u_x + (+0.002594)*u*u_xx + (-0.008071)*u_x^2 + (+0.000861)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,36,0.1821367293596267,19.10148811340332,0.201238214969635,0.969910583366588,0.2101570860696269,0.0946723430135849,-0.1691200113194505,0.0059407686742151,-0.0808033207187539,-0.0532355747516881,0.002589637312365,-0.008059036656073,0.0008594780913063,-2.0734098796011504e-05,,,,,,,,,,1.0,0.001,0.1821367293596267,0.01910148811340332,,,,,,,,,,,0.969910583366588,u_t_hat = (+0.094672)*u + (-0.169120)*u_x + (+0.005941)*u_xx + (-0.080803)*u^2 + (-0.053236)*u*u_x + (+0.002590)*u*u_xx + (-0.008059)*u_x^2 + (+0.000859)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,37,0.1769456416368484,19.042360305786133,0.1959879994392395,0.969972880297986,0.2101407320416455,0.0948125860414159,-0.1690678511334487,0.0059326176288188,-0.080706712369631,-0.0531682462000994,0.0025857935140894,-0.0080477258347437,0.000858158001438,-2.069727706868505e-05,,,,,,,,,,1.0,0.001,0.1769456416368484,0.019042360305786134,,,,,,,,,,,0.969972880297986,u_t_hat = (+0.094813)*u + (-0.169068)*u_x + (+0.005933)*u_xx + (-0.080707)*u^2 + (-0.053168)*u*u_x + (+0.002586)*u*u_xx + (-0.008048)*u_x^2 + (+0.000858)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,38,0.1703963875770568,17.958951950073242,0.188355341553688,0.970033789693866,0.2101184204974907,0.0949529421614473,-0.1690077535278379,0.0059244490815479,-0.0806106931577439,-0.0531010183858969,0.0025819868871525,-0.008036388252796,0.0008568453993171,-2.066091364605917e-05,,,,,,,,,,1.0,0.001,0.1703963875770568,0.017958951950073243,,,,,,,,,,,0.970033789693866,u_t_hat = (+0.094953)*u + (-0.169008)*u_x + (+0.005924)*u_xx + (-0.080611)*u^2 + (-0.053101)*u*u_x + (+0.002582)*u*u_xx + (-0.008036)*u_x^2 + (+0.000857)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,39,0.1522238403558731,18.339754104614254,0.170563593506813,0.9700920131910722,0.2100957854221302,0.095068026524401,-0.1689600673842554,0.0059165786696559,-0.08051716762157,-0.0530364673079551,0.0025783166138461,-0.0080256183782506,0.0008555935103481,-2.06260977656389e-05,,,,,,,,,,1.0,0.001,0.1522238403558731,0.018339754104614255,,,,,,,,,,,0.9700920131910722,u_t_hat = (+0.095068)*u + (-0.168960)*u_x + (+0.005917)*u_xx + (-0.080517)*u^2 + (-0.053036)*u*u_x + (+0.002578)*u*u_xx + (-0.008026)*u_x^2 + (+0.000856)*u_x*u_xx + (-0.000021)*u_xx^2
0.001,40,0.1455272883176803,17.0718936920166,0.1625991761684417,0.9701500560065608,0.2100792714984393,0.0951722279379213,-0.1689252610597589,0.0059087698160809,-0.0804251250860241,-0.0529734596706797,0.002574723678064,-0.0080151849229065,0.0008543758154256,-2.0592140442691035e-05,,,,,,,,,,1.0,0.001,0.1455272883176803,0.0170718936920166,,,,,,,,,,,0.9701500560065608,u_t_hat = (+0.095172)*u + (-0.168925)*u_x + (+0.005909)*u_xx + (-0.080425)*u^2 + (-0.052973)*u*u_x + (+0.002575)*u*u_xx + (-0.008015)*u_x^2 + (+0.000854)*u_x*u_xx + (-0.000021)*u_xx^2
