lambda_pde,epoch,u_mse,u_x_mse,u_xx_mse,u_t_mse
0.001,0,2.1669421195983887,70.51128606865896,16181.684124210296,78.11902162344302
0.001,50,0.0969642773270607,14.789348129385733,8163.598515829759,15.360112609892395
0.001,200,0.0072368280962109,3.681566130508523,3939.1610306200414,3.124358083157526
0.001,500,0.0016938769258558,1.3410484744636135,2214.53028978694,0.9001105257400068
0.001,1000,0.0006688223220407,0.6223160265952515,1425.5616581011352,0.3545651927612481
