epoch,u_mse,u_x_mse,u_xx_mse,u_t_mse
0,2.1669418811798096,70.51128070858503,16181.683780215653,78.11902169372291
50,0.11895360052585602,13.734216063573788,7592.457281184343,10.072762614387205
200,0.007069652900099754,3.314921511742666,3589.3047550115234,1.3592301840505754
500,0.0031242279801517725,1.4769267632326706,2301.3550981199037,0.48643910252032874
1000,0.002341165440157056,0.8986384013900848,1750.4059850298543,0.29710731600272516
