epoch,lambda_data,lambda_pde,lambda_ratio,data_loss,pde_loss,weighted_data_loss,weighted_pde_loss,total_loss,g_data_norm,g_pde_norm,weighted_g_data_norm,weighted_g_pde_norm,weighted_pde_over_data,gradient_cosine,g_total_norm,cancellation_ratio,data_dot_total,pde_dot_total,coefficient_error,spurious_l2,expression,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2
0,10.0,0.01,0.001,2.171844720840454,76.15038299560547,21.718446731567383,0.7615038156509399,22.479949951171875,30.809978485107422,1236.766845703125,308.0997619628906,12.367666244506836,0.040141758519100935,0.5646260976791382,315.24822998046875,0.9837137460708618,97077.0546875,2304.454345703125,0.9643839326242981,0.20520964110464157,u_t_hat = (+0.081605)*u + (-0.166502)*u_x + (+0.006269)*u_xx + (-0.087418)*u^2 + (-0.057802)*u*u_x + (+0.002831)*u*u_xx + (-0.008820)*u_x^2 + (+0.000942)*u_x*u_xx + (-0.000023)*u_xx^2,0.08160524391482188,-0.16650236372411895,0.006268531708896735,-0.08741765588225901,-0.057802133583300205,0.002830534892221806,-0.008820273026813711,0.0009421325894529834,-2.2899140895299556e-05
50,10.0,0.01,0.001,0.09447455406188965,15.253363609313965,0.9447455406188965,0.1525336354970932,1.0972791910171509,1.3247045278549194,255.35609436035156,13.24704647064209,2.5535616874694824,0.19276460553895153,-0.06263618916273117,13.3329439163208,0.8438247442245483,173.36558532714844,4.4018778800964355,0.9707450155486125,0.2102293248807735,u_t_hat = (+0.096213)*u + (-0.168937)*u_x + (+0.005833)*u_xx + (-0.079559)*u^2 + (-0.052398)*u*u_x + (+0.002542)*u*u_xx + (-0.007922)*u_x^2 + (+0.000844)*u_x*u_xx + (-0.000020)*u_xx^2,0.09621312854992067,-0.16893737671732975,0.0058334785626806,-0.07955894606517679,-0.052398382313001764,0.0025422662289655462,-0.007922407133620324,0.0008436344545729906,-2.029445320748018e-05
200,10.0,0.01,0.001,0.0070504783652722836,3.7791805267333984,0.07050478458404541,0.03779180347919464,0.10829658806324005,0.2035534530878067,69.90673065185547,2.035534620285034,0.6990672945976257,0.34343178820497583,-0.010620501823723316,2.1451973915100098,0.7844642400741577,4.12829065322876,0.4735824465751648,0.9704019419449864,0.18911488059499434,u_t_hat = (+0.066285)*u + (-0.161612)*u_x + (+0.005056)*u_xx + (-0.072055)*u^2 + (-0.048321)*u*u_x + (+0.002274)*u*u_xx + (-0.007385)*u_x^2 + (+0.000769)*u_x*u_xx + (-0.000018)*u_xx^2,0.06628542213003487,-0.16161209978273164,0.005055665387663478,-0.07205488162770249,-0.048321399982569554,0.0022744761545785597,-0.007385114448385057,0.0007685271690299035,-1.7936923133951034e-05
500,10.0,0.01,0.001,0.0016065139789134264,1.6388258934020996,0.016065139323472977,0.01638825796544552,0.032453395426273346,0.09818605333566666,46.12306594848633,0.9818605184555054,0.46123039722442627,0.46975144488949905,0.0398515947163105,1.1013078689575195,0.7631590366363525,0.9820982813835144,0.23078115284442902,0.968905905235657,0.15489378433627782,u_t_hat = (-0.039848)*u + (-0.133176)*u_x + (+0.004282)*u_xx + (-0.068010)*u^2 + (-0.043684)*u*u_x + (+0.001937)*u*u_xx + (-0.006234)*u_x^2 + (+0.000628)*u_x*u_xx + (-0.000014)*u_xx^2,-0.03984844131457817,-0.13317614613134604,0.004281523079936705,-0.06800953016833641,-0.04368441492474457,0.0019368367308420654,-0.0062336375385271346,0.0006279294239312912,-1.3778655839937797e-05
1000,10.0,0.01,0.001,0.0006887739873491228,1.0565266609191895,0.0068877399899065495,0.010565266013145447,0.01745300553739071,0.0766286700963974,34.45237350463867,0.7662868499755859,0.3445236086845398,0.4496013584149544,-0.016471361741423607,0.8349819779396057,0.7516871094703674,0.5828474760055542,0.11434808373451233,0.9801019855343935,0.16905543076891436,u_t_hat = (-0.116595)*u + (-0.104413)*u_x + (+0.003348)*u_xx + (-0.063776)*u^2 + (-0.034732)*u*u_x + (+0.001290)*u*u_xx + (-0.003745)*u_x^2 + (+0.000365)*u_x*u_xx + (-0.000006)*u_xx^2,-0.11659514425936683,-0.10441319297740498,0.0033478801551010805,-0.06377596459845909,-0.03473171072459423,0.0012902804937792414,-0.0037449548333774825,0.0003645914625311043,-6.4814115296994825e-06
