lambda_pde,epoch,data_loss,pde_loss,total_loss,coeff_error,spurious_l2,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2,data_grad,pde_grad,weighted_pde_grad,grad_ratio,grad_cos,symnet_pde_grad,symnet_data_grad,surrogate_update_rel,symnet_update_rel,lambda_data,lambda_ratio,weighted_data_loss,weighted_pde_loss,g_data_norm,g_pde_norm,weighted_g_data_norm,weighted_g_pde_norm,weighted_pde_over_data,gradient_cosine,g_total_norm,cancellation_ratio,data_dot_total,pde_dot_total,coefficient_error,expression
0.01,0,2.171844959259033,76.15037536621094,2.933348655700684,0.9643839296883524,0.2052096272667628,0.0816052091172217,-0.1665023637241189,0.0062685311053838,-0.087417655882259,-0.0578021335833002,0.0028305348922218,-0.0088202730268137,0.0009421325894529,-2.289914089529956e-05,30.809986042383507,1236.7681538288143,12.367681538288146,0.4014179532984742,0.5646257718891676,32.1316663897992,0.0,,,1.0,0.01,2.171844959259033,0.7615037536621094,30.809986042383507,1236.7681538288143,30.809986042383507,12.367681538288144,0.4014179532984742,0.5646257718891676,39.14733626623997,0.9066570396165667,1164.4048150207102,368.10912172135704,0.9643839296883524,u_t_hat = (+0.081605)*u + (-0.166502)*u_x + (+0.006269)*u_xx + (-0.087418)*u^2 + (-0.057802)*u*u_x + (+0.002831)*u*u_xx + (-0.008820)*u_x^2 + (+0.000942)*u_x*u_xx + (-0.000023)*u_xx^2
0.01,1,1.957454323768616,68.09542846679688,2.638408660888672,0.9646546067623843,0.2054679825207642,0.0821890171536161,-0.1667091433650813,0.0062584059692506,-0.0870868451668522,-0.0575815223053871,0.0028195682903404,-0.008784589016643,0.0009384711433676,-2.280830948669279e-05,,,,,,,,,,1.0,0.01,1.957454323768616,0.6809542846679688,,,,,,,,,,,0.9646546067623843,u_t_hat = (+0.082189)*u + (-0.166709)*u_x + (+0.006258)*u_xx + (-0.087087)*u^2 + (-0.057582)*u*u_x + (+0.002820)*u*u_xx + (-0.008785)*u_x^2 + (+0.000938)*u_x*u_xx + (-0.000023)*u_xx^2
0.01,2,1.8371193408966064,60.72114562988281,2.44433069229126,0.9649211920635457,0.2057206405263451,0.0827715202800065,-0.1669046084855452,0.0062482953174273,-0.0867605545560989,-0.0573639007691846,0.0028087336379025,-0.0087493860604438,0.0009348536254003,-2.271842676881621e-05,,,,,,,,,,1.0,0.01,1.8371193408966064,0.6072114562988281,,,,,,,,,,,0.9649211920635457,u_t_hat = (+0.082772)*u + (-0.166905)*u_x + (+0.006248)*u_xx + (-0.086761)*u^2 + (-0.057364)*u*u_x + (+0.002809)*u*u_xx + (-0.008749)*u_x^2 + (+0.000935)*u_x*u_xx + (-0.000023)*u_xx^2
0.01,3,1.5712528228759766,56.45065307617188,2.1357593536376958,0.965180997605856,0.2059753995213042,0.0833357459669407,-0.1671032165283698,0.0062383101962898,-0.0864458130666738,-0.0571537194085023,0.0027981871954642,-0.0087153510140857,0.0009313292674904,-2.2630174087991346e-05,,,,,,,,,,1.0,0.01,1.5712528228759766,0.5645065307617189,,,,,,,,,,,0.965180997605856,u_t_hat = (+0.083336)*u + (-0.167103)*u_x + (+0.006238)*u_xx + (-0.086446)*u^2 + (-0.057154)*u*u_x + (+0.002798)*u*u_xx + (-0.008715)*u_x^2 + (+0.000931)*u_x*u_xx + (-0.000023)*u_xx^2
0.01,4,1.4530587196350098,49.72792053222656,1.9503378868103027,0.9654373504493636,0.2062314794988302,0.0838866093754338,-0.167303340569039,0.0062285803611143,-0.0861396953274753,-0.0569474020461317,0.0027878796361305,-0.0086816664043956,0.0009278547654987,-2.254353616739483e-05,,,,,,,,,,1.0,0.01,1.4530587196350098,0.49727920532226566,,,,,,,,,,,0.9654373504493636,u_t_hat = (+0.083887)*u + (-0.167303)*u_x + (+0.006229)*u_xx + (-0.086140)*u^2 + (-0.056947)*u*u_x + (+0.002788)*u*u_xx + (-0.008682)*u_x^2 + (+0.000928)*u_x*u_xx + (-0.000023)*u_xx^2
0.01,5,1.297424554824829,44.82368850708008,1.7456614971160889,0.9656831175052186,0.2064780114986928,0.0844106090366444,-0.1674960941486427,0.0062188233678577,-0.0858469144363894,-0.0567498776184668,0.0027779025669918,-0.0086493994703171,0.0009244906453834,-2.245874215937696e-05,,,,,,,,,,1.0,0.01,1.297424554824829,0.4482368850708008,,,,,,,,,,,0.9656831175052186,u_t_hat = (+0.084411)*u + (-0.167496)*u_x + (+0.006219)*u_xx + (-0.085847)*u^2 + (-0.056750)*u*u_x + (+0.002778)*u*u_xx + (-0.008649)*u_x^2 + (+0.000924)*u_x*u_xx + (-0.000022)*u_xx^2
0.01,6,1.1842458248138428,42.27214431762695,1.606967210769653,0.9659175852121964,0.206703662614425,0.0849160876751981,-0.1676643082834615,0.0062094272753228,-0.0855660991257122,-0.05655938322125,0.0027682871696924,-0.0086181214048001,0.0009212324768939,-2.237666284286882e-05,,,,,,,,,,1.0,0.01,1.1842458248138428,0.42272144317626953,,,,,,,,,,,0.9659175852121964,u_t_hat = (+0.084916)*u + (-0.167664)*u_x + (+0.006209)*u_xx + (-0.085566)*u^2 + (-0.056559)*u*u_x + (+0.002768)*u*u_xx + (-0.008618)*u_x^2 + (+0.000921)*u_x*u_xx + (-0.000022)*u_xx^2
0.01,7,1.0619392395019531,37.34849166870117,1.4354240894317627,0.96614815908769,0.2069489638842537,0.0854313618381818,-0.1678433069557925,0.0061998887537406,-0.0852981127862201,-0.0563772212449736,0.0027590480661331,-0.008588165441258,0.0009180977314409,-2.229732113310544e-05,,,,,,,,,,1.0,0.01,1.0619392395019531,0.3734849166870117,,,,,,,,,,,0.96614815908769,u_t_hat = (+0.085431)*u + (-0.167843)*u_x + (+0.006200)*u_xx + (-0.085298)*u^2 + (-0.056377)*u*u_x + (+0.002759)*u*u_xx + (-0.008588)*u_x^2 + (+0.000918)*u_x*u_xx + (-0.000022)*u_xx^2
0.01,8,0.9842581748962402,35.02494430541992,1.3345075845718384,0.9663740234925636,0.2071969700657346,0.0859410683851484,-0.168021467515494,0.0061904051518334,-0.0850402738277367,-0.0562005170763684,0.0027500716282885,-0.0085589007936883,0.0009150300637251,-2.221956515760605e-05,,,,,,,,,,1.0,0.01,0.9842581748962402,0.35024944305419925,,,,,,,,,,,0.9663740234925636,u_t_hat = (+0.085941)*u + (-0.168021)*u_x + (+0.006190)*u_xx + (-0.085040)*u^2 + (-0.056201)*u*u_x + (+0.002750)*u*u_xx + (-0.008559)*u_x^2 + (+0.000915)*u_x*u_xx + (-0.000022)*u_xx^2
0.01,9,0.9320135712623596,30.111602783203125,1.233129620552063,0.966592679331086,0.2074525896209934,0.0864476170499053,-0.1682019821856695,0.0061809221534391,-0.0847959393167519,-0.0560329116523913,0.002741481701898,-0.0085311302806396,0.0009120936811806,-2.2144531512028075e-05,,,,,,,,,,1.0,0.01,0.9320135712623596,0.30111602783203123,,,,,,,,,,,0.966592679331086,u_t_hat = (+0.086448)*u + (-0.168202)*u_x + (+0.006181)*u_xx + (-0.084796)*u^2 + (-0.056033)*u*u_x + (+0.002741)*u*u_xx + (-0.008531)*u_x^2 + (+0.000912)*u_x*u_xx + (-0.000022)*u_xx^2
