epoch,u_mse,u_x_mse,u_xx_mse,u_t_mse
0,2.1669418811798096,70.51128070858503,16181.683780215653,78.11902169372291
50,0.43161505460739136,15.763273142958973,7163.702469392049,5.547051677342441
200,0.03600231930613518,5.37185909374468,4017.7459954876704,1.2707900169680535
500,0.016624318435788155,2.548571092997047,2638.855096206345,0.724493888065208
1000,0.014546857215464115,1.8676125195620963,2203.1242920884115,0.6364125154088414
