lambda_pde,epoch,data_loss,pde_loss,total_loss,coeff_error,spurious_l2,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2,data_grad,pde_grad,weighted_pde_grad,grad_ratio,grad_cos,symnet_pde_grad,symnet_data_grad,surrogate_update_rel,symnet_update_rel,lambda_data,lambda_ratio,weighted_data_loss,weighted_pde_loss,g_data_norm,g_pde_norm,weighted_g_data_norm,weighted_g_pde_norm,weighted_pde_over_data,gradient_cosine,g_total_norm,cancellation_ratio,data_dot_total,pde_dot_total,coefficient_error,expression
0.1,0,2.171844959259033,76.15037536621094,9.786882400512695,0.9643839296883524,0.2052096272667628,0.0816052091172217,-0.1665023637241189,0.0062685311053838,-0.087417655882259,-0.0578021335833002,0.0028305348922218,-0.0088202730268137,0.0009421325894529,-2.289914089529956e-05,30.809986042383507,1236.7681538288143,123.67681538288146,4.014179532984742,0.5646257718891676,32.1316663897992,0.0,,,1.0,0.1,2.171844959259033,7.615037536621094,30.809986042383507,1236.7681538288143,30.809986042383507,123.67681538288144,4.014179532984742,0.5646257718891676,143.346438410447,0.9278879301530024,3100.750990820303,17447.450414139777,0.9643839296883524,u_t_hat = (+0.081605)*u + (-0.166502)*u_x + (+0.006269)*u_xx + (-0.087418)*u^2 + (-0.057802)*u*u_x + (+0.002831)*u*u_xx + (-0.008820)*u_x^2 + (+0.000942)*u_x*u_xx + (-0.000023)*u_xx^2
0.1,1,2.0017218589782715,66.78083038330078,8.679804801940918,0.9646546067623843,0.2054679825207642,0.0821890171536161,-0.1667091433650813,0.0062584059692506,-0.0870868451668522,-0.0575815223053871,0.0028195682903404,-0.008784589016643,0.0009384711433676,-2.280830948669279e-05,,,,,,,,,,1.0,0.1,2.0017218589782715,6.678083038330079,,,,,,,,,,,0.9646546067623843,u_t_hat = (+0.082189)*u + (-0.166709)*u_x + (+0.006258)*u_xx + (-0.087087)*u^2 + (-0.057582)*u*u_x + (+0.002820)*u*u_xx + (-0.008785)*u_x^2 + (+0.000938)*u_x*u_xx + (-0.000023)*u_xx^2
0.1,2,1.9254062175750728,59.37617111206055,7.86302375793457,0.964922135604924,0.2057274901587376,0.0827699891856018,-0.1669136181963126,0.0062483067841726,-0.086760910069948,-0.0573644296404619,0.0028087523116555,-0.0087495179520625,0.0009348644826341,-2.271863147824913e-05,,,,,,,,,,1.0,0.1,1.9254062175750728,5.937617111206055,,,,,,,,,,,0.964922135604924,u_t_hat = (+0.082770)*u + (-0.166914)*u_x + (+0.006248)*u_xx + (-0.086761)*u^2 + (-0.057364)*u*u_x + (+0.002809)*u*u_xx + (-0.008750)*u_x^2 + (+0.000935)*u_x*u_xx + (-0.000023)*u_xx^2
0.1,3,1.689231038093567,53.95391082763672,7.084621906280518,0.9651824597145272,0.2059860081889016,0.0833284297715182,-0.1671196090253884,0.0062383518386807,-0.0864464326765252,-0.0571545396986467,0.0027982289471572,-0.0087155555416683,0.000931349734,-2.263068891693832e-05,,,,,,,,,,1.0,0.1,1.689231038093567,5.395391082763672,,,,,,,,,,,0.9651824597145272,u_t_hat = (+0.083328)*u + (-0.167120)*u_x + (+0.006238)*u_xx + (-0.086446)*u^2 + (-0.057155)*u*u_x + (+0.002798)*u*u_xx + (-0.008716)*u_x^2 + (+0.000931)*u_x*u_xx + (-0.000023)*u_xx^2
0.1,4,1.6046655178070068,47.30033874511719,6.334699630737305,0.9654382436839932,0.2062414752796656,0.083863869143764,-0.1673264995930223,0.006228685372361,-0.0861407517114843,-0.05694867205675,0.0027879617301768,-0.0086819805230817,0.0009278909562779,-2.254458721284148e-05,,,,,,,,,,1.0,0.1,1.6046655178070068,4.730033874511719,,,,,,,,,,,0.9654382436839932,u_t_hat = (+0.083864)*u + (-0.167326)*u_x + (+0.006229)*u_xx + (-0.086141)*u^2 + (-0.056949)*u*u_x + (+0.002788)*u*u_xx + (-0.008682)*u_x^2 + (+0.000928)*u_x*u_xx + (-0.000023)*u_xx^2
0.1,5,1.4771567583084106,41.87794494628906,5.664951324462891,0.9656822609218376,0.2064852571222833,0.08436036130209,-0.1675291749471373,0.00621897303906,-0.0858491186222542,-0.0567523384889,0.0027780540710258,-0.0086499901153921,0.0009245567871522,-2.2460616625602302e-05,,,,,,,,,,1.0,0.1,1.4771567583084106,4.187794494628906,,,,,,,,,,,0.9656822609218376,u_t_hat = (+0.084360)*u + (-0.167529)*u_x + (+0.006219)*u_xx + (-0.085849)*u^2 + (-0.056752)*u*u_x + (+0.002778)*u*u_xx + (-0.008650)*u_x^2 + (+0.000925)*u_x*u_xx + (-0.000022)*u_xx^2
0.1,6,1.3764383792877195,39.134727478027344,5.289911270141602,0.965916072070956,0.2067169717522797,0.0848292502641311,-0.1677223106074985,0.0062097036842367,-0.0855705989152886,-0.0565638444483511,0.0027685450788851,-0.008619142768398,0.0009213419851998,-2.237966168329291e-05,,,,,,,,,,1.0,0.1,1.3764383792877195,3.9134727478027345,,,,,,,,,,,0.965916072070956,u_t_hat = (+0.084829)*u + (-0.167722)*u_x + (+0.006210)*u_xx + (-0.085571)*u^2 + (-0.056564)*u*u_x + (+0.002769)*u*u_xx + (-0.008619)*u_x^2 + (+0.000921)*u_x*u_xx + (-0.000022)*u_xx^2
0.1,7,1.2890548706054688,34.69719696044922,4.758774757385254,0.9661455633663616,0.2069649558721251,0.0853129717032179,-0.1679199572858363,0.0062002798301079,-0.0853043901450423,-0.0563833806165841,0.002759398991756,-0.0085895767452938,0.0009182464880228,-2.230134963142349e-05,,,,,,,,,,1.0,0.1,1.2890548706054688,3.469719696044922,,,,,,,,,,,0.9661455633663616,u_t_hat = (+0.085313)*u + (-0.167920)*u_x + (+0.006200)*u_xx + (-0.085304)*u^2 + (-0.056383)*u*u_x + (+0.002759)*u*u_xx + (-0.008590)*u_x^2 + (+0.000918)*u_x*u_xx + (-0.000022)*u_xx^2
0.1,8,1.2227582931518557,32.14029693603516,4.436788082122803,0.9663698445515349,0.2072104056413427,0.0857869411148747,-0.1681128957432259,0.0061909434853513,-0.0850477548548768,-0.0562077377882974,0.0027505097568146,-0.0085605612263372,0.0009152118911914,-2.2224690531840807e-05,,,,,,,,,,1.0,0.1,1.2227582931518557,3.2140296936035164,,,,,,,,,,,0.9663698445515349,u_t_hat = (+0.085787)*u + (-0.168113)*u_x + (+0.006191)*u_xx + (-0.085048)*u^2 + (-0.056208)*u*u_x + (+0.002751)*u*u_xx + (-0.008561)*u_x^2 + (+0.000915)*u_x*u_xx + (-0.000022)*u_xx^2
0.1,9,1.177320122718811,27.215261459350582,3.89884614944458,0.9665872531247414,0.2074616804874754,0.0862579353317224,-0.1683064751102734,0.0061815836035912,-0.084803811409126,-0.0560404561630614,0.0027419878310719,-0.0085328888355556,0.0009122990950512,-2.2150654462827742e-05,,,,,,,,,,1.0,0.1,1.177320122718811,2.7215261459350586,,,,,,,,,,,0.9665872531247414,u_t_hat = (+0.086258)*u + (-0.168306)*u_x + (+0.006182)*u_xx + (-0.084804)*u^2 + (-0.056040)*u*u_x + (+0.002742)*u*u_xx + (-0.008533)*u_x^2 + (+0.000912)*u_x*u_xx + (-0.000022)*u_xx^2
