epoch,pde_mse,coeff_u,coeff_u_x,coeff_u_xx,coeff_u^2,coeff_u*u_x,coeff_u*u_xx,coeff_u_x^2,coeff_u_x*u_xx,coeff_u_xx^2
57,0.9284961223602295,-0.13505205512046814,0.0368444062769413,-0.04761087894439697,-0.008466619066894054,-0.0020016920752823353,0.0012550983810797334,0.00020201847655698657,-0.002323123859241605,0.004720661323517561
58,0.9268977642059326,-0.1354840248823166,0.032936662435531616,-0.04657306894659996,-0.008764626458287239,-0.002015382517129183,0.0011508027091622353,0.00022094498854130507,-0.0024556946009397507,0.004933822434395552
59,0.9253422617912292,-0.13573530316352844,0.029161179438233376,-0.045563243329524994,-0.009077169001102448,-0.002032326068729162,0.001046145218424499,0.00024058086273726076,-0.002594318939372897,0.0051569086499512196
60,0.9238263368606567,-0.13581115007400513,0.025518350303173065,-0.04460153728723526,-0.009404907003045082,-0.0020528023596853018,0.000941485574003309,0.00026095632347278297,-0.002739217597991228,0.0053902268409729
61,0.9223474264144897,-0.135721355676651,0.02200854942202568,-0.04370567575097084,-0.009748555719852448,-0.002077145269140601,0.0008373018354177475,0.00028209909214638174,-0.0028906059451401234,0.005634079221636057
62,0.920902669429779,-0.13547971844673157,0.018632134422659874,-0.042890891432762146,-0.010108881630003452,-0.002105747116729617,0.0007342009339481592,0.0003040345327463001,-0.003048695856705308,0.005888760089874268
63,0.9194898009300232,-0.13510344922542572,0.015389437787234783,-0.04216989874839783,-0.010486705228686333,-0.002139060525223613,0.0006329311290755868,0.000326785899233073,-0.003213695250451565,0.006154554896056652
64,0.9181066751480103,-0.13461251556873322,0.012280775234103203,-0.04155293479561806,-0.010882897302508354,-0.0021776037756353617,0.0005343887023627758,0.0003503745829220861,-0.0033858076203614473,0.006431734189391136
65,0.9167514443397522,-0.13402894139289856,0.009306438267230988,-0.04104779660701752,-0.01129838079214096,-0.0022219608072191477,0.00043964243377558887,0.00037482031621038914,-0.003565231105312705,0.006720553617924452
66,0.9154223203659058,-0.1333760917186737,0.006466696970164776,-0.040659982711076736,-0.011734122410416603,-0.0022727902978658676,0.0003499325248412788,0.0004001412889920175,-0.003752159420400858,0.007021245080977678
67,0.9141179919242859,-0.13267792761325836,0.0037617948837578297,-0.04039281979203224,-0.012191131711006165,-0.002330825664103031,0.0002666989457793534,0.0004263544688001275,-0.003946779761463404,0.0073340157978236675
68,0.9128366112709045,-0.13195838034152985,0.0011919483076781034,-0.040247637778520584,-0.012670447118580341,-0.002396880416199565,0.00019158264331053942,0.00045347565901465714,-0.0041492716409265995,0.0076590413227677345
69,0.9115772843360901,-0.1312405914068222,-0.0012426560278981924,-0.040223944932222366,-0.013173132203519344,-0.002471853978931904,0.0001264496531803161,0.00048152002273127437,-0.004359809681773186,0.007996461354196072
70,0.9103385210037231,-0.13054640591144562,-0.0035418656188994646,-0.04031964763998985,-0.013700256124138832,-0.0025567328557372093,7.339823059737682e-05,0.0005105017335154116,-0.00457855686545372,0.008346370421350002
71,0.9091194272041321,-0.12989576160907745,-0.0057055652141571045,-0.04053127020597458,-0.014252881519496441,-0.00265259831212461,3.477682912489399e-05,0.0005404346738941967,-0.004805668722838163,0.008708817884325981
72,0.9079189896583557,-0.12930625677108765,-0.007733680307865143,-0.04085417464375496,-0.014832038432359695,-0.002760627306997776,1.3197172847867478e-05,0.0005713325226679444,-0.0050412872806191444,0.00908379815518856
73,0.9067361950874329,-0.12879280745983124,-0.009626185521483421,-0.04128279536962509,-0.015438701957464218,-0.0028820992447435856,1.1540370906004682e-05,0.0006032085511833429,-0.005285544320940971,0.009471241384744644
74,0.9055702686309814,-0.1283673346042633,-0.011383107863366604,-0.04181084409356117,-0.01607375405728817,-0.003018396906554699,3.296984505141154e-05,0.0006360765546560287,-0.0055385553278028965,0.009871013462543488
75,0.9044204354286194,-0.12803862988948822,-0.013004537671804428,-0.0424315519630909,-0.016737964004278183,-0.003171010408550501,8.093571523204446e-05,0.0006699502118863165,-0.005800421349704266,0.010282901115715504
76,0.9032862186431885,-0.12781229615211487,-0.014490632340312004,-0.043137818574905396,-0.017431918531656265,-0.0033415392972528934,0.00015918009739834815,0.0007048441329970956,-0.006071225740015507,0.010706611908972263
77,0.9021668434143066,-0.12769073247909546,-0.01584162935614586,-0.043922435492277145,-0.018156001344323158,-0.0035316927824169397,0.00027172788395546377,0.0007407735683955252,-0.00635103415697813,0.011141768656671047
78,0.9010615348815918,-0.12767329812049866,-0.017057854682207108,-0.0447782427072525,-0.018910320475697517,-0.003743291599676013,0.0004228929174132645,0.0007777553400956094,-0.0066398922353982925,0.0115879001095891
79,0.8999699950218201,-0.1277565211057663,-0.018139734864234924,-0.045698247849941254,-0.019694652408361435,-0.003978265915066004,0.000617257144767791,0.000815807725302875,-0.00693782651796937,0.01204444095492363
80,0.898891270160675,-0.12793435156345367,-0.019087806344032288,-0.04667579382658005,-0.020508388057351112,-0.004238653928041458,0.000859660969581455,0.0008549513295292854,-0.007244842126965523,0.012510722503066063
81,0.8978245258331299,-0.1281985491514206,-0.019902730360627174,-0.04770463705062866,-0.021350448951125145,-0.004526597447693348,0.001155167119577527,0.0008952101343311369,-0.0075609260238707066,0.01298598200082779
82,0.8967685103416443,-0.1285390406847,-0.020585309714078903,-0.04877904802560806,-0.022219236940145493,-0.00484433863312006,0.0015090437373146415,0.0009366117883473635,-0.007886048406362534,0.013469352386891842
83,0.8957220315933228,-0.12894432246685028,-0.02113649621605873,-0.049893852323293686,-0.023112555965781212,-0.005194211844354868,0.001926712691783905,0.0009791889460757375,-0.008220159448683262,0.013959869742393494
84,0.8946831226348877,-0.12940192222595215,-0.021557411178946495,-0.051044490188360214,-0.024027545005083084,-0.0055786361917853355,0.002413712441921234,0.00102298054844141,-0.008563199080526829,0.014456473290920258
85,0.8936495184898376,-0.129898801445961,-0.021849358454346657,-0.05222707614302635,-0.024960633367300034,-0.006000109948217869,0.0029756338335573673,0.0010680333944037557,-0.008915097452700138,0.014958023093640804
86,0.892618715763092,-0.13042180240154266,-0.022013835608959198,-0.05343840271234512,-0.0259074829518795,-0.0064611975103616714,0.003618063172325492,0.0011144040618091822,-0.00927578005939722,0.015463288873434067
87,0.8915872573852539,-0.13095802068710327,-0.022052552551031113,-0.05467594042420387,-0.026862958446145058,-0.006964525673538446,0.004346515983343124,0.0011621604207903147,-0.00964517891407013,0.0159709881991148
88,0.8905518651008606,-0.13149519264698029,-0.021967440843582153,-0.055937834084033966,-0.027821127325296402,-0.007512765936553478,0.005166362505406141,0.0012113852426409721,-0.01002323254942894,0.01647978462278843
89,0.889508068561554,-0.132021963596344,-0.021760666742920876,-0.0572228878736496,-0.02877524122595787,-0.00810864008963108,0.006082742940634489,0.001262177829630673,-0.010409903712570667,0.016988299787044525
90,0.8884512186050415,-0.1325281858444214,-0.021434644237160683,-0.0585305318236351,-0.029717791825532913,-0.008754899725317955,0.007100502494722605,0.0013146576238796115,-0.01080518402159214,0.01749514974653721
91,0.8873763084411621,-0.13300511240959167,-0.020992038771510124,-0.059860825538635254,-0.03064054436981678,-0.009454330429434776,0.008224095217883587,0.0013689676998183131,-0.011209107004106045,0.01799895614385605
92,0.8862777352333069,-0.13344553112983704,-0.020435772836208344,-0.0612143911421299,-0.03153464198112488,-0.010209757834672928,0.0094575434923172,0.0014252783730626106,-0.01162175927311182,0.018498370423913002
93,0.8851497173309326,-0.13384386897087097,-0.019769027829170227,-0.06259240210056305,-0.03239067643880844,-0.011024029925465584,0.010804334655404091,0.001483791507780552,-0.012043297290802002,0.018992096185684204
94,0.8839859962463379,-0.1341961920261383,-0.018995242193341255,-0.06399654597043991,-0.03319882974028587,-0.011900056153535843,0.012267416343092918,0.0015447441255673766,-0.012473954819142818,0.019478918984532356
95,0.882780134677887,-0.13450020551681519,-0.018118105828762054,-0.06542897969484329,-0.033949002623558044,-0.012840799055993557,0.013849124312400818,0.0016084143426269293,-0.012914060615003109,0.01995772123336792
96,0.8815258145332336,-0.13475511968135834,-0.0171415526419878,-0.06689229607582092,-0.034630946815013885,-0.013849305920302868,0.015551184304058552,0.0016751250950619578,-0.013364049606025219,0.020427508279681206
97,0.8802163004875183,-0.1349615901708603,-0.016069741919636726,-0.06838949769735336,-0.03523441404104233,-0.014928732998669147,0.017374718561768532,0.0017452497268095613,-0.013824470341205597,0.020887427031993866
98,0.87884521484375,-0.13512150943279266,-0.014907040633261204,-0.06992397457361221,-0.03574927896261215,-0.016082389280200005,0.019320277497172356,0.0018192172283306718,-0.014296009205281734,0.021336786448955536
99,0.8774057626724243,-0.13523782789707184,-0.013658002950251102,-0.07149946689605713,-0.03616565093398094,-0.01731376349925995,0.021387863904237747,0.0018975172424688935,-0.014779483899474144,0.021775061264634132
100,0.8758915662765503,-0.13531433045864105,-0.012327335774898529,-0.07312002778053284,-0.036473993211984634,-0.01862657628953457,0.02357703261077404,0.0019807061180472374,-0.015275858342647552,0.022201910614967346
101,0.8742960691452026,-0.1353554129600525,-0.010919869877398014,-0.07479002326726913,-0.0366651825606823,-0.02002483792603016,0.02588694728910923,0.0020694127306342125,-0.01578625477850437,0.022617178037762642
102,0.8726128339767456,-0.13536588847637177,-0.009440523572266102,-0.0765141174197197,-0.036730557680130005,-0.021512886509299278,0.02831648476421833,0.0021643429063260555,-0.016311954706907272,0.023020891472697258
103,0.870835542678833,-0.13535071909427643,-0.007894262671470642,-0.07829722762107849,-0.03666197508573532,-0.02309546433389187,0.030864320695400238,0.0022662871051579714,-0.016854386776685715,0.023413246497511864
104,0.8689577579498291,-0.13531482219696045,-0.0062860543839633465,-0.08014455437660217,-0.0364517867565155,-0.024777762591838837,0.03352905064821243,0.0023761247284710407,-0.01741514541208744,0.023794615641236305
105,0.8669730424880981,-0.13526293635368347,-0.004620824940502644,-0.0820615291595459,-0.03609286993741989,-0.026565486565232277,0.036309268325567245,0.0024948318023234606,-0.01799597777426243,0.024165520444512367
106,0.8648748397827148,-0.13519935309886932,-0.0029034106992185116,-0.08405383676290512,-0.03557858616113663,-0.028464920818805695,0.03920366242527962,0.00262348516844213,-0.018598780035972595,0.02452661469578743
107,0.8626562356948853,-0.13512787222862244,-0.0011385102989152074,-0.08612741529941559,-0.03490275889635086,-0.030482953414320946,0.04221107438206673,0.0027632704004645348,-0.0192255936563015,0.02487866021692753
108,0.8603106141090393,-0.1350516378879547,0.0006693660980090499,-0.08828843384981155,-0.03405967354774475,-0.03262718394398689,0.04533057287335396,0.002915486227720976,-0.019878579303622246,0.025222506374120712
109,0.857830822467804,-0.13497312366962433,0.0025159488432109356,-0.09054327011108398,-0.03304402157664299,-0.034905917942523956,0.0485614538192749,0.0030815512873232365,-0.020560013130307198,0.02555905096232891
110,0.8552093505859375,-0.13489402830600739,0.00439725536853075,-0.09289854764938354,-0.03185092657804489,-0.03732823207974434,0.05190328508615494,0.0032630106434226036,-0.021272271871566772,0.025889208540320396
111,0.8524388074874878,-0.1348153054714203,0.00630963733419776,-0.09536108374595642,-0.030475949868559837,-0.039904020726680756,0.05535590648651123,0.0034615383483469486,-0.022017810493707657,0.026213891804218292
112,0.8495110273361206,-0.13473714888095856,0.008249826729297638,-0.09793790429830551,-0.028915120288729668,-0.04264400526881218,0.058919329196214676,0.0036789446603506804,-0.022799117490649223,0.026533957570791245
113,0.8464183211326599,-0.13465909659862518,0.01021498255431652,-0.10063620656728745,-0.027165038511157036,-0.04555976018309593,0.0625937432050705,0.003917176742106676,-0.02361871302127838,0.026850180700421333
114,0.8431522250175476,-0.13458004593849182,0.012202730402350426,-0.10346333682537079,-0.025222979485988617,-0.04866372421383858,0.06637939065694809,0.0041783214546740055,-0.0244790967553854,0.027163222432136536
115,0.8397047519683838,-0.13449837267398834,0.0142112011089921,-0.10642674565315247,-0.02308707870543003,-0.05196916311979294,0.0702764242887497,0.004464605823159218,-0.025382710620760918,0.027473583817481995
116,0.8360673189163208,-0.1344120353460312,0.016239063814282417,-0.10953392833471298,-0.02075660601258278,-0.0554901622235775,0.07428478449583054,0.004778390750288963,-0.026331888511776924,0.02778157778084278
117,0.8322320580482483,-0.13431866466999054,0.018285557627677917,-0.11279237270355225,-0.018232282251119614,-0.05924157798290253,0.0784040167927742,0.005122168455272913,-0.02732880227267742,0.028087282553315163
118,0.8281909823417664,-0.13421574234962463,0.020350519567728043,-0.11620946228504181,-0.015516756102442741,-0.0632389560341835,0.08263300359249115,0.005498547572642565,-0.028375403955578804,0.02839052863419056
119,0.8239368200302124,-0.13410066068172455,0.022434402257204056,-0.11979237198829651,-0.01261515449732542,-0.06749840080738068,0.0869697853922844,0.00591023825109005,-0.029473355039954185,0.028690844774246216
120,0.819462239742279,-0.13397091627120972,0.024538295343518257,-0.12354795634746552,-0.009535818360745907,-0.07203646004199982,0.09141121804714203,0.006360030733048916,-0.03062392771244049,0.028987431898713112
121,0.8147611021995544,-0.1338242143392563,0.026663929224014282,-0.1274825483560562,-0.006291171070188284,-0.07686994969844818,0.09595271199941635,0.006850761361420155,-0.03182794898748398,0.02927914634346962
122,0.8098273873329163,-0.13365858793258667,0.028813686221837997,-0.13160182535648346,-0.002898771082982421,-0.08201567083597183,0.10058785229921341,0.007385276257991791,-0.03308567404747009,0.02956446260213852
123,0.8046556711196899,-0.1334725320339203,0.03099059872329235,-0.13591057062149048,0.0006174854934215546,-0.0874902606010437,0.10530813783407211,0.007966378703713417,-0.0343967080116272,0.029841473326086998
124,0.7992408871650696,-0.13326512277126312,0.03319833055138588,-0.14041242003440857,0.004226040560752153,-0.09330978244543076,0.11010263860225677,0.008596772328019142,-0.03575988486409187,0.030107872560620308
125,0.7935782074928284,-0.13303612172603607,0.035441167652606964,-0.14510957896709442,0.007886341772973537,-0.0994894728064537,0.11495774239301682,0.009278986603021622,-0.03717316314578056,0.030360953882336617
126,0.7876622676849365,-0.1327860951423645,0.03772398829460144,-0.15000250935554504,0.011547675356268883,-0.10604337602853775,0.11985699087381363,0.010015293024480343,-0.03863351792097092,0.030597617849707603
127,0.781487226486206,-0.1325165033340454,0.04005223140120506,-0.1550896167755127,0.015148432925343513,-0.11298415809869766,0.12478127330541611,0.010807611048221588,-0.040136855095624924,0.030814429745078087
128,0.7750461101531982,-0.13222981989383698,0.04243183508515358,-0.16036683320999146,0.018616214394569397,-0.12032289057970047,0.12970896065235138,0.011657396331429482,-0.04167792201042175,0.031007636338472366
129,0.7683302760124207,-0.13192963600158691,0.044869184494018555,-0.165827214717865,0.02186919003725052,-0.12806910276412964,0.13461677730083466,0.012565535493195057,-0.04325025901198387,0.031173240393400192
130,0.7613299489021301,-0.13162072002887726,0.0473710335791111,-0.17146053910255432,0.02481905184686184,-0.13623103499412537,0.1394808143377304,0.01353222131729126,-0.04484619200229645,0.03130710870027542
131,0.7540338039398193,-0.13130904734134674,0.049944404512643814,-0.177252858877182,0.027375679463148117,-0.14481626451015472,0.1442779153585434,0.01455683819949627,-0.04645681381225586,0.03140505775809288
132,0.7464303374290466,-0.131001815199852,0.05259648337960243,-0.1831861138343811,0.02945312112569809,-0.15383248031139374,0.1489873230457306,0.015637846663594246,-0.04807212948799133,0.03146299347281456
133,0.7385087013244629,-0.13070736825466156,0.05533447861671448,-0.18923765420913696,0.030976075679063797,-0.16328857839107513,0.15359213948249817,0.01677270419895649,-0.04968112334609032,0.03147706016898155
134,0.7302603125572205,-0.1304350197315216,0.05816546455025673,-0.1953798085451126,0.03188576176762581,-0.1731957048177719,0.15808066725730896,0.0179577749222517,-0.05127202346920967,0.03144380822777748
135,0.7216796875,-0.13019484281539917,0.061096224933862686,-0.2015794962644577,0.03214428946375847,-0.18356837332248688,0.1624469757080078,0.019188299775123596,-0.052832528948783875,0.03136033937335014
136,0.712765634059906,-0.12999726831912994,0.06413304805755615,-0.20779789984226227,0.03173721954226494,-0.19442516565322876,0.16669116914272308,0.020458398386836052,-0.05435015633702278,0.031224491074681282
137,0.703521728515625,-0.12985269725322723,0.06728155165910721,-0.21399009227752686,0.030674606561660767,-0.20578943192958832,0.17081907391548157,0.021761080250144005,-0.055812615901231766,0.031034985557198524
138,0.6939554214477539,-0.1297709345817566,0.070546455681324,-0.2201048731803894,0.028991486877202988,-0.2176898866891861,0.17484186589717865,0.023088352754712105,-0.05720824375748634,0.030791550874710083
