epoch,data_loss,pde_loss,total_loss,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2
43,0.5005336999893188,398.10723876953125,199.5541534423828,0.21330862071888262,-1.0401566271599323,0.0708411483844871,-0.483278357257889,-0.8383663431924682,0.07500309015025422,-0.33418421325643255,0.06552982272218703,-0.0029081429545184724
44,0.47438672184944153,361.4093933105469,181.1790771484375,0.21299407304440152,-1.0397759141371303,0.0707994180576965,-0.482979777147841,-0.8378464132819416,0.07495365587014406,-0.33396479640549226,0.06548679463116723,-0.0029061045549155103
45,0.47938305139541626,354.3330383300781,177.64590454101562,0.21266172158820978,-1.0394015397286518,0.07075814247991231,-0.4826936759210877,-0.8373479984934885,0.0749063033540895,-0.3337542794580222,0.0654455517029622,-0.0029041521297815697
46,0.48709219694137573,370.65301513671875,185.8135986328125,0.21232108583646128,-1.0390400802468573,0.0707167745312362,-0.4824192317975095,-0.8368696833585513,0.0748608548905248,-0.33355224111681675,0.06540595698063645,-0.002902277632245166
47,0.4817514419555664,351.3572082519531,176.1603546142578,0.21198668992686734,-1.0386798884879276,0.0706752715789488,-0.48215425336345474,-0.8364083538463036,0.07481698044368505,-0.33335757547671097,0.06536777433154248,-0.0029004681449599683
48,0.4672764241695404,302.1932678222656,151.56390380859375,0.2116889451037854,-1.038322232174727,0.07063428021929362,-0.4818984666922169,-0.8359636702442917,0.07477465462620372,-0.3331700718891019,0.06533097541976261,-0.0028987236679259764
49,0.4673541784286499,323.53033447265625,162.23252868652344,0.21137789003719967,-1.0379789962091124,0.07059426941218348,-0.4816529979269227,-0.8355373311147846,0.07473402976228001,-0.3329906256105518,0.06529571137019123,-0.002897049495137589
50,0.4575555920600891,301.4627990722656,151.18894958496094,0.21107164795466493,-1.037641781927105,0.0705549833613023,-0.48141617307103246,-0.8351263356644402,0.07469483166835536,-0.33281757778331317,0.06526169410099843,-0.0028954329210082504
51,0.45746514201164246,295.2388916015625,148.076904296875,0.21075041321384752,-1.0373082915810128,0.07051651443754199,-0.4811879921245463,-0.8347306272745164,0.0746570654219031,-0.3326511653870642,0.065228942502796,-0.00289387606313572
52,0.4590480327606201,292.14141845703125,146.52975463867188,0.21042883773079643,-1.036986686136777,0.0704785642118671,-0.4809674811258412,-0.8343488470951981,0.07462059900861724,-0.33249078280707167,0.06519736212252496,-0.002892374262804927
53,0.4510306417942047,275.9405822753906,138.42132568359375,0.21009567701179965,-1.0366697554206048,0.07044042924440838,-0.4807544270208121,-0.8339800892266084,0.07458537149881812,-0.33233592975290394,0.06516687267508518,-0.0028909230730605785
54,0.4409002661705017,276.4582824707031,138.6700439453125,0.2097516551341038,-1.0363637588141403,0.07040282718594153,-0.4805480689019411,-0.8336239007188089,0.07455128642051292,-0.3321867115488623,0.06513744110190602,-0.0028895205880646903
55,0.44707193970680237,262.70635986328125,131.8002471923828,0.20940944344952445,-1.0360636254259252,0.070365203811115,-0.48034773717061224,-0.8332790359594692,0.07451823206928891,-0.33204254891128904,0.06510897294992847,-0.002888162360861969
56,0.4537394940853119,267.40203857421875,134.15475463867188,0.20906480397653002,-1.0357684044638107,0.07032786465441747,-0.480154162298043,-0.8329454383298468,0.07448630999461218,-0.3319030732051291,0.06508145405119371,-0.0028868500855306206
57,0.44857853651046753,258.4144287109375,129.65579223632812,0.2087272136084952,-1.035478095927797,0.07029044023228125,-0.47996615726850517,-0.8326219754550958,0.07445531709755053,-0.3317678368021014,0.0650547568940721,-0.002885576562238265
58,0.4375312328338623,247.7491912841797,124.31212615966797,0.2083819991329814,-1.0351917490257352,0.07025369082820139,-0.4797835394641945,-0.8323081943852778,0.07442518737095094,-0.33163699768865823,0.06502886731060481,-0.0028843386145882633
59,0.4479740262031555,251.78610229492188,126.34102630615234,0.20805145786990614,-1.034911819970676,0.07021687036958929,-0.47960600452210383,-0.8320037554079391,0.07439592081481342,-0.3315102135608198,0.06500374751956822,-0.002883136666100167
60,0.4291834831237793,235.53363037109375,118.19599914550781,0.2077339074044906,-1.0346360902476062,0.0701805615036094,-0.47943279153471513,-0.8317075261482337,0.07436739049230531,-0.3313870367903051,0.06497931251320926,-0.0028819652110198025
61,0.4395827353000641,230.02090454101562,115.45003509521484,0.20741009580053085,-1.0343643221584884,0.07014590110277771,-0.4792640831198328,-0.8314191668937079,0.07433962179079315,-0.3312672830595867,0.06495555756887499,-0.002880826578704705
62,0.42509233951568604,220.89373779296875,110.87196350097656,0.20709064995644036,-1.0340912071138268,0.07011104174925571,-0.47910009233156187,-0.8311390173568152,0.07431264517511678,-0.33115095236866454,0.06493248740921834,-0.0028797205573950985
63,0.4210641086101532,222.77157592773438,111.80685424804688,0.2067807874876726,-1.0338181713018444,0.07007650214112886,-0.47894063655209795,-0.8308670209188135,0.07428643018043635,-0.33103817637291544,0.06491008786628046,-0.0028786458765323276
64,0.4321568012237549,213.54786682128906,107.20609283447266,0.20648018894838344,-1.033547274772196,0.07004252386380677,-0.47878538098213314,-0.8306021018235991,0.07426089556717895,-0.3309283231265308,0.06488828810026713,-0.002877599994999081
65,0.42203500866889954,209.25096130371094,105.04751586914062,0.20619181453672814,-1.033282082995439,0.0700084105828734,-0.47863456911207325,-0.8303445431648835,0.07423607687765775,-0.3308214452916614,0.0648670644979136,-0.0028765818539964795
66,0.4258580803871155,214.4920196533203,107.67186737060547,0.2058961567598276,-1.0330195851297692,0.06997486573819804,-0.47848777483370825,-0.8300939486114707,0.07421191318219307,-0.3307173585507797,0.06484639816860809,-0.0028755901829658676
67,0.42013096809387207,198.67835998535156,99.75930786132812,0.20559104338594195,-1.0327599396405451,0.06994197459521938,-0.4783442372395201,-0.8298487894573184,0.07418826231153232,-0.33061561527560474,0.06482618049133272,-0.002874619264393295
68,0.41824769973754883,209.2094268798828,105.02296447753906,0.20526914845704675,-1.0325052065774216,0.06991048322652606,-0.47820447374662095,-0.8296099716023037,0.07416522073766832,-0.3305163997836639,0.06480646813792293,-0.0028736729099547286
69,0.4140801429748535,203.87017822265625,102.34916687011719,0.2049431646213472,-1.0322545936136083,0.06987975924678103,-0.4780671147214786,-0.8293756266279304,0.07414260059408875,-0.330419106460224,0.06478714304205496,-0.0028727449786166673
70,0.41009148955345154,196.30621337890625,98.56320190429688,0.20462736045987934,-1.0320113492889462,0.06984885763070538,-0.47793246452710025,-0.8291458677716833,0.07412041711321352,-0.33032384062958653,0.06476819575842292,-0.0028718344115802306
71,0.41581499576568604,197.0956268310547,98.96363067626953,0.20430659423963327,-1.0317717496675198,0.06981837523637001,-0.4778000057463736,-0.8289204685585932,0.07409863983020279,-0.33023054962960074,0.06474963573233272,-0.0028709422676442987
72,0.40845900774002075,211.6988525390625,106.25788879394531,0.2039913863770744,-1.0315350024225391,0.06978758730754596,-0.47767007317860655,-0.8286993723699179,0.07407725351263665,-0.33013902281166385,0.06473141101460192,-0.002870065158652457
73,0.41391870379447937,187.7229461669922,94.275390625,0.203656096019117,-1.0313018206481155,0.06975722570591542,-0.47754129719026683,-0.8284802012184806,0.07405607537147607,-0.330048391250289,0.06471336103503023,-0.0028691971553309794
74,0.40760818123817444,185.95333862304688,93.38427734375,0.20331060469053833,-1.0310703819926306,0.06972752491143479,-0.47741413432586516,-0.8282648235227774,0.07403522218860709,-0.3299595765331137,0.06469565580912381,-0.002868344398713368
75,0.4030998945236206,187.49436950683594,94.15028381347656,0.2029787004585283,-1.0308373586835649,0.0696980301750977,-0.4772891020025138,-0.8280531826640658,0.07401472442886955,-0.3298724733358365,0.0646782764462709,-0.002867506677039846
76,0.4038272500038147,168.79771423339844,84.80268096923828,0.20264008786379237,-1.0306023545575231,0.06966824411517837,-0.477166169783912,-0.8278452220236037,0.07399456178237024,-0.3297869236720054,0.0646611946105538,-0.0028666825079919833
77,0.394408643245697,178.149658203125,89.46923828125,0.2022842890826444,-1.0303736098131258,0.06963974414229278,-0.47704494199815045,-0.8276411114576178,0.07397474440405574,-0.3297033488388259,0.06464448114176671,-0.0028658748562066416
78,0.3939213454723358,166.67201232910156,83.72992706298828,0.20192086619401745,-1.0301451027667656,0.06961169181296037,-0.4769260273712435,-0.8274406811098813,0.07395527229392608,-0.32962114322156494,0.06462803214154479,-0.002865080121767631
79,0.39040279388427734,169.3130340576172,85.04692077636719,0.20156261832806474,-1.0299129510171694,0.06958326289460703,-0.47680945633949184,-0.827244440549075,0.07393620638166092,-0.32954067545527743,0.064611942062947,-0.0028643021163509176
80,0.3869650363922119,164.16989135742188,82.47190856933594,0.20119685283658112,-1.0296784222872017,0.06955397421641346,-0.4766954723933013,-0.8270519368252603,0.07391751112494711,-0.32946155057383314,0.06459612589822025,-0.0028635376635598626
81,0.39138108491897583,159.6798553466797,80.23130798339844,0.20082163174811243,-1.029448726750656,0.0695258508325488,-0.4765832537525524,-0.8268624905135298,0.07389910020673847,-0.3293837422461566,0.06458055531144687,-0.0028627848575564835
82,0.3858092129230499,159.58999633789062,80.1808090209961,0.2004533958754345,-1.029218714283394,0.06949779139776316,-0.47647280041724516,-0.8266768376575332,0.07388100409187481,-0.3293076981005289,0.06456530586507403,-0.0028620456041787623
83,0.3817918300628662,162.13670349121094,81.45014190673828,0.20008679982475627,-1.0289916334252565,0.0694700659192791,-0.4763639906421767,-0.8264939591199092,0.0738631973929896,-0.32923291784651826,0.06455031144196045,-0.0028613190563875966
84,0.3892623484134674,156.11045837402344,78.44448852539062,0.19973087326527064,-1.028763126378896,0.06944254649893856,-0.4762564896280392,-0.8263134019507195,0.0738456191804032,-0.3291590855112205,0.06453551537027073,-0.0028606024613058983
85,0.37530064582824707,154.581787109375,77.66619110107422,0.19936351054456658,-1.0285365209168331,0.06941562393666892,-0.4761501756296297,-0.8261351661499641,0.07382826945411557,-0.3290863064189369,0.06452093654061666,-0.0028598966659727724
86,0.3886723518371582,161.82733154296875,81.30233764648438,0.19897655514542495,-1.0283150655789077,0.0693893834979089,-0.4760455965003611,-0.8259595914300966,0.07381118883391316,-0.32901444891429077,0.06450655606238648,-0.002859200823349114
87,0.3760511577129364,146.97979736328125,73.86595153808594,0.19858785344233565,-1.0280874300920169,0.06936308621552306,-0.4759419608964148,-0.8257857718912404,0.07379427577032988,-0.32894348666620676,0.0644923314317036,-0.002858511968798061
88,0.3818299174308777,141.63133239746094,71.19749450683594,0.1981856711246257,-1.0278605869319166,0.06933743552938071,-0.47584006016160946,-0.8256150097644683,0.07377763181283183,-0.32887386730296586,0.06447836182427998,-0.0028578339139955795
89,0.37795841693878174,149.91481018066406,75.33536529541016,0.19777422487743715,-1.0276353284253972,0.06931205485046091,-0.4757399247322458,-0.8254471918122958,0.07376126711636562,-0.32880538017596533,0.06446461418154498,-0.0028571672942209977
90,0.3817802667617798,138.91802978515625,69.8407974243164,0.1973691675471304,-1.0274108622456681,0.06928686601877818,-0.47564070239190365,-0.8252809591849075,0.07374506489904521,-0.32873752499477327,0.06445100349574549,-0.0028565074507592454
91,0.37983816862106323,144.22488403320312,72.49227905273438,0.19697222414126356,-1.0271894069077427,0.0692614356016858,-0.47554351928370964,-0.8251180104445727,0.07372915717517657,-0.32867098636734904,0.06443763838789937,-0.002855859042325392
92,0.3748661279678345,135.48196411132812,68.1158447265625,0.19657166034916368,-1.02696937775804,0.06923582044280957,-0.47544752319124367,-0.8249569867414759,0.07371344239529357,-0.32860521134111015,0.06442442440494761,-0.002855217621964144
93,0.3768268823623657,145.16021728515625,72.9569320678711,0.1961646650474028,-1.0267503786331649,0.06921053924023492,-0.4753525619330021,-0.8247983410255557,0.0736979205593962,-0.3285406212132622,0.06441142294137858,-0.0028545844602341566
94,0.3700512647628784,137.6538848876953,69.19699096679688,0.1957598419773817,-1.0265322510677595,0.06918581936846505,-0.4752583007096771,-0.8246404879720276,0.07368250027296497,-0.3284762680650925,0.06439847814964493,-0.0028539557454594637
95,0.3707309663295746,141.72732543945312,71.23439025878906,0.1953545716831789,-1.0263143612003909,0.06916103554761614,-0.47516528737468156,-0.8244845033369954,0.07366727293051936,-0.32841259952488205,0.06438568448280566,-0.0028533346540367036
96,0.35799309611320496,134.53001403808594,67.62300109863281,0.19494868379367752,-1.0260924304663912,0.0691359532977318,-0.47507300451090323,-0.8243298209330361,0.07365216744743312,-0.3283494312751034,0.06437298526902537,-0.00285271737428991
97,0.3549880385398865,125.5416259765625,63.12580108642578,0.19453691810064486,-1.0258720051532935,0.06911115526597644,-0.4749817260450486,-0.8241768937100881,0.0736372345984393,-0.3282869739643593,0.06436043718013944,-0.0028521081414146013
98,0.3688986897468567,128.743408203125,64.7406005859375,0.19411923201130174,-1.0256534021918136,0.06908670540142911,-0.47489199983053065,-0.8240262878555742,0.07362255562311078,-0.3282255435655541,0.06434810161063623,-0.0028515094965280885
99,0.36923161149024963,133.75990295410156,67.24918365478516,0.19370761539299633,-1.0254363046512356,0.06906298029311074,-0.47480343019544,-0.8238778335132677,0.07360804420440137,-0.3281648767679342,0.0643359077207215,-0.002850917416194629
100,0.3560921549797058,131.09384155273438,65.90301513671875,0.19331009698461013,-1.0252193655760156,0.0690392338684327,-0.4747154997226644,-0.823730285070838,0.073593649567578,-0.32810460493644467,0.06432379883855985,-0.0028503295710566876
101,0.36360836029052734,131.97549438476562,66.35135650634766,0.19292113972484554,-1.0250020303374006,0.06901524585834501,-0.47462817797590323,-0.8235839822407388,0.07357935140274746,-0.32804491238861294,0.06431178913211014,-0.0028497461728740404
102,0.3575780391693115,125.9044418334961,63.30979919433594,0.19252932874887374,-1.0247798619053636,0.06899121521553796,-0.47454161713666,-0.823438698548001,0.07356518525222287,-0.3279855358136855,0.06429986915606645,-0.0028491672216466872
103,0.3511401414871216,113.71656799316406,57.20942306518555,0.19213127793074739,-1.0245605458497724,0.06896745457995346,-0.4744563041857462,-0.8232950567987899,0.07355116127095088,-0.32792671219134056,0.0642880483557347,-0.0028485933526539563
104,0.3553732633590698,117.73477172851562,59.22275924682617,0.19172170576584416,-1.0243452706608125,0.06894456791511563,-0.47437254348616903,-0.8231542459866937,0.07353737593092427,-0.32786909979846196,0.06427642590682682,-0.002848028165812038
105,0.3610221743583679,116.61618041992188,58.66911315917969,0.1913233780946529,-1.0241293616104201,0.06892084280679726,-0.47429027416532704,-0.8230155866868049,0.07352381399972313,-0.3278121720135426,0.06426497347342511,-0.0028474712376013803
106,0.3617756962776184,126.0057601928711,63.364654541015625,0.190945196808029,-1.0239115509757306,0.06889674110945797,-0.47420897880610813,-0.8228789656616387,0.07351042470261442,-0.3277562711405621,0.0642536957781825,-0.002846921509223104
107,0.35299158096313477,114.20867919921875,57.457332611083984,0.19056094605036733,-1.0237000789553647,0.068872902313888,-0.4741281095550992,-0.8227430240613801,0.07349707094781885,-0.32770063357833523,0.06424245114151056,-0.002846372204364379
108,0.3581072688102722,117.00440979003906,58.860313415527344,0.19015995633047533,-1.0234950247820012,0.06884995880542438,-0.47404815339311185,-0.8226086677859059,0.07348387459469577,-0.3276456542929922,0.06423133873912118,-0.002845829675818484
109,0.34137359261512756,115.43598175048828,58.059364318847656,0.1897591795744794,-1.0232896536779215,0.06882777558045584,-0.4739692016290482,-0.8224756703602469,0.07347081025587866,-0.32759104364270414,0.06422031134448489,-0.0028452915942278824
110,0.3542819023132324,111.95403289794922,56.331298828125,0.18935207779077046,-1.0230849164352742,0.06880574157000503,-0.4738909803362018,-0.8223437486906916,0.07345786269894759,-0.3275369332828479,0.06420937840290758,-0.0028447577478327994
111,0.3508758842945099,114.12686157226562,57.414306640625,0.18895728532025383,-1.0228827938710354,0.06878419073037352,-0.4738130329700619,-0.8222129027772399,0.07344499638158943,-0.3274834811998755,0.06419854935969516,-0.0028442289836723388
112,0.3518220782279968,117.21879577636719,58.961219787597656,0.18857795402859118,-1.022679799747327,0.06876177302544854,-0.47373578563883845,-0.8220833590948611,0.0734322468461173,-0.3274305294073349,0.06418782421484762,-0.00284370424294762
113,0.33931684494018555,104.60174560546875,52.64019012451172,0.18818929491828107,-1.0224747455739636,0.0687388508333446,-0.4736594818329373,-0.8219548911685859,0.07341961409253123,-0.3273778672566232,0.06417716518714135,-0.0028431833138988683
114,0.3569508194923401,106.21939086914062,53.46664810180664,0.18778562185329872,-1.0222688990738096,0.06871617022665032,-0.4735845172242678,-0.8218282350420644,0.0734071793604041,-0.32732578438956933,0.06416664311637063,-0.002842670008202049
115,0.3492179811000824,101.58287811279297,51.140655517578125,0.18737869044070662,-1.022061943316149,0.06869336172179798,-0.47351022221421407,-0.8217026546716464,0.07339487156510961,-0.3272741228197211,0.06415621549865888,-0.0028421619964996278
116,0.3415995240211487,105.25357818603516,52.968387603759766,0.18697135439671203,-1.0218547498604515,0.06867047505696015,-0.47343717509248984,-0.8215791125759512,0.07338275163632747,-0.32722317218890756,0.06414594372849446,-0.0028416618199089156
117,0.34815216064453125,103.27184295654297,51.984073638916016,0.18656891652232685,-1.0216528649942498,0.06864816393383356,-0.47336464538787776,-0.8214563065239059,0.07337072817953816,-0.3271726165242243,0.06413576168873607,-0.0028411656667539456
118,0.34257209300994873,101.19902801513672,50.94208526611328,0.1861632628931111,-1.0214533571084192,0.0686263146651666,-0.4732927852818815,-0.8213347460841912,0.07335882658210818,-0.32712250848782215,0.06412566465673077,-0.002840674384073822
119,0.3515421748161316,103.48074340820312,52.091915130615234,0.18574434161317085,-1.0212517891729336,0.06860460750556414,-0.47322199044641045,-0.8212146011130339,0.0733470722314041,-0.327072848079701,0.06411566680043738,-0.0028401888189076474
120,0.342501163482666,106.20697021484375,53.445987701416016,0.1853336620360081,-1.0210468142322493,0.06858260902237945,-0.473151986954758,-0.8210955318979802,0.07333543466258606,-0.3270235563066349,0.06410575395189709,-0.0028397072771772155
121,0.3386787176132202,102.52570343017578,51.601531982421875,0.1849233870902479,-1.0208420769896018,0.06856066738282056,-0.47308207477200775,-0.8209765759204113,0.07332381232618794,-0.3269743435267948,0.0640958694392745,-0.0028392267942456634
