checkpoint_epoch,seed,epoch,pde_loss,coefficient_error,spurious_l2,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2,loose_success,strong_success,symnet_initial_state_sha256,frozen_theta_sha256,frozen_unchanged,initial_beta_max_abs_difference_phase23,coordinate_max_abs_error
50,0,1000,25.189571380615234,1.0010035216497535,0.21011211757361906,0.12527054006970212,-0.16389095943613294,0.002174741265720658,0.03770096901931633,-0.021458632169802164,0.0011274016299014375,-0.012992236890309506,0.0016468590861654843,-5.1897255602312585e-05,False,False,6ffb26fc7bf0cdda1999e6644addbe32bed8b3cc4f8af7435bd2f67032af30ff,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,5.960464410925681e-08,5.249665804285542e-07
50,1,1000,25.1895694732666,1.0010029476167586,0.2101116566720457,0.12527018922342584,-0.16389094039953553,0.0021747418874837597,0.03769961770942764,-0.021459120403654462,0.0011274107794935501,-0.01299232656927365,0.001646858490427317,-5.189683726218717e-05,False,False,5e795d58a79b78c494a7d013d132b1d57f13126e5dff4728030e64ed2c7c221a,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,2.2351751727267555e-08,4.6335286718601765e-07
50,2,1000,25.1895694732666,1.0010027782533095,0.21011201468087673,0.1252703897070123,-0.16389092136293815,0.002174742042924535,0.037701040140889416,-0.021459370523455843,0.001127426203091683,-0.012992294649642345,0.0016468574975303713,-5.189690536406805e-05,False,False,ba4c09f9c596b4d07be24754120da885ac1ea6856855be4c95595f19e0bbb5a2,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,2.980231847415915e-08,5.850609223756464e-07
50,3,1000,25.1895694732666,1.0010035014370722,0.2101122168696293,0.12527052753947798,-0.16389094039953553,0.0021747400221944556,0.037701643357194496,-0.021458674189928795,0.0011273905196824436,-0.012992247530186608,0.001646861369828459,-5.1897330190086876e-05,False,False,87cb5f46fc33667063b778a04a38c915442b6b82dd334d87fd599d049cc20f76,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,2.980232233218416e-08,6.792269813260532e-07
50,4,1000,25.189573287963867,1.001003273819327,0.21011209242238985,0.12527052753947798,-0.16389097847273035,0.002174741265720658,0.03770076882525874,-0.021458880288645135,0.001127400845650685,-0.012992291609677459,0.0016468606748005971,-5.189712264149753e-05,False,False,c40ec782b65e3f01b0f22745aa90fea273168994a0ea94d4d4fd70aa396c321d,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,5.960464466436832e-08,8.931894450725508e-07
50,5,1000,25.1895694732666,1.0010033299960626,0.21011058930852766,0.12526966295401137,-0.16389094039953553,0.0021747395558721298,0.03769543470727709,-0.021458500106547033,0.0011273999306914738,-0.01299227792983547,0.0016468547174189239,-5.189682429040034e-05,False,False,fd5d30c5e60998bc3a58fe284112a505c97a7578e1016ea09a1913bdd5783251,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,5.960464311005609e-08,8.38288461757486e-07
50,6,1000,25.189571380615234,1.0010029233968698,0.21011188592761476,0.12527045235813306,-0.16389086425314592,0.0021747400221944556,0.037700328925158524,-0.02145919443911567,0.0011273967936884638,-0.01299239496848359,0.001646858689006706,-5.189653566814328e-05,False,False,ded9be0548a99d259d557a32fb17249108cfc05422d0211bab938bb59b66d62f,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,2.980232316485143e-08,5.23739893232289e-07
50,7,1000,25.189571380615234,1.0010026603409332,0.21011217040834865,0.12527032705589153,-0.16389092136293815,0.002174741110279883,0.037702056915971345,-0.021459524597253494,0.001127426725925518,-0.012992466407658415,0.0016468589868757896,-5.189633784839405e-05,False,False,10cd6c568cb59be5a6ede41385d1cad2f969b58e04244fe669965d0818899317,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,2.980232252647319e-08,5.239653289024204e-07
50,8,1000,25.1895694732666,1.0010024731805036,0.21011065420627648,0.12526955018199398,-0.16389092136293815,0.0021747390895498035,0.03769617753259602,-0.021459390533039954,0.0011274395353544756,-0.012992496807307278,0.0016468503486723636,-5.189570223083917e-05,False,False,03fce22a3ae729a4d01dc6f0336f149b4ccc9dcead7071bbe78f89391e226314,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,2.980232222116186e-08,4.945063087902213e-07
50,9,1000,25.1895694732666,1.001003216674263,0.2101123047991913,0.12527064031149535,-0.16389088328974333,0.0021747417320429844,0.037702027940515644,-0.02145898433848251,0.0011274063354059526,-0.012992185210906441,0.0016468614691181535,-5.189757665403673e-05,False,False,7d7833e3ffda914a0018f5a3174b5566ba7c769b271536a6b254763a37fe8793,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,2.0712793390165185e-09,5.460237582077809e-07
50,10,1000,25.189571380615234,1.0010026044298912,0.2101119041855159,0.12527031452566736,-0.16389097847273035,0.0021747428201284117,0.0377003842419376,-0.021459524597253494,0.0011274131322458077,-0.012992416248237793,0.0016468602776418188,-5.189655836877023e-05,False,False,2b497ed8184a1dc796fbcbd959706e1e0d6af5aee507a27f3bacbc22a5c32b3d,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,1.4901161249358807e-08,6.380071200240423e-07
50,11,1000,25.1895694732666,1.0010030278033113,0.21011257908406633,0.12527071549284027,-0.16389092136293815,0.002174740643957557,0.037703094764111975,-0.021459236459242303,0.0011273986236068863,-0.012992320489343878,0.0016468626605944882,-5.189709345497715e-05,False,False,5701bbbdb5e35b9ba83fc7a6f1ded206d87afe7b4886c9be5a37a9a9a55da540,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,2.885929240026286e-08,7.422929910738674e-07
50,12,1000,25.1895694732666,1.0010031065093195,0.21011181719419922,0.12527033958611566,-0.16389092136293815,0.002174741265720658,0.03770009975564524,-0.021458992342316154,0.0011274064661144115,-0.012992314409414105,0.0016468592847448734,-5.1896944279428554e-05,False,False,29a7d76a55e06dd174f215b5372101b9bf9ca2a5701dffbe8b90e68e3adee061,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,1.4901161082825354e-08,5.748559352980465e-07
50,13,1000,25.189571380615234,1.0010031720377142,0.2101122692569184,0.12527054006970212,-0.16389101654592514,0.0021747423538060855,0.037701566967356735,-0.02145902235669232,0.001127407250365164,-0.01299223385034462,0.001646859384034568,-5.1897255602312585e-05,False,False,83c6bdc4e84503528b3ac7f4139acbb9b46a36a2824763ac07b93eec76460473,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,1.8227754083888215e-08,5.835484673255564e-07
50,14,1000,25.189571380615234,1.0010031262002155,0.21011169673470667,0.12527026440477074,-0.16389092136293815,0.002174742042924535,0.03769966248967736,-0.0214589463202727,0.0011274079039074575,-0.012992360008887397,0.0016468585897170115,-5.18967334878925e-05,False,False,5a6eddb5a2f42040bf08df0a890b7aededa83d733fd6fe3ea4113f6811a2f595,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,1.4901152201041157e-08,5.43772195049641e-07
50,15,1000,25.1895694732666,1.0010038113293178,0.21011291085682593,0.12527107886934075,-0.16389080714335372,0.0021747448408584906,0.03770429592845747,-0.021458506109422265,0.0011273873826794336,-0.012992138091450705,0.0016468643485192955,-5.189796580764176e-05,False,False,3d663675abcc54c04c67966640c93c8ba19a686265dbcf925c21fce118359a13,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,2.980232295668461e-08,4.896206311499895e-07
50,16,1000,25.1895694732666,1.0010024180085726,0.21011201306848498,0.1252701641629775,-0.16389099750932773,0.0021747415766022087,0.037701395748754855,-0.021459738699803478,0.0011274384896868056,-0.012992449687851541,0.0016468577953994551,-5.1896315147767094e-05,False,False,48d235981a7b8d7bdcfb12e8fdd459296d0d830ce6f4c5b7a332a70433b7e978,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,1.490116116609208e-08,5.895770942565548e-07
50,17,1000,25.1895694732666,1.001002446164859,0.21011143873228483,0.12527015163275337,-0.16389094039953553,0.002174738778668253,0.03769847713012588,-0.021459586626964237,0.0011274344377245843,-0.012992472487588188,0.0016468546181292293,-5.1896026525510025e-05,False,False,0f9fe9e1d0cc5bf8f56330405c4d701ee5fe3c0b9f60e4d2020838e07324ab8f,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,2.607703273455053e-08,5.231320536758233e-07
50,18,1000,25.1895694732666,1.0010026307056064,0.2101112651340338,0.12526981331670123,-0.16389092136293815,0.0021747418874837597,0.037698735275094875,-0.021459360518663786,0.001127436136934548,-0.012992417768220237,0.001646856504633426,-5.189638649259468e-05,False,False,68dd07d284eccc0952203340de33be43b1c976a7ebe34685f191c63e4495dcde,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,2.9802324774674815e-08,5.223367773865562e-07
50,19,1000,25.1895694732666,1.0010021651922747,0.21011233699968648,0.12527042729768476,-0.16389099750932773,0.0021747425092468607,0.03770233613399903,-0.02146006685698289,0.0011274388818121818,-0.012992422328167566,0.0016468575968200659,-5.18963573060743e-05,False,False,fdd83ac86d81f7cc473e4c7d2f58dd8f4b57908847b453ecfdb8f7932d54b456,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,1.8468179374675486e-08,6.176194595752804e-07
50,20,1000,25.1895694732666,1.001003041610414,0.2101107439031216,0.12526967548423554,-0.16389088328974333,0.0021747418874837597,0.03769647255541772,-0.021458828263726446,0.00112740032281685,-0.01299236608881717,0.001646856901792204,-5.1896581069397194e-05,False,False,f1c06d0d0ee41f7b080fde8a963eb20a9dbe6178671039e38f52fef7ddb28faa,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,2.980232222116186e-08,5.531229856359232e-07
50,21,1000,25.189571380615234,1.0010024004803582,0.21011133313606023,0.12527015163275337,-0.16389088328974333,0.0021747414211614334,0.037698163668377825,-0.02145961063846517,0.001127436659768383,-0.01299239496848359,0.0016468512422796147,-5.189611084212445e-05,False,False,3839dc9595f20d25e116a178d5603b383e1c0594825c5f11983657bc612c5cf1,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,1.4901162165292803e-08,4.3500880408942066e-07
50,22,1000,25.1895694732666,1.0010031789442504,0.2101114446598416,0.12527032705589153,-0.16389082617995113,0.002174740488516782,0.03769850083731691,-0.021458838268518503,0.0011273950944785,-0.012992252090133938,0.001646856901792204,-5.189701238130944e-05,False,False,c198b10f13e7c047b92ec8d9cc7f6d5b80f0aa55c9f3414d3d30c7b4f1fb6dd2,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,5.960464499743523e-08,4.842838197127719e-07
50,23,1000,25.1895694732666,1.00100274733145,0.21011266871259804,0.12527082826485766,-0.16389084521654854,0.002174741110279883,0.03770352939594752,-0.021459542605879192,0.0011274285558439405,-0.012992379768659159,0.001646858887586095,-5.189666214306491e-05,False,False,9d1d7a1f639f28896163273f83d3df5b50fc126f950ccdd51178ef7ae53476a4,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,2.9802321999117254e-08,5.856620060029627e-07
50,24,1000,25.1895694732666,1.0010029034988739,0.21011226660714843,0.1252703897070123,-0.16389097847273035,0.0021747425092468607,0.03770217281779416,-0.021459296487994634,0.0011274221511294617,-0.012992361528869841,0.0016468604762212079,-5.1896850233974005e-05,False,False,f182fe72954b870b576c7230bd1f10691ba097a570a6f6d4a5dafe05a0ce32bd,b8506e25732775404ad27c7cf8deebc849230f985a5139011cf397d2b0fd6a95,True,5.960464533050214e-08,4.6949377585647767e-07
200,0,1000,13.6098051071167,0.9430154227108402,0.3336844258798844,0.11528755560721064,-0.2774832044604365,0.004659904139400515,0.13386923902576436,-0.11812842609895621,0.005760157240910393,-0.05535421392194625,0.006234965919517153,-0.00017456104551578978,False,False,6ffb26fc7bf0cdda1999e6644addbe32bed8b3cc4f8af7435bd2f67032af30ff,ca9330b6300bdcaeaced7ceac2bc4c556b8e4aeb9bfbd84c26a19cf6bcf2d5df,True,5.960464410925681e-08,7.014327572107959e-07
200,1,1000,13.6098051071167,0.9430141203098426,0.3336800813344579,0.11528602300363602,-0.2774828987701837,0.004659902209208369,0.13386037539411702,-0.11812817494595931,0.005760147256038906,-0.05535418648592548,0.006234953050500271,-0.00017456043608329836,False,False,5e795d58a79b78c494a7d013d132b1d57f13126e5dff4728030e64ed2c7c221a,ca9330b6300bdcaeaced7ceac2bc4c556b8e4aeb9bfbd84c26a19cf6bcf2d5df,True,2.2351751727267555e-08,7.597489322108686e-07
200,2,1000,13.6098051071167,0.9430149844352562,0.3336841951845521,0.11528731075338511,-0.2774831127533607,0.004659903656852479,0.1338690403391272,-0.11812880747943298,0.005760163114364209,-0.05535427271341932,0.006234966909441528,-0.00017456088925104838,False,False,ba4c09f9c596b4d07be24754120da885ac1ea6856855be4c95595f19e0bbb5a2,ca9330b6300bdcaeaced7ceac2bc4c556b8e4aeb9bfbd84c26a19cf6bcf2d5df,True,2.980231847415915e-08,6.096009164124894e-07
200,3,1000,13.6098051071167,0.9430153328600549,0.3336824018909493,0.11528677570243302,-0.2774828070631078,0.004659903174304442,0.13386572889517426,-0.11812775635763115,0.005760141382585091,-0.05535411985558933,0.00623496641447934,-0.00017456135804527255,False,False,87cb5f46fc33667063b778a04a38c915442b6b82dd334d87fd599d049cc20f76,ca9330b6300bdcaeaced7ceac2bc4c556b8e4aeb9bfbd84c26a19cf6bcf2d5df,True,2.980232233218416e-08,6.859027124050954e-07
200,4,1000,13.6098051071167,0.9430157490687938,0.33368387324497756,0.11528763722515249,-0.27748274592505723,0.0046599055870446245,0.13386879749990396,-0.11812786798118532,0.005760137858512802,-0.055354080661273945,0.0062349683943280915,-0.00017456159244238464,False,False,c40ec782b65e3f01b0f22745aa90fea273168994a0ea94d4d4fd70aa396c321d,ca9330b6300bdcaeaced7ceac2bc4c556b8e4aeb9bfbd84c26a19cf6bcf2d5df,True,5.960464466436832e-08,8.981689401110771e-07
200,5,1000,13.6098051071167,0.9430149425981,0.3336837082631342,0.11528721099812286,-0.27748317389141125,0.004659905104496588,0.1338678261430111,-0.11812866794999026,0.005760168400472643,-0.055354174727630864,0.006234965919517153,-0.00017456118615405704,False,False,fd5d30c5e60998bc3a58fe284112a505c97a7578e1016ea09a1913bdd5783251,ca9330b6300bdcaeaced7ceac2bc4c556b8e4aeb9bfbd84c26a19cf6bcf2d5df,True,5.960464311005609e-08,1.2030802409856989e-06
200,6,1000,13.6098051071167,0.9430157114030187,0.33368366841993996,0.11528739237132696,-0.2774828070631078,0.004659904621948551,0.13386834493589705,-0.11812783077333394,0.005760141969930473,-0.05535414337217856,0.006234969384252467,-0.00017456146743059155,False,False,ded9be0548a99d259d557a32fb17249108cfc05422d0211bab938bb59b66d62f,ca9330b6300bdcaeaced7ceac2bc4c556b8e4aeb9bfbd84c26a19cf6bcf2d5df,True,2.980232316485143e-08,6.26143319415462e-07
