checkpoint_epoch,u,u_x,u_xx,u_t,scale_u,scale_u_x,scale_u_xx,reload_max_abs_u,reload_max_abs_u_x,reload_max_abs_u_xx,reload_max_abs_u_t
0,1.4289793733516534,63.48299896016337,13252.477614246372,76.65799396102275,1.1532667875289917,7.9706926345825195,115.12168884277344,0.0,0.0,0.0,0.0
50,0.4640163736050186,9.860788992433845,2297.3386485382794,25.55884738268105,0.594608724117279,3.1310555934906006,47.93195724487305,0.0,0.0,0.0,0.0
200,0.2780582229267491,3.884913910720157,953.6035376811892,14.182045144892433,0.41078728437423706,1.9498379230499268,30.88016128540039,0.0,0.0,0.0,0.0
500,0.19646481321912318,1.820561885441279,493.9588624058183,8.110692270571418,0.30418911576271057,1.3160110712051392,22.22362518310547,0.0,0.0,0.0,0.0
1000,0.16882388167448553,0.9788049841084594,299.71380834831115,4.430536236069128,0.26869285106658936,0.9436997771263123,17.309492111206055,0.0,0.0,0.0,0.0
