regime,time,max_abs_u_x,max_abs_u_xx,spectral_max_abs_u_x,spectral_max_abs_u_xx
shock,0.08600000000000006,5.004706280787209,17.1503274417113,5.018643675923038,17.19254958605412
shock,0.08800000000000006,5.049594696838931,17.404720615050657,5.064055351452845,17.447109697455502
shock,0.09000000000000007,5.095146071930461,17.654258634413914,5.110152029093669,17.696694271714584
shock,0.09200000000000007,5.14136993756284,17.944914039765965,5.1569441810576,18.00019470077943
shock,0.09400000000000007,5.1882757608502175,18.271607158632282,5.2044422497721685,18.327701704437217
shock,0.09600000000000007,5.235872924703233,18.59545189225695,5.252656628440906,18.652232856478374
shock,0.09800000000000007,5.284170706513692,18.91592086796496,5.301597640004136,18.97325005943828
shock,0.10000000000000007,5.333178255264699,19.23247786017573,5.351275514404964,19.290206466408478
shock,0.10200000000000008,5.3829045669888735,19.54457943140668,5.401700364063224,19.602548202846002
shock,0.10400000000000008,5.433358458496001,19.85167667468539,5.4528821574570046,19.90971619313874
shock,0.10600000000000008,5.48454853929045,20.18691844695418,5.504830690709455,20.26561352678025
shock,0.10800000000000008,5.5364831815979265,20.59387078691424,5.557555557075703,20.673916010094356
shock,0.11000000000000008,5.589170488420788,20.998801272433816,5.6110661142227185,21.080022804531637
shock,0.11200000000000009,5.642618259541052,21.40106241801844,5.665371449192861,21.483269699209945
shock,0.11400000000000009,5.696833955390769,21.799990399109355,5.720480340940342,21.88297610478746
shock,0.11600000000000009,5.751824658710202,22.194906906205613,5.776401220328498,22.27844702534995
shock,0.11800000000000009,5.807597033915827,22.5851211562365,5.833142127474657,22.66897519482384
shock,0.12000000000000009,5.864157284102144,22.96993205491314,5.890710666329747,23.05384337078622
shock,0.1220000000000001,5.921511105604001,23.390062357446077,5.949113956379145,23.509704841933182
shock,0.1240000000000001,5.979663640049604,23.910659863956482,6.008358581353036,24.03265668648333
shock,0.12600000000000008,6.0386194238385755,24.4304376191204,6.06845053483576,24.554537043216634
shock,0.12800000000000009,6.09838233498454,24.94857753050982,6.129395162666359,25.074500210982524
shock,0.1300000000000001,6.158955537267735,25.46423405703466,6.1911971020261864,25.59167267524476
shock,0.1320000000000001,6.2203414216501995,25.97653632339166,6.253860217113753,26.10515540237334
shock,0.1340000000000001,6.282541544914204,26.48459047329372,6.317387531312946,26.61402638773901
shock,0.1360000000000001,6.345556565493914,26.987482257403588,6.381781155767873,27.117343452420755
shock,0.1380000000000001,6.40938617648079,27.48427984960132,6.4470422142858705,27.614147280929743
shock,0.1400000000000001,6.474029035795091,28.02205099937199,6.513170764500243,28.218510924867893
shock,0.1420000000000001,6.539482693529161,28.713348829966744,6.580165715236351,28.914320295573642
shock,0.1440000000000001,6.605743516482787,29.405966691715133,6.648024740037558,29.611069875895723
shock,0.1460000000000001,6.672806609927314,30.098839089065006,6.716744186823382,30.307645430015032
shock,0.1480000000000001,6.741567473016537,30.790855006336994,6.78631898367008,31.002885997615646
shock,0.1500000000000001,6.816534165917404,31.480860279661762,6.860919088098231,31.69558655025783
shock,0.1520000000000001,6.892760941230469,32.16766033440654,6.939111432244557,32.384501044742166
shock,0.1540000000000001,6.970265139591674,32.850023289073775,7.018674356378055,33.06834587335398
shock,0.1560000000000001,7.049063726448357,33.52668342336535,7.099629052813861,33.74580370718692
shock,0.1580000000000001,7.129173234685051,34.19634500464339,7.181996428496478,34.41552772463038
shock,0.16000000000000011,7.210609703670997,34.85768646334137,7.265797043745736,35.15331213484156
shock,0.16200000000000012,7.293388614614477,35.7631992075114,7.351051046564059,36.12560833747078
shock,0.16400000000000012,7.377524822114447,36.73145255724686,7.437778102304157,37.10313974171156
