pde_lambda,num_seeds,final_data_loss_mean,final_data_loss_std,final_pde_loss_mean,final_pde_loss_std,final_total_loss_mean,final_total_loss_std,final_train_loss_mean,final_train_loss_std,final_tv_loss_mean,final_tv_loss_std,ls_coeff_error_l2_mean,ls_coeff_error_l2_std,ls_condition_number_mean,ls_condition_number_std,ls_residual_rel_l2_mean,ls_residual_rel_l2_std,ls_residual_rmse_mean,ls_residual_rmse_std,u_max_abs_mean,u_max_abs_std,u_rel_l2_mean,u_rel_l2_std,u_rmse_mean,u_rmse_std,ux_max_abs_mean,ux_max_abs_std,ux_rel_l2_mean,ux_rel_l2_std,ux_rmse_mean,ux_rmse_std,uxx_max_abs_mean,uxx_max_abs_std,uxx_rel_l2_mean,uxx_rel_l2_std,uxx_rmse_mean,uxx_rmse_std
0.1,3,0.044249658534309455,0.023987166417653347,0.012009862180270574,0.004735098991958235,0.056259520689990655,0.028472084508336166,0.056259520689990655,0.028472084508336166,0.0,0.0,1.0379171692826146,0.04089720511691596,51.281210408083545,52.38822652425499,209.99701752624466,36.91501253483822,0.6094544016606979,0.10923758931332622,0.8163858052130145,0.1346078362445873,0.2815693452232318,0.09673303604634881,0.19836093969144067,0.06814682157302036,51.039405656413095,3.4168165819164806,0.8008017137561706,0.1498092155151594,4.509501405021923,0.8436106669678535,11870.943714912219,8.815264891818154,0.9712362738123884,0.0380608042606653,242.12216693194932,9.488282770362433
0.3,3,0.11710360898288956,0.0739974398418567,0.0273404751424816,0.01797490839152803,0.14444408482155785,0.09185595106841339,0.14444408482155785,0.09185595106841339,0.0,0.0,1.0976073212983286,0.08622615015445796,25.836610108817627,9.890893568573176,266.73990674873716,124.38350701187284,0.5677713415335889,0.10602429863490706,1.0329410618017782,0.16886821312117062,0.45418676831408167,0.16267441621368495,0.3199670549603795,0.11460143162360376,54.04260056471413,2.695757209042258,0.9038027820579494,0.04571182770491289,5.089524467219136,0.25741397367212654,11861.954621290648,12.612775063117802,0.9963069735795352,0.003976393543845475,248.37211075900055,0.9912861034636943
0.5,3,0.17742605229513875,0.11274320070420633,0.03660493245634185,0.024808011748706678,0.21403098448176586,0.13694184338221868,0.21403098448176586,0.13694184338221868,0.0,0.0,1.225163828151498,0.31622750002651634,36.78541427290825,25.170132644128955,202.69564981905523,81.7043498457443,0.5208726707741022,0.10090974295045,1.1950983481967605,0.1717219802118547,0.5609088096918876,0.2011895954554516,0.3951509653278486,0.14173473741981563,55.301159418707336,2.168284318803903,0.9403550153728046,0.025220062665447556,5.295358626485456,0.14202006073529086,11873.25142158616,11.406664767730728,0.9995013893903449,0.00017233969496174476,249.16845547866276,0.042963037437585484
0.7,3,0.2125709506716862,0.12884405187603395,0.044617214430701414,0.030362580118568974,0.2571881645583477,0.15890650459694913,0.2571881645583477,0.15890650459694913,0.0,0.0,1.1776494319643511,0.41262963590219354,50.473821465101246,41.72668565462006,188.9333981863543,78.47509350583356,0.5071408939490822,0.08713881956362259,1.2495857789849978,0.1737371203999943,0.6147231245810983,0.2193703092978895,0.4330622587671678,0.15454274916977376,55.76857882448559,2.049790874702189,0.948404097542712,0.028816339045438077,5.340684887319839,0.1622715326163222,11874.063865637267,10.267325572303927,0.9995434488939985,0.00011313665115819722,249.17894060822323,0.028204147514317345
0.9,3,0.23650555602788137,0.13775695669400473,0.05236796631013649,0.036062896222194635,0.2888735239901165,0.1737900364471054,0.2888735239901165,0.1737900364471054,0.0,0.0,1.14111913425033,0.48493514894907563,62.56705965996772,55.18117232853721,172.76872656539499,73.3513653981221,0.5080555429647283,0.07145967163156862,1.2698491977024966,0.19332598181814425,0.6495321406655007,0.22917072526965648,0.4575846340092679,0.16144697988418424,56.040185577755416,1.9541028395099638,0.9532426421798791,0.031219282688587695,5.367931861776502,0.17580306926119887,11874.283634320382,9.878723413201993,0.9995657538825155,0.00011993517483363483,249.18450108027181,0.02989897021464188
