epoch,total_loss,data_loss,pde_loss,tv_loss,l1_data_loss,sparse_eql_loss
0,0.3282828274227324,0.3282828274227324,0.0,0.0,0.0,0.0
1,0.035388088829460596,0.035388088829460596,0.0,0.0,0.0,0.0
2,0.016521540322592333,0.016521540322592333,0.0,0.0,0.0,0.0
3,0.009993878577554982,0.009993878577554982,0.0,0.0,0.0,0.0
4,0.007068181476954903,0.007068181476954903,0.0,0.0,0.0,0.0
5,0.005448098863578505,0.005448098863578505,0.0,0.0,0.0,0.0
6,0.004422575235366821,0.004422575235366821,0.0,0.0,0.0,0.0
7,0.0037393000730801197,0.0037393000730801197,0.0,0.0,0.0,0.0
8,0.003219873836589238,0.003219873836589238,0.0,0.0,0.0,0.0
9,0.0028384586958776392,0.0028384586958776392,0.0,0.0,0.0,0.0
10,0.002553555922257522,0.002553555922257522,0.0,0.0,0.0,0.0
11,0.0023031119101991258,0.0023031119101991258,0.0,0.0,0.0,0.0
12,0.0021175041901952928,0.0021175041901952928,0.0,0.0,0.0,0.0
13,0.001954095633996148,0.001954095633996148,0.0,0.0,0.0,0.0
14,0.0018177349342121964,0.0018177349342121964,0.0,0.0,0.0,0.0
15,0.001715581282041967,0.001715581282041967,0.0,0.0,0.0,0.0
16,0.0016229535796723905,0.0016229535796723905,0.0,0.0,0.0,0.0
17,0.0015473246688969314,0.0015473246688969314,0.0,0.0,0.0,0.0
18,0.001482559406819443,0.001482559406819443,0.0,0.0,0.0,0.0
19,0.0014257732305734876,0.0014257732305734876,0.0,0.0,0.0,0.0
20,0.0013495207919428747,0.0013495207919428747,0.0,0.0,0.0,0.0
21,0.0013084756616976053,0.0013084756616976053,0.0,0.0,0.0,0.0
22,0.0012786814329465703,0.0012786814329465703,0.0,0.0,0.0,0.0
23,0.001236724694969044,0.001236724694969044,0.0,0.0,0.0,0.0
24,0.0012035511955175372,0.0012035511955175372,0.0,0.0,0.0,0.0
25,0.0011692515940272383,0.0011692515940272383,0.0,0.0,0.0,0.0
26,0.0011477320850457227,0.0011477320850457227,0.0,0.0,0.0,0.0
27,0.0011187460724382647,0.0011187460724382647,0.0,0.0,0.0,0.0
28,0.0011050537864248904,0.0011050537864248904,0.0,0.0,0.0,0.0
29,0.001072830548288212,0.001072830548288212,0.0,0.0,0.0,0.0
30,0.0010623211384795251,0.0010623211384795251,0.0,0.0,0.0,0.0
31,0.0010554847226197284,0.0010554847226197284,0.0,0.0,0.0,0.0
32,0.0010352578311641184,0.0010352578311641184,0.0,0.0,0.0,0.0
33,0.0010305714224361712,0.0010305714224361712,0.0,0.0,0.0,0.0
34,0.0010110989983548365,0.0010110989983548365,0.0,0.0,0.0,0.0
35,0.0010246421859067465,0.0010246421859067465,0.0,0.0,0.0,0.0
36,0.000985157622453121,0.000985157622453121,0.0,0.0,0.0,0.0
37,0.0009960775939925086,0.0009960775939925086,0.0,0.0,0.0,0.0
38,0.0009867900350530232,0.0009867900350530232,0.0,0.0,0.0,0.0
39,0.0009703315454461272,0.0009703315454461272,0.0,0.0,0.0,0.0
40,0.0009408540929490257,0.0009408540929490257,0.0,0.0,0.0,0.0
41,0.0009434372805694621,0.0009434372805694621,0.0,0.0,0.0,0.0
42,0.0009338485219308899,0.0009338485219308899,0.0,0.0,0.0,0.0
43,0.0009556229047048542,0.0009556229047048542,0.0,0.0,0.0,0.0
44,0.0009526264251372408,0.0009526264251372408,0.0,0.0,0.0,0.0
45,0.0009325931092635507,0.0009325931092635507,0.0,0.0,0.0,0.0
46,0.0009257309480629389,0.0009257309480629389,0.0,0.0,0.0,0.0
47,0.0009360938861463514,0.0009360938861463514,0.0,0.0,0.0,0.0
48,0.0009180335106239433,0.0009180335106239433,0.0,0.0,0.0,0.0
49,0.000918097303448511,0.000918097303448511,0.0,0.0,0.0,0.0
50,0.0009220916323275084,0.0009220916323275084,0.0,0.0,0.0,0.0
51,0.0009315316251198214,0.0009315316251198214,0.0,0.0,0.0,0.0
52,0.0009035039157237089,0.0009035039157237089,0.0,0.0,0.0,0.0
53,0.0008933844371876191,0.0008933844371876191,0.0,0.0,0.0,0.0
54,0.0009070401152019345,0.0009070401152019345,0.0,0.0,0.0,0.0
