treatment,runs,mean_final_pde_mse,median_final_pde_mse,std_final_pde_mse,q25_final_pde_mse,q75_final_pde_mse,mean_coefficient_error,median_coefficient_error,std_coefficient_error,q25_coefficient_error,q75_coefficient_error,mean_uux,median_uux,mean_uxx,median_uxx
unscaled,25,11.547067275047302,1.3909213542938232,35.42979451606952,0.9547407627105712,1.695078730583191,1.113247734985307,1.0339033532227913,0.20587028342920097,1.0133155185773028,1.100973578949063,-0.006334943620458936,-0.0001264781749341,-0.005585805175360272,-0.0014374093152582
scaled,25,0.08985068351030347,0.0898036807775497,0.00023500900717866413,0.0898036807775497,0.0898036807775497,0.1144828583440604,0.1131550491784011,0.006620225904576497,0.1131548207248737,0.1131553873636301,-0.8937031549723194,-0.8945989745299224,0.01016565756427876,0.0101850241916127
