epoch,data_loss,pde_loss,total_loss,lambda_pde,gradient_cosine,g_data_norm,weighted_g_pde_norm,g_total_norm,data_dot_total,weighted_pde_dot_total,cancellation_ratio,delta_theta_norm,update_vs_data_cosine,update_vs_pde_cosine,update_vs_total_cosine,coeff_error,spurious_l2,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2,u_mse,u_x_mse,u_xx_mse,u_t_mse,deriv_mse
0,2.171844959259033,76.15037536621094,40.247032165527344,0.5,0.5646264795122742,30.809972763061523,618.3836669921875,636.288330078125,11706.73828125,393156.375,0.9801210164628393,0.04630562663078308,0.10731028725381163,0.17678706057705704,0.1770085154025445,0.9643839296883523,0.20520962726676284,0.08160520911722177,-0.16650236372411895,0.006268531105383822,-0.08741765588225901,-0.057802133583300205,0.002830534892221806,-0.008820273026813711,0.0009421325894529834,-2.2899140895299556e-05,2.0147790908813477,65.52254935810866,15646.689952627865,69.68413061881387,15712.212501985974
50,0.7077092528343201,3.627659320831299,2.5215389728546143,0.5,-0.22104585536878313,8.324679374694824,30.54721450805664,29.83302879333496,13.08932876586914,876.9213256835938,0.7674704217736276,0.014573180116713047,0.048964967547912686,0.13172227088081018,0.14853893454569445,0.9706389751555835,0.21325302446673325,0.09326712022786582,-0.17372765875208973,0.005883605741680869,-0.08077483390189817,-0.053182227110192076,0.0025893413509963377,-0.008048652899020086,0.0008588300891659332,-2.0736567530665264e-05,0.7082364559173584,17.702615214767874,7005.53543576171,5.095543264095796,7023.238050976478
200,0.2768983840942383,0.46643757820129395,0.5101171731948853,0.5,-0.2716077503990291,4.546628952026367,6.925699234008789,7.178588390350342,12.119311332702637,39.41281509399414,0.625730738690737,0.005260212812572718,0.08129136134696181,0.057662522534515835,0.10711783638500778,0.9721211482779027,0.21644475021551932,0.09836965762014897,-0.1754432876299013,0.005314340376415928,-0.07950624875519365,-0.05239484571119501,0.0025432236992266716,-0.007935257964816343,0.0008443170251472662,-2.0323650272271416e-05,0.27171027660369873,8.159326634606295,4356.67273753386,1.4034763608968226,4364.832064168466
500,0.04872351139783859,0.11832966655492783,0.10788834095001221,0.5,-0.48441987909609535,2.097465753555298,4.689659595489502,4.106380462646484,-0.3655795454978943,17.227962493896484,0.6050249923886265,0.0027806651778519154,0.030168681386456172,0.03713159300746947,0.05781547546322426,0.9692628017170779,0.19746748726610924,0.061598289788428504,-0.17104311004862532,0.004682981679877902,-0.07664860304184963,-0.05118897602576851,0.002467943987264619,-0.00784381756928686,0.0008299175876955393,-1.985375810118454e-05,0.0480395182967186,4.793469473171994,3287.9061052070074,0.9816856518233622,3292.6995746801795
1000,0.030724698677659035,0.03883597254753113,0.05014268308877945,0.5,-0.5257398000053947,1.4450833797454834,3.3399507999420166,2.8580708503723145,-0.44921964406967163,8.617793083190918,0.5972937168358887,,,,,0.9675690026517524,0.18284328480796477,-0.020523420107180786,-0.1657261112017697,0.004236559255659425,-0.07402232574153485,-0.049994935787687496,0.002389323082851324,-0.007722619366222109,0.0008119717658769637,-1.9271873065783063e-05,0.031030388548970222,3.1129460989922864,2646.8675873438156,0.8609467089134356,2649.980533442808
