epoch,u_mse,u_x_mse,u_xx_mse,u_t_mse
0,2.0147790908813477,65.52254935810866,15646.689952627865,69.68413061881387
50,0.7082364559173584,17.702615214767874,7005.53543576171,5.095543264095796
200,0.27171027660369873,8.159326634606295,4356.67273753386,1.4034763608968226
500,0.0480395182967186,4.793469473171994,3287.9061052070074,0.9816856518233622
1000,0.031030388548970222,3.1129460989922864,2646.8675873438156,0.8609467089134356
