dataset,seed,model,feature_names,coeffs,true_coeffs,abs_coeff_error,l2_coeff_error,residuals,rank,singular_values,final_train_loss
allen_cahn,0,siren,"[""u"", ""u_xx"", ""u3""]","[4.9770753452152725, 0.001173614954610963, -4.984722609137309]","[5.0, 0.001, -5.0]","[0.022924654784727494, 0.00017361495461096308, 0.015277390862690865]",0.027549384942731917,[3388.4337051399416],3,"[16330.587269661824, 129.76715662161078, 16.403542155883706]",0.00012605906634404208
