epoch,total_loss,tv_loss,l1_loss,pde_loss,data_loss
0,8.365890502929688,0.0,3.203765869140625,0.0027226137463003397,0.8364529609680176
1,7.896888256072998,0.0,3.199768304824829,0.0010942489607259631,0.789634108543396
2,7.882261276245117,0.0,3.1966423988342285,0.0011736142914742231,0.788167417049408
3,7.036962032318115,0.0,3.1947274208068848,0.0024541157763451338,0.7035735249519348
4,7.070308208465576,0.0,3.1925930976867676,0.005473673343658447,0.706757128238678
5,7.2444891929626465,0.0,3.191093921661377,0.010567504912614822,0.7239205241203308
6,6.225198268890381,0.0,3.190488815307617,0.017702437937259674,0.6216347217559814
7,6.197015285491943,0.0,3.1906466484069824,0.025543127208948135,0.6184243559837341
8,6.762233734130859,0.0,3.190624475479126,0.032401956617832184,0.674603283405304
9,6.678147792816162,0.0,3.1906371116638184,0.04249700531363487,0.6656899452209473
10,6.392836570739746,0.0,3.190748453140259,0.04894725978374481,0.6368362903594971
11,6.1057281494140625,0.0,3.190859794616699,0.054193008691072464,0.607863187789917
12,6.163392066955566,0.0,3.1909918785095215,0.065039724111557,0.6130872368812561
13,6.028098106384277,0.0,3.191117763519287,0.07620275020599365,0.5989996790885925
14,5.762922286987305,0.0,3.190962314605713,0.07625775784254074,0.5724793672561646
15,5.892027854919434,0.0,3.190646171569824,0.0941881611943245,0.5844933986663818
16,5.850078105926514,0.0,3.1893701553344727,0.10106317698955536,0.5799546837806702
17,5.774974822998047,0.0,3.187084436416626,0.1075054258108139,0.5721222162246704
18,6.144209861755371,0.0,3.1841795444488525,0.1132974773645401,0.6087561249732971
19,5.737764358520508,0.0,3.1808271408081055,0.11809756606817245,0.5678715705871582
20,6.10719633102417,0.0,3.1771373748779297,0.11789628118276596,0.6048248410224915
21,5.837496757507324,0.0,3.1731863021850586,0.1108744665980339,0.578205943107605
22,6.000641822814941,0.0,3.1690356731414795,0.12018624693155289,0.5940548777580261
23,5.922197341918945,0.0,3.164701461791992,0.12248620390892029,0.5860954523086548
24,6.022318363189697,0.0,3.1602213382720947,0.1180906593799591,0.5963273048400879
25,5.7936015129089355,0.0,3.1556248664855957,0.11646632105112076,0.5735368132591248
26,6.083520412445068,0.0,3.1509666442871094,0.12062390148639679,0.6023208498954773
27,5.679398536682129,0.0,3.1462857723236084,0.10450699180364609,0.5627144575119019
28,6.260219573974609,0.0,3.14159893989563,0.09739275276660919,0.6211522817611694
29,5.943519592285156,0.0,3.136934518814087,0.08498586714267731,0.5901026725769043
30,5.627218723297119,0.0,3.1324310302734375,0.08300065249204636,0.5585718750953674
31,5.566896915435791,0.0,3.128068447113037,0.07817370444536209,0.5527809858322144
32,5.757103443145752,0.0,3.1238625049591064,0.07986564189195633,0.5717170834541321
33,5.993887424468994,0.0,3.1198339462280273,0.0722334012389183,0.5957770943641663
34,5.630697250366211,0.0,3.1159720420837402,0.06751880049705505,0.5596937537193298
35,5.545912742614746,0.0,3.1122665405273438,0.06306376308202744,0.5514380931854248
36,6.156497478485107,0.0,3.10870361328125,0.058539386838674545,0.6127227544784546
37,6.112156391143799,0.0,3.1052603721618652,0.05680162459611893,0.6083755493164062
38,5.316155910491943,0.0,3.1019201278686523,0.05741029232740402,0.5287450551986694
