epoch,u_mse,u_x_mse,u_xx_mse,u_t_mse
0,1.7930895453750508,63.4457222544749,14966.95650927319,52.91421765000095
50,0.7308757745952673,13.471284942064186,5507.254421565665,6.733199883816956
200,0.5956074434801367,7.487418489510077,3875.6120239562547,2.0189575321266378
500,0.4847972832850403,5.833642682684881,3465.5500867926303,1.299700084260786
1000,0.3336650050608958,5.001210118193893,3295.7785337166297,1.101307031239915
